business_name,category,address,city,province_state,postal_code,phone,country,source,date_scraped,region,sub_region,cities,naics_code,tax_id,employee_count,status,lead_score,enriched_date
Serdán Cerámica S. de R.L.,Cerámica,544 Independencia,Puebla,Puebla,72327,222-823-7963,México,Registro Público de Puebla,2026-05-07T20:56:56.242590,Mexico,Puebla,Puebla,,OOH825798OC,200+,Activo,85,2026-05-07T20:59:03.789577
Puebla Servicios S. de R.L.,Servicios,1034 Heroes,Puebla,Puebla,72421,222-491-3881,México,Registro Público de Puebla,2026-05-07T20:56:56.242596,Mexico,Puebla,Puebla,,WKE959379NV,200+,Activo,85,2026-05-07T20:59:03.789584
Cholulteca Construcción Textil,Construcción,1455 Orizaba,Puebla,Puebla,72870,222-268-4617,México,Registro Público de Puebla,2026-05-07T20:56:56.242602,Mexico,Puebla,Puebla,,JPO840287DX,1-10,Activo,85,2026-05-07T20:59:03.789592
Cholulteca Servicios Industrial,Servicios,1182 Reforma,Puebla,Puebla,72161,222-901-6307,México,Registro Público de Puebla,2026-05-07T20:56:56.242608,Mexico,Puebla,Puebla,,BKY593441ZV,200+,Activo,85,2026-05-07T20:59:03.789599
Angelópolis Comercio Textil,Comercio,965 5 de Mayo,Puebla,Puebla,72224,222-722-7454,México,Registro Público de Puebla,2026-05-07T20:56:56.242618,Mexico,Puebla,Puebla,,WDL849368YP,11-50,Activo,100,2026-05-07T20:59:03.789606
Puebla Cerámica Automotriz,Cerámica,1948 Morelos,Puebla,Puebla,72572,222-127-3972,México,Registro Público de Puebla,2026-05-07T20:56:56.242627,Mexico,Puebla,Puebla,,DKQ545702ZG,11-50,Activo,85,2026-05-07T20:59:03.789617
Angelópolis Automotriz S.A. de C.V.,Automotriz,1943 Allende,Puebla,Puebla,72203,222-566-8453,México,Registro Público de Puebla,2026-05-07T20:56:56.242637,Mexico,Puebla,Puebla,,MNO352840GK,1-10,Activo,85,2026-05-07T20:59:03.789628
Volcano Plásticos S.A. de C.V.,Plásticos,1982 16 de Septiembre,Puebla,Puebla,72021,222-871-9985,México,Registro Público de Puebla,2026-05-07T20:56:56.242645,Mexico,Puebla,Puebla,,LUQ895929CJ,200+,Activo,85,2026-05-07T20:59:03.789636
Puebla Alimentos Textil,Alimentos,1067 Juárez,Puebla,Puebla,72596,222-235-1971,México,Registro Público de Puebla,2026-05-07T20:56:56.242653,Mexico,Puebla,Puebla,,GRE629050CD,200+,Activo,100,2026-05-07T20:59:03.789642
Volcano Cerámica Automotriz,Cerámica,212 Hidalgo,Puebla,Puebla,72068,222-818-8202,México,Registro Público de Puebla,2026-05-07T20:56:56.242666,Mexico,Puebla,Puebla,,SWI555061UF,11-50,Activo,85,2026-05-07T20:59:03.789650
Serdán Plásticos Automotriz,Plásticos,1113 Orizaba,Puebla,Puebla,72936,222-399-3821,México,Registro Público de Puebla,2026-05-07T20:56:56.242682,Mexico,Puebla,Puebla,,PIE408960OX,51-200,Activo,85,2026-05-07T20:59:03.789658
Puebla Servicios Automotriz,Servicios,24 Reforma,Puebla,Puebla,72057,222-973-9055,México,Registro Público de Puebla,2026-05-07T20:56:56.242698,Mexico,Puebla,Puebla,,LKJ398067RQ,11-50,Activo,85,2026-05-07T20:59:03.789672
Volcano Automotriz Textil,Automotriz,339 Allende,Puebla,Puebla,72759,222-419-5865,México,Registro Público de Puebla,2026-05-07T20:56:56.242709,Mexico,Puebla,Puebla,,DZI798061WS,11-50,Activo,85,2026-05-07T20:59:03.789680
Tlaxcalteca Textiles S.A. de C.V.,Textiles,530 5 de Mayo,Puebla,Puebla,72026,222-620-3031,México,Registro Público de Puebla,2026-05-07T20:56:56.242725,Mexico,Puebla,Puebla,,LQP958097XR,11-50,Activo,85,2026-05-07T20:59:03.789707
Serdán Química S.A. de C.V.,Química,542 5 de Mayo,Puebla,Puebla,72728,222-144-9098,México,Registro Público de Puebla,2026-05-07T20:56:56.242734,Mexico,Puebla,Puebla,,YIN104024ZX,1-10,Activo,85,2026-05-07T20:59:03.789715
Cholulteca Textiles S. de R.L.,Textiles,8 Juárez,Puebla,Puebla,72736,222-201-6371,México,Registro Público de Puebla,2026-05-07T20:56:56.242743,Mexico,Puebla,Puebla,,SRQ869476YP,200+,Activo,85,2026-05-07T20:59:03.789726
Serdán Tecnología S.A. de C.V.,Tecnología,1034 Morelos,Puebla,Puebla,72082,222-140-3050,México,Registro Público de Puebla,2026-05-07T20:56:56.242752,Mexico,Puebla,Puebla,,GOB647060JW,200+,Activo,85,2026-05-07T20:59:03.789734
Angelópolis Plásticos Automotriz,Plásticos,982 Independencia,Puebla,Puebla,72761,222-103-6380,México,Registro Público de Puebla,2026-05-07T20:56:56.242761,Mexico,Puebla,Puebla,,OXY682249SA,51-200,Activo,85,2026-05-07T20:59:03.789745
Cholulteca Plásticos Automotriz,Plásticos,1394 Allende,Puebla,Puebla,72286,222-637-4881,México,Registro Público de Puebla,2026-05-07T20:56:56.242770,Mexico,Puebla,Puebla,,SXT412602RP,11-50,Activo,85,2026-05-07T20:59:03.789752
Puebla Textiles S.A. de C.V.,Textiles,1527 Independencia,Puebla,Puebla,72913,222-692-5771,México,Registro Público de Puebla,2026-05-07T20:56:56.242782,Mexico,Puebla,Puebla,,HAW733404FG,51-200,Activo,85,2026-05-07T20:59:03.789759
Cholulteca Servicios Automotriz,Servicios,832 Hidalgo,Puebla,Puebla,72235,222-385-5617,México,Registro Público de Puebla,2026-05-07T20:56:56.242793,Mexico,Puebla,Puebla,,EOF192593QG,11-50,Activo,85,2026-05-07T20:59:03.789765
Cholulteca Química S.A. de C.V.,Química,1992 Reforma,Puebla,Puebla,72143,222-405-9479,México,Registro Público de Puebla,2026-05-07T20:56:56.242802,Mexico,Puebla,Puebla,,NFG194455EB,11-50,Activo,85,2026-05-07T20:59:03.789773
Cholulteca Construcción Industrial,Construcción,27 Heroes,Puebla,Puebla,72850,222-390-8699,México,Registro Público de Puebla,2026-05-07T20:56:56.242812,Mexico,Puebla,Puebla,,LND948686SZ,200+,Activo,85,2026-05-07T20:59:03.789780
Tlaxcalteca Construcción Textil,Construcción,942 Reforma,Puebla,Puebla,72648,222-857-2284,México,Registro Público de Puebla,2026-05-07T20:56:56.242821,Mexico,Puebla,Puebla,,XAE339987UM,11-50,Activo,85,2026-05-07T20:59:03.789793
Volcano Cerámica Textil,Cerámica,1431 Orizaba,Puebla,Puebla,72557,222-463-1582,México,Registro Público de Puebla,2026-05-07T20:56:56.242829,Mexico,Puebla,Puebla,,IBA520413RS,200+,Activo,85,2026-05-07T20:59:03.789801
Volcano Servicios Industrial,Servicios,1562 Morelos,Puebla,Puebla,72751,222-607-9555,México,Registro Público de Puebla,2026-05-07T20:56:56.242838,Mexico,Puebla,Puebla,,TAB303157BC,200+,Activo,85,2026-05-07T20:59:03.789811
Angelópolis Química S.A. de C.V.,Química,742 Hidalgo,Puebla,Puebla,72520,222-386-1964,México,Registro Público de Puebla,2026-05-07T20:56:56.242847,Mexico,Puebla,Puebla,,BEV843233LT,200+,Activo,85,2026-05-07T20:59:03.789818
Tlaxcalteca Construcción S.A. de C.V.,Construcción,793 Heroes,Puebla,Puebla,72064,222-745-5516,México,Registro Público de Puebla,2026-05-07T20:56:56.242860,Mexico,Puebla,Puebla,,PTH155549GQ,1-10,Activo,85,2026-05-07T20:59:03.789826
Tlaxcalteca Textiles Industrial,Textiles,271 Heroes,Puebla,Puebla,72387,222-109-4466,México,Registro Público de Puebla,2026-05-07T20:56:56.242868,Mexico,Puebla,Puebla,,VUW370442PS,1-10,Activo,85,2026-05-07T20:59:03.789836
Angelópolis Comercio Industrial,Comercio,589 Juárez,Puebla,Puebla,72350,222-905-5331,México,Registro Público de Puebla,2026-05-07T20:56:56.242883,Mexico,Puebla,Puebla,,RQF213897VR,51-200,Activo,100,2026-05-07T20:59:03.789842
Serdán Automotriz Automotriz,Automotriz,1106 Hidalgo,Puebla,Puebla,72714,222-871-6074,México,Registro Público de Puebla,2026-05-07T20:56:56.242892,Mexico,Puebla,Puebla,,LBY794732MK,200+,Activo,85,2026-05-07T20:59:03.789849
Volcano Plásticos S.A. de C.V.,Plásticos,106 Morelos,Puebla,Puebla,72729,222-269-5871,México,Registro Público de Puebla,2026-05-07T20:56:56.242901,Mexico,Puebla,Puebla,,SZU922995CF,200+,Activo,85,2026-05-07T20:59:03.789856
Volcano Textiles Servicios,Textiles,1013 Reforma,Puebla,Puebla,72675,222-756-6107,México,Registro Público de Puebla,2026-05-07T20:56:56.242910,Mexico,Puebla,Puebla,,BGG505042RZ,200+,Activo,85,2026-05-07T20:59:03.789863
Cholulteca Automotriz S. de R.L.,Automotriz,1689 Juárez,Puebla,Puebla,72875,222-326-8491,México,Registro Público de Puebla,2026-05-07T20:56:56.242918,Mexico,Puebla,Puebla,,RHI837580PD,1-10,Activo,85,2026-05-07T20:59:03.789873
Volcano Química Servicios,Química,1140 Reforma,Puebla,Puebla,72594,222-453-6411,México,Registro Público de Puebla,2026-05-07T20:56:56.242927,Mexico,Puebla,Puebla,,GNG786058EZ,11-50,Activo,85,2026-05-07T20:59:03.789884
Tlaxcalteca Construcción Automotriz,Construcción,1522 16 de Septiembre,Puebla,Puebla,72415,222-211-9279,México,Registro Público de Puebla,2026-05-07T20:56:56.242936,Mexico,Puebla,Puebla,,IOL953374HS,11-50,Activo,85,2026-05-07T20:59:03.789898
Angelópolis Plásticos Textil,Plásticos,527 16 de Septiembre,Puebla,Puebla,72646,222-904-5369,México,Registro Público de Puebla,2026-05-07T20:56:56.242945,Mexico,Puebla,Puebla,,WRC870549QO,200+,Activo,85,2026-05-07T20:59:03.789905
Jarocho Agrícola S. de R.L.,Agrícola,1282 Lerdo,Veracruz,Veracruz,91771,229-422-1703,México,Registro Público de Veracruz,2026-05-07T20:56:56.278285,Mexico,Veracruz,"Veracruz, Xalapa",,OQQ977715UV,51-200,Activo,85,2026-05-07T20:59:03.790018
Veracruz Pesquero Servicios,Pesquero,1810 5 de Mayo,Veracruz,Veracruz,91343,229-476-2078,México,Registro Público de Veracruz,2026-05-07T20:56:56.278303,Mexico,Veracruz,"Veracruz, Xalapa",,SXJ285450JU,200+,Activo,85,2026-05-07T20:59:03.790031
Jarocho Logística Logístico,Logística,374 5 de Mayo,Veracruz,Veracruz,91826,229-639-8614,México,Registro Público de Veracruz,2026-05-07T20:56:56.278319,Mexico,Veracruz,"Veracruz, Xalapa",,UYJ361351RC,200+,Activo,85,2026-05-07T20:59:03.790047
Portuario Logística Marítimo,Logística,1542 Independencia,Veracruz,Veracruz,91603,229-928-2322,México,Registro Público de Veracruz,2026-05-07T20:56:56.278329,Mexico,Veracruz,"Veracruz, Xalapa",,MKO783397JO,11-50,Activo,85,2026-05-07T20:59:03.790058
Portuario Manufactura Servicios,Manufactura,1881 Gómez Farías,Veracruz,Veracruz,91972,229-918-9439,México,Registro Público de Veracruz,2026-05-07T20:56:56.278339,Mexico,Veracruz,"Veracruz, Xalapa",,RIZ966336TG,1-10,Activo,85,2026-05-07T20:59:03.790067
Portuario Turismo Logístico,Turismo,1090 Gómez Farías,Veracruz,Veracruz,91980,229-882-7884,México,Registro Público de Veracruz,2026-05-07T20:56:56.278348,Mexico,Veracruz,"Veracruz, Xalapa",,AWE132185UF,51-200,Activo,100,2026-05-07T20:59:03.790084
Puerto Turismo S.A. de C.V.,Turismo,408 Lerdo,Veracruz,Veracruz,91304,229-579-8967,México,Registro Público de Veracruz,2026-05-07T20:56:56.278357,Mexico,Veracruz,"Veracruz, Xalapa",,QGT875703SW,1-10,Activo,100,2026-05-07T20:59:03.790091
Veracruz Turismo Marítimo,Turismo,1350 Independencia,Veracruz,Veracruz,91701,229-388-6328,México,Registro Público de Veracruz,2026-05-07T20:56:56.278366,Mexico,Veracruz,"Veracruz, Xalapa",,CYW781163CF,200+,Activo,100,2026-05-07T20:59:03.790105
Puerto Manufactura Servicios,Manufactura,542 Zaragoza,Veracruz,Veracruz,91158,229-320-7718,México,Registro Público de Veracruz,2026-05-07T20:56:56.278376,Mexico,Veracruz,"Veracruz, Xalapa",,GWR988431UY,51-200,Activo,85,2026-05-07T20:59:03.790116
Boca del Río Portuario Logístico,Portuario,1793 5 de Mayo,Veracruz,Veracruz,91688,229-914-8275,México,Registro Público de Veracruz,2026-05-07T20:56:56.278385,Mexico,Veracruz,"Veracruz, Xalapa",,FNJ340239AV,200+,Activo,85,2026-05-07T20:59:03.790124
Portuario Petróleo Petrolero,Petróleo,1814 Díaz Mirón,Veracruz,Veracruz,91871,229-651-3854,México,Registro Público de Veracruz,2026-05-07T20:56:56.278395,Mexico,Veracruz,"Veracruz, Xalapa",,PKS448221EN,200+,Activo,85,2026-05-07T20:59:03.790133
Veracruz Logística Petrolero,Logística,1024 5 de Mayo,Veracruz,Veracruz,91519,229-838-1753,México,Registro Público de Veracruz,2026-05-07T20:56:56.278431,Mexico,Veracruz,"Veracruz, Xalapa",,FFM110920IJ,200+,Activo,85,2026-05-07T20:59:03.790143
Boca del Río Manufactura Logístico,Manufactura,1792 Zaragoza,Veracruz,Veracruz,91592,229-968-3748,México,Registro Público de Veracruz,2026-05-07T20:56:56.278447,Mexico,Veracruz,"Veracruz, Xalapa",,SUI542408SS,200+,Activo,85,2026-05-07T20:59:03.790157
Jarocho Servicios S. de R.L.,Servicios,1048 Lerdo,Veracruz,Veracruz,91571,229-448-6827,México,Registro Público de Veracruz,2026-05-07T20:56:56.278457,Mexico,Veracruz,"Veracruz, Xalapa",,OYZ765643GT,51-200,Activo,85,2026-05-07T20:59:03.790172
Costa Manufactura S.A. de C.V.,Manufactura,490 Díaz Mirón,Veracruz,Veracruz,91649,229-139-8723,México,Registro Público de Veracruz,2026-05-07T20:56:56.278466,Mexico,Veracruz,"Veracruz, Xalapa",,CHJ492002AD,200+,Activo,85,2026-05-07T20:59:03.790179
Costa Pesquero S. de R.L.,Pesquero,825 5 de Mayo,Veracruz,Veracruz,91855,229-749-9082,México,Registro Público de Veracruz,2026-05-07T20:56:56.278476,Mexico,Veracruz,"Veracruz, Xalapa",,MYP754419OI,200+,Activo,85,2026-05-07T20:59:03.790193
Jarocho Logística Marítimo,Logística,468 Díaz Mirón,Veracruz,Veracruz,91069,229-950-2247,México,Registro Público de Veracruz,2026-05-07T20:56:56.278485,Mexico,Veracruz,"Veracruz, Xalapa",,VKH236925ND,11-50,Activo,85,2026-05-07T20:59:03.790201
Veracruz Petróleo Petrolero,Petróleo,1016 Lerdo,Veracruz,Veracruz,91860,229-410-7839,México,Registro Público de Veracruz,2026-05-07T20:56:56.278494,Mexico,Veracruz,"Veracruz, Xalapa",,SXC775067KY,51-200,Activo,85,2026-05-07T20:59:03.790209
Puerto Comercio Marítimo,Comercio,1319 Independencia,Veracruz,Veracruz,91407,229-356-2150,México,Registro Público de Veracruz,2026-05-07T20:56:56.278503,Mexico,Veracruz,"Veracruz, Xalapa",,UAS738922GQ,11-50,Activo,100,2026-05-07T20:59:03.790219
Veracruz Pesquero Servicios,Pesquero,1163 Zaragoza,Veracruz,Veracruz,91167,229-618-5972,México,Registro Público de Veracruz,2026-05-07T20:56:56.278512,Mexico,Veracruz,"Veracruz, Xalapa",,DOS552239TI,11-50,Activo,85,2026-05-07T20:59:03.790226
Boca del Río Agrícola Logístico,Agrícola,777 Independencia,Veracruz,Veracruz,91412,229-738-4553,México,Registro Público de Veracruz,2026-05-07T20:56:56.278521,Mexico,Veracruz,"Veracruz, Xalapa",,VBT944807TX,200+,Activo,85,2026-05-07T20:59:03.790233
Puerto Química S. de R.L.,Química,718 Independencia,Veracruz,Veracruz,91668,229-412-7080,México,Registro Público de Veracruz,2026-05-07T20:56:56.278530,Mexico,Veracruz,"Veracruz, Xalapa",,UNX752455ZH,1-10,Activo,85,2026-05-07T20:59:03.790247
Costa Portuario S. de R.L.,Portuario,1124 Díaz Mirón,Veracruz,Veracruz,91457,229-653-7334,México,Registro Público de Veracruz,2026-05-07T20:56:56.278543,Mexico,Veracruz,"Veracruz, Xalapa",,NAC179444HB,11-50,Activo,85,2026-05-07T20:59:03.790255
Portuario Química Logístico,Química,424 Díaz Mirón,Veracruz,Veracruz,91673,229-197-8234,México,Registro Público de Veracruz,2026-05-07T20:56:56.278551,Mexico,Veracruz,"Veracruz, Xalapa",,IQX893868VW,51-200,Activo,85,2026-05-07T20:59:03.790262
Veracruz Turismo Petrolero,Turismo,294 Independencia,Veracruz,Veracruz,91298,229-275-4809,México,Registro Público de Veracruz,2026-05-07T20:56:56.278560,Mexico,Veracruz,"Veracruz, Xalapa",,JRI230123XV,51-200,Activo,100,2026-05-07T20:59:03.790272
Portuario Química Logístico,Química,1894 Lerdo,Veracruz,Veracruz,91657,229-823-4557,México,Registro Público de Veracruz,2026-05-07T20:56:56.278569,Mexico,Veracruz,"Veracruz, Xalapa",,UMX242699FJ,200+,Activo,85,2026-05-07T20:59:03.790280
Veracruz Portuario S.A. de C.V.,Portuario,93 Zaragoza,Veracruz,Veracruz,91273,229-925-6379,México,Registro Público de Veracruz,2026-05-07T20:56:56.278578,Mexico,Veracruz,"Veracruz, Xalapa",,WHF945134SQ,200+,Activo,85,2026-05-07T20:59:03.790288
Puerto Pesquero Logístico,Pesquero,781 Gómez Farías,Veracruz,Veracruz,91497,229-212-3555,México,Registro Público de Veracruz,2026-05-07T20:56:56.278587,Mexico,Veracruz,"Veracruz, Xalapa",,IXR873855AK,200+,Activo,85,2026-05-07T20:59:03.790295
Costa Logística Servicios,Logística,1363 Gómez Farías,Veracruz,Veracruz,91981,229-246-1048,México,Registro Público de Veracruz,2026-05-07T20:56:56.278613,Mexico,Veracruz,"Veracruz, Xalapa",,HCX500440KZ,11-50,Activo,85,2026-05-07T20:59:03.790305
Veracruz Logística Logístico,Logística,1346 5 de Mayo,Veracruz,Veracruz,91475,229-964-5479,México,Registro Público de Veracruz,2026-05-07T20:56:56.278625,Mexico,Veracruz,"Veracruz, Xalapa",,VIC428175XW,1-10,Activo,85,2026-05-07T20:59:03.790313
Veracruz Servicios Logístico,Servicios,1082 Gómez Farías,Veracruz,Veracruz,91710,229-725-3898,México,Registro Público de Veracruz,2026-05-07T20:56:56.278634,Mexico,Veracruz,"Veracruz, Xalapa",,NML717536TH,11-50,Activo,85,2026-05-07T20:59:03.790321
Boca del Río Química Petrolero,Química,278 Independencia,Veracruz,Veracruz,91407,229-733-8965,México,Registro Público de Veracruz,2026-05-07T20:56:56.278643,Mexico,Veracruz,"Veracruz, Xalapa",,PKE774061EE,11-50,Activo,85,2026-05-07T20:59:03.790328
Jarocho Manufactura Logístico,Manufactura,1777 5 de Mayo,Veracruz,Veracruz,91017,229-905-5199,México,Registro Público de Veracruz,2026-05-07T20:56:56.278655,Mexico,Veracruz,"Veracruz, Xalapa",,RFK482729EL,11-50,Activo,85,2026-05-07T20:59:03.790336
Jarocho Turismo Servicios,Turismo,1406 Zaragoza,Veracruz,Veracruz,91205,229-931-9315,México,Registro Público de Veracruz,2026-05-07T20:56:56.278664,Mexico,Veracruz,"Veracruz, Xalapa",,VDT255482AY,200+,Activo,100,2026-05-07T20:59:03.790350
Boca del Río Agrícola Logístico,Agrícola,1446 Díaz Mirón,Veracruz,Veracruz,91165,229-376-4171,México,Registro Público de Veracruz,2026-05-07T20:56:56.278673,Mexico,Veracruz,"Veracruz, Xalapa",,FBS683096DT,200+,Activo,85,2026-05-07T20:59:03.790358
Jarocho Servicios S.A. de C.V.,Servicios,1423 5 de Mayo,Veracruz,Veracruz,91245,229-237-3684,México,Registro Público de Veracruz,2026-05-07T20:56:56.278683,Mexico,Veracruz,"Veracruz, Xalapa",,PBM556048OO,11-50,Activo,85,2026-05-07T20:59:03.790365
Veracruz Pesquero Servicios,Pesquero,1966 Lerdo,Veracruz,Veracruz,91272,229-113-6060,México,Registro Público de Veracruz,2026-05-07T20:56:56.278691,Mexico,Veracruz,"Veracruz, Xalapa",,JLU198470XW,1-10,Activo,85,2026-05-07T20:59:03.790372
Puerto Química Logístico,Química,1970 Zaragoza,Veracruz,Veracruz,91388,229-414-1966,México,Registro Público de Veracruz,2026-05-07T20:56:56.278700,Mexico,Veracruz,"Veracruz, Xalapa",,ZGB912654ZC,200+,Activo,85,2026-05-07T20:59:03.790380
Costa Servicios Servicios,Servicios,430 Zaragoza,Veracruz,Veracruz,91657,229-984-5183,México,Registro Público de Veracruz,2026-05-07T20:56:56.278709,Mexico,Veracruz,"Veracruz, Xalapa",,OYA402531WP,51-200,Activo,85,2026-05-07T20:59:03.790390
Costa Logística S. de R.L.,Logística,1723 Independencia,Veracruz,Veracruz,91595,229-533-2446,México,Registro Público de Veracruz,2026-05-07T20:56:56.278718,Mexico,Veracruz,"Veracruz, Xalapa",,EUJ162500SE,51-200,Activo,85,2026-05-07T20:59:03.790416
Boca del Río Petróleo S.A. de C.V.,Petróleo,322 Zaragoza,Veracruz,Veracruz,91110,229-460-8123,México,Registro Público de Veracruz,2026-05-07T20:56:56.278731,Mexico,Veracruz,"Veracruz, Xalapa",,QFH141250UH,11-50,Activo,85,2026-05-07T20:59:03.790428
Veracruz Portuario Logístico,Portuario,1466 Gómez Farías,Veracruz,Veracruz,91458,229-483-3584,México,Registro Público de Veracruz,2026-05-07T20:56:56.278740,Mexico,Veracruz,"Veracruz, Xalapa",,NVW948556BV,200+,Activo,85,2026-05-07T20:59:03.790438
Portuario Pesquero Servicios,Pesquero,730 Díaz Mirón,Veracruz,Veracruz,91457,229-110-5428,México,Registro Público de Veracruz,2026-05-07T20:56:56.278756,Mexico,Veracruz,"Veracruz, Xalapa",,EWE465334GX,51-200,Activo,85,2026-05-07T20:59:03.790479
Puerto Manufactura S.A. de C.V.,Manufactura,1368 Díaz Mirón,Veracruz,Veracruz,91033,229-418-4206,México,Registro Público de Veracruz,2026-05-07T20:56:56.278764,Mexico,Veracruz,"Veracruz, Xalapa",,VZV799415HI,51-200,Activo,85,2026-05-07T20:59:03.790488
Veracruz Servicios S.A. de C.V.,Servicios,450 Lerdo,Veracruz,Veracruz,91601,229-780-7778,México,Registro Público de Veracruz,2026-05-07T20:56:56.278773,Mexico,Veracruz,"Veracruz, Xalapa",,ODN831225BQ,51-200,Activo,85,2026-05-07T20:59:03.790495
Jarocho Turismo Marítimo,Turismo,1129 Lerdo,Veracruz,Veracruz,91800,229-298-5981,México,Registro Público de Veracruz,2026-05-07T20:56:56.278782,Mexico,Veracruz,"Veracruz, Xalapa",,QXQ638491IR,200+,Activo,100,2026-05-07T20:59:03.790502
Costa Manufactura S.A. de C.V.,Manufactura,76 Independencia,Veracruz,Veracruz,91263,229-846-4353,México,Registro Público de Veracruz,2026-05-07T20:56:56.278793,Mexico,Veracruz,"Veracruz, Xalapa",,UGG727244JD,200+,Activo,85,2026-05-07T20:59:03.790510
Portuario Turismo Logístico,Turismo,256 Lerdo,Veracruz,Veracruz,91592,229-924-7812,México,Registro Público de Veracruz,2026-05-07T20:56:56.278802,Mexico,Veracruz,"Veracruz, Xalapa",,XKF162126HH,200+,Activo,100,2026-05-07T20:59:03.790517
Veracruz Agrícola Marítimo,Agrícola,159 Díaz Mirón,Veracruz,Veracruz,91252,229-677-7714,México,Registro Público de Veracruz,2026-05-07T20:56:56.278811,Mexico,Veracruz,"Veracruz, Xalapa",,LAG414228KL,1-10,Activo,85,2026-05-07T20:59:03.790533
Costa Agrícola S. de R.L.,Agrícola,375 5 de Mayo,Veracruz,Veracruz,91153,229-492-2296,México,Registro Público de Veracruz,2026-05-07T20:56:56.278820,Mexico,Veracruz,"Veracruz, Xalapa",,EPU375744JP,200+,Activo,85,2026-05-07T20:59:03.790545
Costa Logística S. de R.L.,Logística,346 Díaz Mirón,Veracruz,Veracruz,91912,229-105-7530,México,Registro Público de Veracruz,2026-05-07T20:56:56.278829,Mexico,Veracruz,"Veracruz, Xalapa",,ZOI569568XZ,11-50,Activo,85,2026-05-07T20:59:03.790553
Jarocho Comercio Logístico,Comercio,1524 Díaz Mirón,Veracruz,Veracruz,91059,229-662-3840,México,Registro Público de Veracruz,2026-05-07T20:56:56.278838,Mexico,Veracruz,"Veracruz, Xalapa",,ITR987036FT,200+,Activo,100,2026-05-07T20:59:03.790563
Veracruz Comercio Servicios,Comercio,855 Independencia,Veracruz,Veracruz,91902,229-662-5114,México,Registro Público de Veracruz,2026-05-07T20:56:56.278850,Mexico,Veracruz,"Veracruz, Xalapa",,SCO305458DH,1-10,Activo,100,2026-05-07T20:59:03.790570
Puerto Química Petrolero,Química,1705 Zaragoza,Veracruz,Veracruz,91460,229-343-1717,México,Registro Público de Veracruz,2026-05-07T20:56:56.278859,Mexico,Veracruz,"Veracruz, Xalapa",,ZBO274358KB,11-50,Activo,85,2026-05-07T20:59:03.790578
Puerto Agrícola S.A. de C.V.,Agrícola,49 Lerdo,Veracruz,Veracruz,91384,229-146-8051,México,Registro Público de Veracruz,2026-05-07T20:56:56.278868,Mexico,Veracruz,"Veracruz, Xalapa",,CWR155165IO,1-10,Activo,85,2026-05-07T20:59:03.790586
Jalapa Química S. de R.L.,Química,304 Xalapeños Ilustres,Xalapa,Veracruz,91148,228-872-6807,México,Registro Público de Veracruz,2026-05-07T20:56:56.278881,Mexico,Veracruz,"Veracruz, Xalapa",,QFC857785DA,51-200,Activo,85,2026-05-07T20:59:03.790594
Las Ánimas Servicios S.A. de C.V.,Servicios,1120 Xalapeños Ilustres,Xalapa,Veracruz,91138,228-733-4571,México,Registro Público de Veracruz,2026-05-07T20:56:56.278893,Mexico,Veracruz,"Veracruz, Xalapa",,GPZ695949ML,200+,Activo,85,2026-05-07T20:59:03.790601
Macuiltepetl Portuario S. de R.L.,Portuario,132 Enríquez,Xalapa,Veracruz,91095,228-531-5064,México,Registro Público de Veracruz,2026-05-07T20:56:56.278904,Mexico,Veracruz,"Veracruz, Xalapa",,RLE546772PA,1-10,Activo,85,2026-05-07T20:59:03.790607
Xalapa Agrícola Café,Agrícola,975 Xalapeños Ilustres,Xalapa,Veracruz,91123,228-868-4700,México,Registro Público de Veracruz,2026-05-07T20:56:56.278913,Mexico,Veracruz,"Veracruz, Xalapa",,KKM774950OZ,51-200,Activo,85,2026-05-07T20:59:03.790619
Jalapa Química S. de R.L.,Química,321 Múzquiz,Xalapa,Veracruz,91012,228-940-7782,México,Registro Público de Veracruz,2026-05-07T20:56:56.278921,Mexico,Veracruz,"Veracruz, Xalapa",,GID190418DR,11-50,Activo,85,2026-05-07T20:59:03.790626
Coatepec Petróleo S. de R.L.,Petróleo,269 Revolution,Xalapa,Veracruz,91099,228-587-3789,México,Registro Público de Veracruz,2026-05-07T20:56:56.278930,Mexico,Veracruz,"Veracruz, Xalapa",,HTT860238OL,11-50,Activo,85,2026-05-07T20:59:03.790640
Veracruz Pesquero Servicios,Pesquero,577 Juárez,Xalapa,Veracruz,91048,228-593-8806,México,Registro Público de Veracruz,2026-05-07T20:56:56.278939,Mexico,Veracruz,"Veracruz, Xalapa",,QBH564814TQ,200+,Activo,85,2026-05-07T20:59:03.790647
Macuiltepetl Logística S. de R.L.,Logística,65 Enríquez,Xalapa,Veracruz,91188,228-267-9365,México,Registro Público de Veracruz,2026-05-07T20:56:56.278951,Mexico,Veracruz,"Veracruz, Xalapa",,ZQX996570FX,1-10,Activo,85,2026-05-07T20:59:03.790655
Xalapa Agrícola S.A. de C.V.,Agrícola,50 Xalapeños Ilustres,Xalapa,Veracruz,91153,228-257-6524,México,Registro Público de Veracruz,2026-05-07T20:56:56.278960,Mexico,Veracruz,"Veracruz, Xalapa",,LVV698229JH,200+,Activo,85,2026-05-07T20:59:03.790664
