business_name,pos_system,status_notes,annual_projection,contact,phone,phone_2,address,city,state,email,priority
Double AA's Smoke Shop,SUPPLY ONLY,AH,,Manager,707-642-4303,,0.08375,0.08625,SOL,38 Tennessee Street,1.0
Downtown Joe's,SUPPLY ONLY,AH,,Leann,707-258-2337,,0.0775,0.08,NAPA,902 Main Street,1.0
Doyle's Pub & Tavern,SUPPLY ONLY,AH,,Pat,916-983-8277,,0.0775,,Folsom,312 E. Bidwell Street,1.0
SF Soup - 1 Cal,SUPPLY ONLY,RF,Brink,Manager,415-986-3634,,1 California Street,San Francisco,Ca,94111,1.0
SF Soup - 1 Market,SUPPLY ONLY,RF,Brink,Manager,451-495-4765,,1 Market Street (Bayside Foodcourt),San Francisco,Ca,94105,1.0
SF Soup - 142 2nd St,SUPPLY ONLY,RF,Brink,Manager,415-644-1321,,142 2nd Street,San Francisco,Ca,94105,1.0
SF Soup - 315 Cal,SUPPLY ONLY,RF,Brink,Manager,415-989-7687,,315 California Street,San Francisco,Ca,94105,1.0
Edna's Ichiban Library,SUPPLY ONLY,AH,,Edna,650-737-9716,650-892-4699,0.0925,0.0875,So.Sf,120 Hazelwood Drive,1.0
El Rancho Market - OR,SUPPLY ONLY,AH,,Ricardo,503-472-8833,,0,,O/S,523 SE Baker Street,1.0
Dawn Patrol,SUPPLY ONLY,AH,,Ginny Brown,805-962-2889,,0.0875,0.08,S.Barb,"324 State Street, Suite B",1.0
Delica Rf-1,SUPPLY ONLY,AH,,Keiko,415-834-0344,,0.085,0.0875,SF,One Ferry Bldg # 45,1.0
Destino Restaurant,SUPPLY ONLY,AH,,James S.,415-552-4451,,0.085,0.0875,SF,1815 Market Street,1.0
Dirty Habit,SUPPLY ONLY,RF,,E.J,415-348-1555,,0.085,0.0875,SF,12 Fourth Street,1.0
Diyar 2,SUPPLY ONLY,AH,,Izat,510-845-5300,,0.0925,,ALA,1866 Euclid Avenue,1.0
Domino's - Madera,SUPPLY ONLY,AH,,Greg DeGrandis,559-675-5000,,0.0825,0.0762,Madera,"2001 W. Cleveland Ave, Unit G",1.0
Fairgrounds Gas,SUPPLY ONLY,AH,,Isabel,707-647-1896,,0.08375,,SOL,1610 Firgrounds Drive,1.0
Farallon Restaurant,SUPPLY ONLY,AH,,Espe Ancayan,415-956-6991,,0.085,0.0875,SF,450 Post Street,1.0
Farley's East,SUPPLY ONLY,AH,,Chris Hillyard,510-835-7898,415-846-2671,0.09,,ALA,33 Grand Ave,1.0
Fat Angel,SUPPLY ONLY,AH,,Jenny,415-525-3013,,0.085,,SF,1740 O' Farrell Street,1.0
Fattoria E Mare,SUPPLY ONLY,AH,,Pablo,650-342-4922,,0.09,0.09,Burl,1095 Rollins Road,1.0
Feng Nian Restaurant,SUPPLY ONLY,RF,,Jack,415-331-5300,,0.09,,MARIN,2650 Bridgeway ,1.0
Fenix,SUPPLY ONLY,DK,,Hal,415-813-5600,,0.0925,0.0925,San Raf,919 4th Street,1.0
Dubliner - 24th St,SUPPLY ONLY,AH,,Chuck Yeung,415-350-9390,415-595-7636,0.085,0.0875,SF,3838 24th Street,1.0
Foodles,SUPPLY ONLY,DK,,Sue  ,415-457-5000,,0.0925,0.0925,San Raf,3140 Kerner Blvd #H,1.0
Fort McKinley,SUPPLY ONLY,AH,,Zita,650-871-2222,,0.0925,,SM,101 Brentwood Drive,1.0
Fradelizio Restaurant,SUPPLY ONLY,RF,,Jeanie,415-459-1618,,0.09,,Marin,35 Broadway Blvd,1.0
Frantoio Ristorante,SUPPLY ONLY,,,Susan,415-289-5777,,0.0825,0.085,Marin,152 Shoreline Highway,1.0
Frantoio Ristorante,SUPPLY ONLY,DK,,Susan,415-289-5777,,0.0825,0.085,MARIN,152 Shoreline Highway,1.0
Ellis O'Farrell Garage,SUPPLY ONLY,AH,,Armando,415-986-4800,,0.085,0.0875,SF,123 O'Farell Street,1.0
Energy Gas & Market,SUPPLY ONLY,AH,,Raj,510-532-1775,,0.0925,0.095,ALA,3201 35th Avenue,1.0
Enoteca Della Santini,SUPPLY ONLY,RF,,Ron,707-815-2979,,0.09,0.0875,Sonoma,127 E. Napa Street,1.0
Cavallo Point Spa,SUPPLY ONLY,RF,MICROS,Gianna,415-339-4767,,0.0875,,Saus,601 Murray Circle,1.0
Cayla's Corner,SUPPLY ONLY,AH,,Cayla ,925-944-9188,559-310-4560,0.095,0.095,Emery,5885 Horton Street Suite 140,1.0
Cedar Market,SUPPLY ONLY,RA,,Rana,415-225-3797,,0.085,,SF,1416 Haight Street,1.0
Central Ace Hardware,SUPPLY ONLY,AH,,Terence,415-931-7503,,0.085,,SF,1949 Post Street,1.0
Central Parking - 1160 Mission,SUPPLY ONLY,AH,,Ali,415-277-0400,,0.085,0.0875,SF,1160 Mission Street,1.0
Central Parking - 1750 Montgomery,SUPPLY ONLY,AH,,Ali,415-317-4902,,0.085,0.0875,SF,1750 Montgomery St,1.0
Central Parking - 550 Kearney,SUPPLY ONLY,AH,,Ali,415-277-0400,,0.085,0.0875,SF,550 Kearny Street,1.0
Central Valley Co-Op,SUPPLY ONLY,AH,,Roger,209-464-3940,,0.09,0.09,Stockton,3260 Tomahawk Drive,1.0
Clipper Navigation,SUPPLY ONLY,AH,,Tara Holgate,206-443-2560,,0,0,O/S,"2701 Alaskan Highway, Pier 69",1.0
Collector's Cove,SUPPLY ONLY,AH,,S. Tarantino,415-929-0231,,0.085,0.0875,SF,2072 Union Street,1.0
Camino Restaurant,SUPPLY ONLY,RF,,Penny,510-547-5035,,0.0925,0.095,ALA,3917 Grand Avenue,1.0
Canela,SUPPLY ONLY,RF,,Matt,415-552-3000,,0.085,0.0875,SF,2272 Market Street,1.0
Canon Crest Country Club,SUPPLY ONLY,RF,,Steven Vorhees,951-274-7911,,0.0875,,Riverside,975 Country Club Drive,1.0
Cantina Del Sol,SUPPLY ONLY,AH,,,510-647-9999,,0.0975,0.095,Albany,1175 Solano Avenue,1.0
Caprice Restaurant,SUPPLY ONLY,AH,,Sean,415-435-3400,,0.0825,0.085,MARIN,2000 Paradise Drive,1.0
Carlin's Café,SUPPLY ONLY,LG,Posiflex ,Carlin,415-552-3147,,0.085,0.0875,SF,298 Valencia Street,1.0
Crown Cleaners,SUPPLY ONLY,RF,,Cathy,415-928-7852,,0.085,0.0875,SF,3611 Buchanan Street,1.0
Cucina- San Anselmo,SUPPLY ONLY,DK,,Donna Seymour,415-454-2942,,0.0875,,S.Ansel,510 San Anselmo Avenue,1.0
Dama Ethnic Beauty Supply,SUPPLY ONLY,AH,,Catherine,707-422-8694,,0.08375,0.08625,SOL,711 Jackson Street,1.0
Checkers Restaurant,SUPPLY ONLY,AH,,Anthony,707-942-9300,,0.0775,,NAPA,1414 Lincoln Ave,1.0
Chef Gator's Rustic Burger,SUPPLY ONLY,AH,,Chef Gator,707-658-1845,,0.095,,SOL,5 Petaluma Blvd South Ste C,1.0
Cindy Pawlcyn's Wood Grill,SUPPLY ONLY,AH,,Jen Ingellis,707-796-0700,,0.0825,0.08,St.Helena,641 Main Street,1.0
Cindy's Backstreet Kitchen,SUPPLY ONLY,AH,,Trina,707-963-1200,,0.0825,0.08,St.Helena,1327 Railroad Avenue,1.0
Civic Center Plaza Garage,SUPPLY ONLY,AH,,Felton,415-863-1537,,0.085,0.0875,SF,355 McAllister Street,1.0
SF Soup - 580 Cal,SUPPLY ONLY,RF,Brink,Manager,415-781-7687,,580 California Street,San Francisco,Ca,94104,1.0
Commonwealth - Oakland,SUPPLY ONLY,AH,,Ahna,510-663-3001,510-289-1955,0.0925,0.095,ALA,2882 Telegraph Avenue,1.0
Commonwealth - SF,SUPPLY ONLY,RF,,Xelina,415-355-1500,,0.085,0.0875,SF,2224 Mission Street,1.0
Conrad's - Glendale,SUPPLY ONLY,AH,,Annette,818-246-6547,,0.1025,0.09,Glen,820 North Central Avenue,1.0
Coriander Gourmet Thai,SUPPLY ONLY,AH,,Jude,650-218-1639,,0.085,0.0875,SF,"845 Market Street, Food Emporium #4",1.0
Coriander Gourmet Thai - Metreon,SUPPLY ONLY,AH,,Ava,415-369-6000,,0.085,0.0875,SF,"135 4th street, Level 1 FC-7",1.0
Cove Coffee,SUPPLY ONLY,AH,,Nate,707-882-2665,,0.08375,0.0813,Pt.Aren,790 Port Road,1.0
Crateful Café,SUPPLY ONLY,RF,,Wes Whitehead,323-333-7451,,0.095,,LA,720 N. Cahuenga Blvd,1.0
Brotzeit Beergarden,SUPPLY ONLY,AH,,Krista Granieri,510-927-2427,,0.0925,0.095,ALA,1000 Embarcadero,1.0
Buonarotti Ristorante,SUPPLY ONLY,AH,,Kathy,916-645-7951,,0.0725,0.075,PLACER,460 G Street,1.0
Buri Buri Liquor,SUPPLY ONLY,AH,,Harry,650-583-6898,,0.0925,,SM,71 Camaritas Ave,1.0
Cal-Park Grocery and Liquor,SUPPLY ONLY,AH,,Rajah,209-547-9090,,0.09,0.09,Stockton,702 N. California Street,1.0
Adobe Road Winery,SUPPLY ONLY,AH,,Larry  ,650-464-9502,,0.095,,SON,6 Petaluma Blvd N. Ste A1,1.0
Akane Japanese Cuisine,SUPPLY ONLY,AH,,Frances,650-941-8150,,0.09,0.0875,SC,250 Third Street,1.0
Alegria's,SUPPLY ONLY,AH,,Angelynne,415-929-8888,,0.085,0.0875,SF,2018 Lombard Street,1.0
Alexanders Steakhouse,SUPPLY ONLY,AH,,Manager,408-446-2222,,0.09,0.0875,Cuper,10330 N. Wolfe Road,1.0
9th Street Café,SUPPLY ONLY,AH,,Ala,510-845-4852,,0.0925,0.095,ALA,2570 9th Street,1.0
Bombay Indian Restaurant,SUPPLY ONLY,AH,,Jujaar,415-861-6655,,0.085,0.0875,SF,2217 Market Street,1.0
Bonanza Wholesale,SUPPLY ONLY,AH,,Helen,510-534-3030,,0.0925,0.095,ALA,3617 International Blvd,1.0
Bouchaine Vineyards,SUPPLY ONLY,RF,,Dee,707-252-9065,,0.0775,0.08,NAPA,1075 Buchli Station Road,1.0
Boulevard Restaurant,SUPPLY ONLY,RF,,Nicole,415-543-6084,,0.085,0.0875,SF,1 Mission Street,1.0
Bounty Hunter Wine Bar,SUPPLY ONLY,RF,,Will,707-226-3976,,0.0775,0.08,NAPA,975 First Street,1.0
BPM Reprographics,SUPPLY ONLY,AH,,Jasmine,415-459-4772,,0.0925,0.0925,San Raf,2171 E. Francisco Blvd. Suite B,1.0
Brewcade,SUPPLY ONLY,RF,,Jordan,415-555-5555,,0.085,0.0875,SF,"2200 Market Street, Suite B",1.0
SF Soup - Montgomery,SUPPLY ONLY,RF,Brink,Manager,415-834-0472,,221 Montgomery Street,San Francisco,Ca,94104,1.0
SF Soup - Oakland,SUPPLY ONLY,RF,Brink,Manager,510-763-7687,,1300 Clay Street,Oakland,Ca,94612,1.0
SF Soup - Palo Alto,SUPPLY ONLY,RF,Brink,Manager,650-322-7687,,1950 University Circle #101,Palo Alto,Ca,94303,1.0
SF Soup - SFO,SUPPLY ONLY,RF,Brink,Manager,650-821-7687,,SFO International Terminal 3,San Francisco,Ca,94128,1.0
SF Soup - Urban Bistro,SUPPLY ONLY,RF,Brink,Ricky,650-347-7687,,270 Lorton Ave,Burlingame,Ca,94010,1.0
SF Soup - Westfield,SUPPLY ONLY,RF,Brink,Jefferson,415-512-0472,415-283-5622,845 Market Street (Westfield Center),San Francisco,Ca,94103,1.0
7 Mile House,SUPPLY ONLY,AH,,Lory Marquez,415-467-2343,,0.0875,0.09,SM,2800 Bayshore Blvd,1.0
76 Auto Care Service,SUPPLY ONLY,AH,,Babu,510-530-5605,,0.0925,,ALA,4500 Park Blvd,1.0
Cha' Am Thai,SUPPLY ONLY,AH,,Andy,707-346-4531,707-648-8066,0.08375,0.08625,SOL,"153 Plaza Drive, Suite 107",1.0
SF Soup - Battery,SUPPLY ONLY,RF,Brink,Manager,415-788-7687,,275 Battery Street,San Francisco,Ca,94111,1.0
SF Soup - Berkeley UCB,SUPPLY ONLY,RF,Brink,Manager,510-848-7687,,2512 Bancroft Street,Berkeley,Ca,94704,1.0
SF Soup - Corporate,SUPPLY ONLY,RF,Brink,Manager,415-869-1585,,451 6th Street,San Francisco,Ca,94103,1.0
SF Soup - Crocker,SUPPLY ONLY,RF,Brink,Manager,415-397-7688,,50 Post Street 3rd Flr Galleria,San Francisco,Ca,94104,1.0
SF Soup - Fremont,SUPPLY ONLY,RF,Brink,Manager,415-904-7660,,50 Fremont Street,San Francisco,Ca,94105,1.0
SF Soup - Howard,SUPPLY ONLY,RF,Brink,Manager,415-512-7687,,301 Howard Street,San Francisco,Ca,94105,1.0
SF Soup - Metreon ,SUPPLY ONLY,RF,Brink,Manager,415-896-1585,,101 4th Street ,San Francisco,Ca,94103,1.0
The Pleasanton Hotel,SUPPLY ONLY,AH,,Eddie,925-750-8855,,0.0925,,ALA,855 Main Street,1.0
The Post Los Altos,SUPPLY ONLY,RF,,Claudia Hernandez,650-935-2003,,0.09,,SC,395 Main Street,1.0
The Semi-Tropic,SUPPLY ONLY,AH,,Dan Finley,646-858-7595,,0.095,0.09,LA,1412 Glendale Boulevard,1.0
Tiburon Peninsula Club,SUPPLY ONLY,RF,,Curtis Lew,415-789-7900,,0.0825,0.085,MARIN,1600 Mar West Street,1.0
Tiburon Tavern,SUPPLY ONLY,DK,,Andrew  ,415-435-5996,415-302-5791,0.0825,0.085,MARIN,1651 Tiburon Blvd,1.0
Tip's Roadhouse,SUPPLY ONLY,AH,,Thomas Bunker,707-509-0078,707-595-6944,0.085,,SON,8445 Sonoma Highway,1.0
Togo's - Hollister,SUPPLY ONLY,RF,,Kyle,831-637-9020,408-280-6585,0.0925,,S. BEN,1750 Airline Highway,1.0
Togo's Corp Office,SUPPLY ONLY,RF,,Matt Riley,408-280-6585,,0.0925,,SC,18 North San Pedro Road,1.0
The Butler & The Chef,SUPPLY ONLY,AH,,Joel,415-896-2075,,0.085,0.0875,SF,155-A South Park Street,1.0
The Factory ,SUPPLY ONLY,AH,,JD,415-546-7938,415-515-3064,0.085,0.0875,SF,525 Harrison Street,1.0
The Grill House,SUPPLY ONLY,RF,,Will Hayes,650-264-8017,GM/Owner,0.0925,0.09,Redwood,246 Redwood Shores PRFy,1.0
The Grill on the Alley,SUPPLY ONLY,AH,,Steve,310-276-0615,,0.095,,LA,9560 Dayton Way,1.0
The Grotto,SUPPLY ONLY,AH,,Ray Chin,415-673-7025,415-609-9938,0.085,,SF,2851 Taylor Street,1.0
The Keystone ,SUPPLY ONLY,RF,,Mike,415-777-1200,,0.085,0.0875,SF,68 4th Street,1.0
The Liberties Bar & Restaurant,SUPPLY ONLY,AH,,Kjerstie,415-282-6789,,0.085,0.0875,SF,998 Guerrero Street,1.0
The Perennial,SUPPLY ONLY,AH,,Molly Fritz,415-500-7788,,0.085,0.0875,SF,59 9th Street,1.0
Tropisueno,SUPPLY ONLY,RF,,Sylvia,415-243-0298,,0.085,0.0875,SF,75 Yerba Buena Lane,1.0
Twin Oaks Tavern,SUPPLY ONLY,RF,,Dirk,707-795-5118,415-515-6207,0.0825,0.0825,SON,5745 Old Redwood Hwy,1.0
U Save Liquors,SUPPLY ONLY,AH,,George,707-425-3277,,0.08375,,SOL,"1250 Anderson Drive, #104",1.0
Uma Casa Restaurant,SUPPLY ONLY,RF,ALOHA,Telmo Faria,415-829-2264,,0.085,0.0875,SF,1550 Church Street,1.0
Uncle Darrow's,SUPPLY ONLY,RF,,Joann,310-306-4862,,0.095,0.09,LA,2560 South Lincoln Boulevard,1.0
Union Square Garage,SUPPLY ONLY,AH,,Mike Cruz,415-397-0631,,0.085,0.0875,SF,333 Post Street,1.0
Union St Parking Garage,SUPPLY ONLY,AH,,Tony,415-567-7357,,0.085,0.0875,SF,2001 Union Street,1.0
University of Pacific-Dentistry,SUPPLY ONLY,RF,,Matt Murtagh,415-929-6407,,0.085,0.0875,SF,155 5th Street Room 505,1.0
West Wind - Las Vegas ++++,SUPPLY ONLY,RF,,Eric Gonzalez,702-646-3565,415-448-8388 Ext 8402,0,,O/S,4150 West Carey Avenue,1.0
Tokyo Delve's Sushi Bar,SUPPLY ONLY,RF,,Michi,818-766-3868,,0.095,0.09,LA,5239 Lankershim Blvd,1.0
Tomate Café,SUPPLY ONLY,AH,,Jack,510-549-9885,,0.0925,0.095,ALA,2265 5th Street,1.0
Tomatina - San Rafael  ++4140++,SUPPLY ONLY,RF,,Drake,415-479-3200,,0.0925,0.0925,San Raf,5800 Northgate Mall #138,1.0
Tommy's Joynt,SUPPLY ONLY,AH,,Eddie,415-775-4216,,0.085,0.0875,SF,1101 Geary Boulevard,1.0
Topsy's Kitchen,SUPPLY ONLY,RF,,Estelle,707-773-4743,,0.095,0.0825,SON,131 Kentucky Street,1.0
Town Square Eats (Inside Crooked City),SUPPLY ONLY,AH,,Dino ,510-454-9875,,0.0975,,ALA,206 Broadway,1.0
Traverso's Work Shoe HQ,SUPPLY ONLY,AH,,Bill,510-235-0383,,0.0975,,Rich,12557 San Pablo Avenue,1.0
Caffé Macaroni,SUPPLY ONLY,will order as needed no call back requested – monitor for next order.,,Mario,415-956-9737,415-602-4930,59 Columbus Avenue,San Francisco,Ca,mistermacaroni@yahoo.com,1.0
Casa Lupe,SUPPLY ONLY,,,Lauro,530-846-3218,,130 Magnolia Street,Gridley,Ca,,1.0
CASS Inc.,SUPPLY ONLY,,,Jerilyn,510-893-6478,,2730 Peralta Street,Oakland,Ca,,1.0
Celia's/Xalisco Corp,SUPPLY ONLY,Orders every 6 weeks,,Rafael,510-786-9273,,2401 Tripaldi Way,Hayward,Ca, ,1.0
Central Ace Hardware,SUPPLY ONLY,,,Terence,415-931-7503,,1949 Post Street,San Francisco,Ca,,1.0
Chapeau!,SUPPLY ONLY,,,Philippe Gardelle,415-750-8797,415-290-6681 cell,126 Clement Street,San Francisco,Ca,gardellephilippe@icloud.com,1.0
Chuck Corica Golf Complex,SUPPLY ONLY,,,Ben R ,510-747-7826,,#1 Clubhouse Memorial Drive,Alameda,Ca,,1.0
West Wind - Reno ++++,SUPPLY ONLY,RF,,Eric Gonzalez,775-358-6920,415-448-8388 Ext 8402,0,,O/S,555 El Rancho Drive,1.0
West Wind - Sacramento ++++,SUPPLY ONLY,RF,,Eric Gonzalez,916-363-6572,415-448-8388 Ext 8402,0.0875,,SAC,9616 Oates Dr,1.0
West Wind - San Jose ++++,SUPPLY ONLY,RF,,Eric Gonzalez,408-226-2251,415-448-8388 Ext 8402,0.0925,,SC,3630 Hillcap Ave,1.0
Western Boat Shop,SUPPLY ONLY,RF,,Scott,415-454-4177,,0.0925,0.0925,San Raf,101 3rd Street,1.0
Westside Grill,SUPPLY ONLY,RF,,Hernan,408-847-3800,408-813-7022,0.09,0.0875,SC,8080 Santa Teresa Blvd #100,1.0
Whipper Snapper,SUPPLY ONLY,DK,,Bill Higgins,415-256-1818,,0.0925,0.0925,San Raf,1613 4th Street,1.0
Whisk & Skillet,SUPPLY ONLY,RF,,Norman ,415-380-1900,,0.0825,,MARIN,800 Redwood Highway Frontage Rd St 125,1.0
Wild Flower,SUPPLY ONLY,RF,TEC MA1650,James,415-996-4906,,0.085,,SF,411 Sansome Street,1.0
Wild Fox,SUPPLY ONLY,RF,,Dave,415-883-9125,707-396-7904,0.085,0.09,Novato,225 Alameda Del Prado,1.0
Wine & Waffles,SUPPLY ONLY,AH,,Ken Monize,510-523-2301,707-494-3609,0.0975,0.095,Alam,1505 Park Avenue,1.0
Wingstop - Pinole,SUPPLY ONLY,AH,,Bikram,510-758-9464,,0.0975,,Pinole,1581 Fitzgerald Drive,1.0
Wooden Nickel Bar & Grill,SUPPLY ONLY,AH,,Leanne,831-724-2600,,0.0925,,SC,1819 Freedom Blvd.,1.0
ZuZu Restaurant,SUPPLY ONLY,AH,,Michael,707-224-8555,707-592-1118,0.0775,0.08,NAPA,829 Main Street,1.0
Rabat Shoes,ECR,AH,Tec MA1350,Rachel,510-549-9195,,0.0925,0.095,ALA,1825 Fourth Street,2.0
Java Hut – Petaluma,NCC,Antonia,,Rick,707-763-5496,415-706-4393,760 Center Blvd,Fairfax,Ca,lc.javahut@gmail.com,2.0
Jensen's,NCC,,,Virginia,707-462-0757,707-391-3330,1550 Lovers Lane,Ukiah,Ca,georgia@zackscatering.com,2.0
Salt & Stone,NCC,DD,,David LaMonica,707-833-6326,707-357-1566,0.085,0.0825,SON,9900 Sonoma Highway (CA 12),2.0
La Playa,NCC,last order 2/10/2021,,Serina,650-738-2247,,5460 Cabrillo Hwy,Pacifica,Ca,,2.0
Marin Brewing Company,NCC,last order 8/24,,Jennifer Procopio,415-461-4677,415-720-6766,1809 Larkspur Landing,Larkspur,Ca,,2.0
Marin Resource Recovery,ECR,,,Marco,415-485-5647,,565 Jacoby Street,San Rafael,Ca,nelson.alcantara@marinsanitary.com,2.0
Lindberg Lumber,ECR,Last order 5/13/2021,,Bill,707-485-5343,,6101 North State Street,Ukiah,Ca,,2.0
La Rosa Market y Taqueria,NCC,,,Pedro/Rosa,707-887-8375,,"6555 Front Street, Hwy 116",Forestville,Ca,hernandez2588@gmail.com,2.0
R'Noh Thai,NCC,DD,TEC WINPOS,Joe,415-342-4840,,0.09,,Lark,1000 Magnolia Avenue,2.0
Royal Donut Shop,ECR,AH,Sama4s er-940,Sam,650-756-6982,,0.0975,0.09,SM,7438 Mission Street,2.0
Le Sandwich,NCC,DD,ACROBAT,Elias,415-269-2098,,0.085,,SF,752 Columbus Ave,2.0
Jenny's Giant Burger,ECR,AH,Sam4S ER940 flat,Denise,707-964-2235,,0.08875,0.0862,Ft.Bragg,940 North Main St,2.0
Joe's Ice Cream ,NCC,DD,,Alice,415-751-1950,,0.085,0.0875,SF,5420 Geary Blvd,2.0
Juban - Menlo Park,NCC,DD,,Janet,650-473-6458,650-430-5380,0.0875,0.09,SM,712 Santa Cruz Ave,2.0
J&V Catering,NCC,AS,,Jose Perez,415-821-7758,,0.085,0.0875,SF,2020 Jerrold Avenue,2.0
La Charrita Market,ECR,RF,,Gene,925-516-0230,209-675-8237 cell,0.0875,,CC,8560 Brentwood Blvd,2.0
La Esmeralda Meats,ECR,AH,Sharp ECR,Juan Ramos,510-685-4191,,0.0975,0.1,San Lean,1011 Williams Street,2.0
Il Borgo ,NCC,DD,Spt4500,Sergio Frigerio,415-255-9108,,0.085,0.0875,SF,500 Fell St,2.0
Lee's Deli - 2nd Street,ECR,RF,TEC Ma600,Andy Chiu,415-850-4285,,0.085,0.0875,SF,303 2nd Street,2.0
Rudy's Mexican Gourmet,ECR,AH,,Rudy,916-276-5057,,0.0725,0.075,PLACER,6011 Stanford Ranch Road #107,2.0
Salam Halal Market,NCC,AH,,Jamal,510-314-3861,,0.0925,,ALA,999 7th Street,2.0
San Rafael Public Library,ECR,AH,,Jinder Banwait,415-485-3319,,0.0925,0.0925,San Raf,1100 E Street,2.0
Knock Out,ECR,AH,,Irene,415-550-6994,510-331-5575,0.085,0.0875,SF,3223 Mission Street,2.0
Kumar Food Mart,ECR,AH,Sam4s SPT3000,Kumar,570-779-8917,,0.0875,,CC,521 Appian Way ,2.0
Kwikee Market,ECR,AH,Tec ma1595,Jay,707-258-8481,,0.0775,0.08,NAPA,2984 Jefferson Street,2.0
La Bonita Market & Convenience Store,ECR,AH,Sam4s 5240,Abdul,925-679-7820,,0.0875,,CC,3513 Main Street,2.0
Royal Exchange,ECR,RA,,Mike,415-956-1710,,0.085,0.0875,SF,301 Sacramento Street,2.0
Royal Ground Coffee - Albany,ECR,AH,SAM ER-940,Mike,415-412-8850,,0.0975,0.1,Albany,1127 Solano Avenue,2.0
Royal Ground Coffee - Berkeley,ECR,AH,TEC MA600R,Chung,510-849-9888,,0.0925,0.095,ALA,2409 Shattuck Avenue,2.0
La Victoria # 2,ECR,AH,MA1650,Narcisco,209-6882417,,0.0875,0.085,Sacmen,6830 Stockton Blvd Ste 195,2.0
Sam's Market,ECR,LG,Sam4s SPT-2000,Ibrahim,510-848-3448,,0.0925,,ALA,2312 Telegraph Avenue,2.0
San Anselmo Swirl,NCC,DD,Acrobat,Rick Flaster,415-457-7947,415-987-9680 cell,0.0875,0.09,S.Ansel,916 Sir Francis Drake Blvd,2.0
San Carlos Boutique,ECR,AH,SHARP XE-A407,Isabel,415-785-7886,415-410-1641,0.0925,,MARIN,116 Alto Street,2.0
San Jose Job Corp,NCC,DK,TEC 3700,Michael Lin,408-937-9258,,0.0925,,SC,3485 East Hills Drive,2.0
Jasmine Express,ECR,,,Gloria,510-357-7028,510-852-2519,14393 Washington Ave Suite G,San Leandro,Ca,gloriaw88@gmail.com,2.0
Java Hut - Fairfax,NCC,Valeria,,Rick,415-457-4581,415-706-4393,760 Center Blvd,Fairfax,Ca,lc.javahut@gmail.com,2.0
Happy Donut - Berkeley,ECR,,,Kham,510-524-9816,,1041 Gilman Street,Berkeley,Ca,,2.0
Road Runner Burrito,NCC,DD,,Karin Hobbel,415-461-6939,415-606-6580,0.0875,0.09,Lark,158  Bon Air Shop Center,2.0
Real Foods - Polk,ECR,AH,,Mike,415-673-7420,,0.085,0.0875,SF,2140 Polk Street,2.0
Red Rock Food Mart,ECR,AH,SAM4s ER520RT,Aman,775-972-8790,775-691-1644,0,,O/S,8790 Red Rock Road Unit 105,2.0
Café Bellini - Westfield SF Centre,NCC,,,Ramin,415-348-1075,,"865 Market Street, Space C46, Lower Level",San Francisco,Ca,94103,2.0
Café Du Soleil,NCC,,,Mustafa,415-934-8637,415-425-9461,200 Fillmore Street,San Francisco,Ca,94117,2.0
Bagel Street Café - Millbrae,ECR,TEC FS1450,,Sun Huynh,650-652-9700,,537 Broadway,Millbrae,Ca,94030,2.0
La Estrella Market,ECR,AH,,Mojaed Saleh,510-261-0446,,0.0925,0.095,ALA,3800 Foothill Blvd,2.0
La Flor de Jalisco,NCC,LG,,Joaquin,510-815-1245 cell,,0.0975,0.095,Rich,2031 Macdonald Ave,2.0
La Fusion,NCC,RF,,Javier Maderoz,415-781-0894,415-574-8028,0.085,0.0875,SF,475 Pine Street,2.0
La Mordida,ECR,AH,Casio 8500,Gabriel,925-944-9188,925-726-7210,0.0925,,CC,607 Gregory Ln Suite 140,2.0
La Morena Taqueria,ECR,AH,Tec Fs1450,Eloy,650-589-4447,,0.0925,0.0875,So.Sf,307 Baden Avenue,2.0
Rio Adobe,NCC,DD,TEC  3600,Jim Cargill,408-873-1600,408-497-6542,0.09,0.0875,Cuper,10525 S. De Anza Blvd #100,2.0
Quarter LB Big Burger,NCC,DD,,Sandra,925-228-3792,,0.0975,0.085,Martinez,3792 Pacheco Blvd,2.0
JM Liquor/ U-Save Liqour,ECR,,,Jesse/ Lucky,415-897-8151,,3801 Noriega St,San Francisco,Ca,,2.0
Inverness Park Market,NCC,,,Dan/Shannon,415-663-1497,,12301 Sir Francis Drake Blvd,Inverness ,Ca,eat@invernessparkmarket.com,2.0
Café 101/ Natural Sensations,NCC,,,Jack,415-338-3469,,1650 Holloway  # 134,San Francisco,Ca,94132,2.0
Café Bellini - Powell,NCC,TEC WINPOS,,Ramin,415-956-5101,415-271-3988,235 Powell Street,San Francisco,Ca,94102,2.0
Café Bellini - Prada,NCC,TEC 3700,,Ramin,415-956-5101,415-271-3988,235 Powell Street,San Francisco,Ca,94102,2.0
Café Bellini - UCSF,NCC,TEC 3700,,Man/Millie,415-348-1075,,500 Parnassus,San Francisco,Ca,94143,2.0
Raja Indian Cuisine - Hayward,NCC,DD,,Makhan Bains,510-264-9300,510-715-1619,0.0975,,ALA,1275 W Winton Avenue,2.0
Magnolia of Millbrae,NCC,called left message,,Lola Borrego,650-697-7700,,201 Chadbourne Avenue,Millbrae,Ca,lborrego@themagnolia.com,2.0
Café Mocha,ECR,,,Manager,925-683-6585,,"696 San Ramon Valley Blvd, Ste 317",Danville,Ca,94526,2.0
