name,phone,email,address,city,state,zip,type,source
La Parrilla Suiza,(520) 572-7200,,4250 W Ina Rd,Tucson,AZ,85741,restaurant,leads:yp_directory
La Pena Restaurant,(773) 545-7022,,4212 N Milwaukee Ave,Chicago,IL,60641,restaurant,leads:yp_directory
La Serre,+17349265944,,"213 Glen Ave Ann Arbor, MI 48104",Ann Arbor,MI,48104,restaurant,vendors:yelp_USA
La Tavola Restaurant Trattoria,(404) 873-5430,,992 Virginia Ave NE,Atlanta,GA,30306,restaurant,leads:yp_directory
La Tortilandia Oyster Bar & Seafood,(817) 920-0605,,1112 W Berry St,Fort Worth,TX,76110,restaurant,leads:yp_directory
LA TOSCANA,+15592488512,,"2257 W Shaw Ave, Fresno, CA 93711",Fresno,CA,93711,customer,vendors:msg657_Pendo_0423 (18).xlsx
La Unica,(719) 633-7499,,3317 W Colorado Ave,Colorado Springs,CO,80904,restaurant,leads:yp_directory
La Villa Restaurant,(661) 396-1967,,2540 Wible Rd,Bakersfield,CA,93304,restaurant,leads:yp_directory
Lager House,(313) 961-4668,,1254 Michigan Ave,Detroit,MI,48226,restaurant,leads:yp_directory
Landry's Seafood House,(915) 779-2900,,6801 Gateway Blvd W,El Paso,TX,79925,restaurant,leads:yp_directory
Las Cazuelas Restaurant,(323) 255-4719,,5707 N Figueroa St,Los Angeles,CA,90042,restaurant,leads:yp_directory
Las Palmas,+12146471232,,"2708 Routh St Dallas, TX 75201",Dallas,TX,75201,restaurant,vendors:yelp_USA
Latitude 41,(614) 233-7541,,50 N 3rd St,Columbus,OH,43215,restaurant,leads:yp_directory
Lazlo's Brewery & Grill,(402) 289-5840,,2425 S 192nd Ave,Omaha,NE,68130,restaurant,leads:yp_directory
Lazy Joe's Fish & Chips,(702) 489-6523,,7835 S Rainbow Blvd Suite #22,Las Vegas,NV,89139,restaurant,leads:yp_directory
LB Steak,(408) 413-3939,,334 Santana Row Ste 1000,San Jose,CA,95128,restaurant,leads:yp_directory
Le Bayou Restaurant & Oyster Bar,(504) 529-4256,,503 Bourbon St,New Orleans,LA,70130,restaurant,leads:yp_directory
LE CROISSANT,+15592220555,,"730 W Shaw Ave, Fresno, CA 93704",Fresno,CA,93704,customer,vendors:msg657_Pendo_1123 (12).xlsx
Le Rendez-Vous,(520) 323-7373,,3844 E Fort Lowell Rd,Tucson,AZ,85716,restaurant,leads:yp_directory
LE SANDWICH,+18054590190,,"14 Miles N/ E Bass Lake, Bass Lake, CA 93604",Bass Lake,CA,93604,customer,vendors:msg657_Pendo_0423 (18).xlsx
Lee's Asian Restaurant,(206) 932-8209,,4510 California Ave SW,Seattle,WA,98116,restaurant,leads:yp_directory
Lee's Chinese Restaurant,(316) 942-8822,,6215 W Kellogg Dr,Wichita,KS,67209,restaurant,leads:yp_directory
LEFT BANK BRASSERIE,+17609344200,,"3029 Chateau Rd, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,customer,vendors:msg657_Pendo_0423 (18).xlsx
Legacy Pointe Eatery,+12176701217,,"1130 Legacy Pointe Dr Springfield, IL 62711",Springfield,IL,62711,restaurant,vendors:yelp_USA
Lemon Grass Asian Bistro,(405) 378-7887,,809 SW 119th St,Oklahoma City,OK,73170,restaurant,leads:yp_directory
Lemon Grass Fusion Bistro,(614) 224-7714,,641 N High St Ste 103,Columbus,OH,43215,restaurant,leads:yp_directory
Leo's Coney Island,(313) 471-2888,,2100 Woodward Ave,Detroit,MI,48201,restaurant,leads:yp_directory
Leona's Restaurant,(312) 850-2222,,1419 W Taylor St,Chicago,IL,60607,restaurant,leads:yp_directory
Lewis Barbecue,+14049399567,,"1544 Piedmont Ave NE Ste 406 Atlanta, GA 30324",Atlanta,GA,30324,restaurant,vendors:yelp_USA
Li S Cafe,(915) 875-0509,,632 Sunland Park Dr,El Paso,TX,79912,restaurant,leads:yp_directory
LIGHTHOUSE BAR & GRILL,+15598555213,,"28524 Tollhouse Rd, Tollhouse, CA 93667",Tollhouse,CA,93667,customer,vendors:msg657_Pendo_1023 (8).xlsx
Lighthouse Beach Bar & Grille,(757) 428-3981,,1201 Atlantic Ave,Virginia Beach,VA,23451,restaurant,leads:yp_directory
Lila's,+15856032700,,"101 S Union St Rochester, NY 14607",Rochester,NY,14607,restaurant,vendors:yelp_USA
Lili's Bistro,(817) 877-0700,,1310 W Magnolia Ave,Fort Worth,TX,76104,restaurant,leads:yp_directory
Lilith,+14127449290,,"238 Spahr St Pittsburgh, PA 15232",Pittsburgh,PA,15232,restaurant,vendors:yelp_USA
Lilly's,(502) 451-0447,,1147 Bardstown Rd,Louisville,KY,40204,restaurant,leads:yp_directory
Lindey's,(614) 228-4343,,169 E Beck St,Columbus,OH,43206,restaurant,leads:yp_directory
Lita's Cafe,(707) 575-1628,,1973 Mendocino Ave,Santa Rosa,CA,95401,cafe,leads:yelp_directory
Little Anita's,(505) 877-1771,,3314 Isleta Blvd SW,Albuquerque,NM,87105,restaurant,leads:yp_directory
Little Fish Melrose Hill,+13233766728,,"5035 Melrose Ave Los Angeles, CA 90038",Los Angeles,CA,90038,restaurant,vendors:yelp_USA
Little Mama's,+19802090323,,"4521 Sharon Rd Charlotte, NC 28211",Charlotte,NC,28211,restaurant,vendors:yelp_USA
Little Nonna's,+12155462100,,"1234 Locust St Philadelphia, PA 19107",Philadelphia,PA,19107,restaurant,vendors:yelp_USA
Little Rey,+17707960207,,"1878 Piedmont Ave NE Atlanta, GA 30324",Atlanta,GA,30324,restaurant,vendors:yelp_USA
Little Shack,(915) 603-6007,,2701 N Mesa St Ste 200,El Paso,TX,79902,restaurant,leads:yp_directory
Littlebird,+16164194168,,"95 Monroe Center St NW Grand Rapids, MI 49503",Grand Rapids,MI,49503,restaurant,vendors:yelp_USA
Liu’s Cafe,+12132648585,,"3915 1/2 W 6th St, Los Angeles, CA 90020",Los Angeles,CA,90020,restaurant,vendors:yelp_USA
LJ Shanghai,+12164006936,,"3142 Superior Ave Cleveland, OH 44114",Cleveland,OH,44114,restaurant,vendors:yelp_USA
Lloyd's Chicago,(312) 407-6900,,1 S Wacker Dr,Chicago,IL,60606,restaurant,leads:yp_directory
Lobster Place,(212) 255-5672,,75 9th Ave Chelsea Market,New York City,NY,10011,restaurant,leads:yp_directory
Logan's Roadhouse,(916) 419-8100,,3696 N Freeway Blvd,Sacramento,CA,95834,restaurant,leads:yp_directory
Lola,(713) 426-5652,,1102 Yale St,Houston,TX,77008,restaurant,leads:yp_directory
Long Nine Junction,+12172102400,,"5 West Old State Capitol Plz Springfield, IL 62701",Springfield,IL,62701,restaurant,vendors:yelp_USA
Lonnie's Best Taste of Chicago,(502) 895-2380,,121 Saint Matthews Ave,Louisville,KY,40207,restaurant,leads:yp_directory
Los Amigos,(405) 524-9915,,3929 N Pennsylvania Ave,Oklahoma City,OK,73112,restaurant,leads:yp_directory
LOS CAPORALES,+12099477491,,"1735 W State Hwy 140, Merced, CA 95341",Merced,CA,95341,customer,vendors:msg657_Pendo_0423 (18).xlsx
LOS CAPORALES TAQUERIA,+12099477491,,"1735 W State Hwy 140, Merced, CA 95341",Merced,CA,95341,customer,vendors:msg657_Pendo_1023 (8).xlsx
Los Colorines,(915) 544-5565,,201 E Main Dr,El Paso,TX,79901,restaurant,leads:yp_directory
Los Comales,(405) 272-4739,,1504 S Agnew Ave,Oklahoma City,OK,73108,restaurant,leads:yp_directory
Los Cuates,(505) 237-2800,,8700 Menaul Blvd NE,Albuquerque,NM,87112,restaurant,leads:yp_directory
Los Cuates New Mexican Food,(505) 888-0104,,3041 University Blvd SE,Albuquerque,NM,87106,restaurant,leads:yp_directory
Los Ranchos,(305) 238-6867,,8888 SW 136th St,Miami,FL,33176,restaurant,leads:yp_directory
Los Reyes Restaurant,(661) 324-5250,,813 Baker St,Bakersfield,CA,93305,restaurant,leads:yp_directory
Los Tres Vaqueros,(919) 846-6666,,7909 Falls Of Neuse Rd Ste 109,Raleigh,NC,27615,restaurant,leads:yp_directory
Los Vaqueros Restaurant,(817) 624-1511,,2629 N Main St,Fort Worth,TX,76164,restaurant,leads:yp_directory
Losanti,+15132464213,,"1401 Race St Cincinnati, OH 45202",Cincinnati,OH,45202,restaurant,vendors:yelp_USA
LOST MARBLES BREWPUB,+17602665023,,"568 Old Mammoth Rd, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,customer,vendors:msg657_Pendo_0423 (18).xlsx
Lou Lou Mediterranean,+17168312939,,"2939 Main St Buffalo, NY 14214",Buffalo,NY,14214,restaurant,vendors:yelp_USA
Loudmouth,+15127669072,,"1209 Rosewood Ave Austin, TX 78702",Austin,TX,78702,restaurant,vendors:yelp_USA
Louie M's Burger Lust,(402) 449-9112,,1718 Vinton St,Omaha,NE,68108,restaurant,leads:yp_directory
Luby's,(817) 557-6100,,5471 S Cooper St,Arlington,TX,76017,restaurant,leads:yp_directory
Lucca Restaurant & Bar,(916) 669-5300,,1615 J St,Sacramento,CA,95814,restaurant,leads:yp_directory
Lucy's Retired Surfers Bar & Restaurant,(504) 523-8995,,701 Tchoupitoulas St,New Orleans,LA,70130,restaurant,leads:yp_directory
Luigi's at the Beach,(858) 488-2818,,3210 Mission Blvd,San Diego,CA,92109,restaurant,leads:yp_directory
Luigi's D'Italia,(714) 490-0990,,801 S State College Blvd,Anaheim,CA,92806,restaurant,leads:yp_directory
Luigi's Restaurant,(719) 632-7339,,947 S Tejon St,Colorado Springs,CO,80903,restaurant,leads:yp_directory
Luigis,(661) 322-0926,,725 E 19th St,Bakersfield,CA,93305,restaurant,leads:yp_directory
Luke,(210) 227-5853,,125 E Houston St,San Antonio,TX,78205,restaurant,leads:yp_directory
Luminary Kitchen & Provisions,+12176791819,,"3121 Hedley Rd Springfield, IL 62704",Springfield,IL,62704,restaurant,vendors:yelp_USA
Lupa,(415) 282-5872,,4109 24th St,San Francisco,CA,94114,restaurant,leads:yp_directory
Lupe's Tex Mex,(817) 460-6661,,770 Road To Six Flags St E,Arlington,TX,76011,restaurant,leads:yp_directory
LV Korean BBQ & Hot Pot,+16102142988,,"3100 w Tilghman St Ste 1 Allentown, PA 18104",Allentown,PA,18104,restaurant,vendors:yelp_USA
Lynnhaven Fish House,(757) 481-0003,,2350 Starfish Rd,Virginia Beach,VA,23451,restaurant,leads:yp_directory
MA - Teriyaki Madness Burlington,781-365-1687,,"68 Burlington Mall Road, Burlington, MA 01803, USA",Burlington,Massachusetts,01803,,leads:Teriyaki Madness Official
Ma's Islamic Restaurant,(714) 446-9553,,601 E Orangethorpe Ave,Anaheim,CA,92801,restaurant,leads:yp_directory
Macayo’s Mexican Restaurants,(520) 742-2141,,7360 N Oracle Rd,Tucson,AZ,85704,restaurant,leads:yp_directory
Machete,+13362658859,,"600 C Battleground Ave Greensboro, NC 27401",Greensboro,NC,27401,restaurant,vendors:yelp_USA
Mad Nice,+13135588000,,"4120 2nd Ave Detroit, MI 48201",Detroit,MI,48201,restaurant,vendors:yelp_USA
Madira Bar & Grill,(215) 551-0107,,1252 S 21st St,Philadelphia,PA,19146,restaurant,leads:yp_directory
Maggiano's,(615) 514-0270,,3106 W End Ave,Nashville,TN,37203,restaurant,leads:yp_directory
Maggiano's - San Antonio,(210) 451-6000,,17603 W Interstate 10,San Antonio,TX,78257,restaurant,leads:yp_directory
Maggiano's Little Italy,(704) 916-2300,,4400 Sharon Rd,Charlotte,NC,28211,restaurant,leads:yp_directory
Maggiano's Little Italy,(702) 732-2550,,3200 Las Vegas Blvd S Ste 2144,Las Vegas,NV,89109,restaurant,leads:yp_directory
Maggiano's Little Italy,(414) 978-1000,,2500 N Mayfair Rd,Milwaukee,WI,53226,restaurant,leads:yp_directory
Magnolia Cafe,(512) 478-8645,,2304 Lake Austin Blvd,Austin,TX,78703,restaurant,leads:yp_directory
Magnolia Grill,(504) 566-6003,,1122 Decatur St,New Orleans,LA,70116,restaurant,leads:yp_directory
MAGNOLIA PARK KITCHEN,+12097289944,,"402 Main St, Ste L, Murphys, CA 95247",Murphys,CA,95247,customer,vendors:msg657_Pendo_1023 (8).xlsx
Magoo's California Pizza,(317) 293-4411,,4919 W 38th St,Indianapolis,IN,46254,restaurant,leads:yp_directory
Mahi's Seafood and Sushi,(757) 437-8030,,615 Atlantic Ave,Virginia Beach,VA,23451,restaurant,leads:yp_directory
Malabar Restaurant,(916) 574-9074,,2960 Del Paso Rd,Sacramento,CA,95834,restaurant,leads:yp_directory
Maldaner's Restaurant,+12175224313,,"222 S 6th St Springfield, IL 62701",Springfield,IL,62701,restaurant,vendors:yelp_USA
Malibu Farm,+16196952300,,"831 W Harbor Dr San Diego, CA 92101",San Diego,CA,92101,restaurant,vendors:yelp_USA
Malooga,+14842979499,,"203 Haverford Ave Narberth, PA 19072",Narberth,PA,19072,restaurant,vendors:yelp_USA
Mama Cella's,(858) 613-7770,,16707 Bernardo Center Dr,San Diego,CA,92128,restaurant,leads:yp_directory
Mama Fu's Asian House,(512) 637-6771,,11301 Lakeline Blvd Ste 300,Austin,TX,78717,restaurant,leads:yp_directory
Mama Mia Pizzeria,(559) 439-5303,,734 W Bullard Ave,Fresno,CA,93704,restaurant,leads:yp_directory
Mama's Pizza,(402) 933-5090,,15615 Pacific St,Omaha,NE,68118,restaurant,leads:yp_directory
Mamas Restaurant,(313) 527-2660,,14620 E 8 Mile Rd,Detroit,MI,48205,restaurant,leads:yp_directory
Mamma G's,+15853580488,,"2133 E Henrietta Rd Rochester, NY 14623",Rochester,NY,14623,restaurant,vendors:yelp_USA
Mamma MIA Italian Grill & Pizza,(817) 878-2400,,1010 W Magnolia Ave,Fort Worth,TX,76104,restaurant,leads:yp_directory
Mamma MIA Restaurante,(858) 272-2324,,1932 Balboa Ave,San Diego,CA,92109,restaurant,leads:yp_directory
Manchesters Grill-Raleigh,(919) 676-3310,,"9101 Leesville Rd, Ste 153",Raleigh,NC,27613,restaurant,leads:yp_directory
Mandalay Restaurant,(415) 386-3895,,4348 California St,San Francisco,CA,94118,restaurant,leads:yp_directory
Mandina's Restaurant,(504) 482-9179,,3800 Canal St,New Orleans,LA,70119,restaurant,leads:yp_directory
Mangos Mexican Cafe,(480) 464-5700,,44 W Main St,Mesa,AZ,85201,restaurant,leads:yp_directory
Mani Osteria & Bar,+17347696700,,"341 E Liberty St Ann Arbor, MI 48104",Ann Arbor,MI,48104,restaurant,vendors:yelp_USA
Mann's Grille,(317) 241-5801,,1214 S Tibbs Ave,Indianapolis,IN,46241,restaurant,leads:yp_directory
Marbled & Fin,+19125565200,,"520 E Oglethorpe Ave Savannah, GA 31401",Savannah,GA,31401,restaurant,vendors:yelp_USA
Marcella's,(614) 223-2100,,615 N High St,Columbus,OH,43215,restaurant,leads:yp_directory
Margarita At Pine Creek,(719) 598-8667,,7350 Pine Creek Rd,Colorado Springs,CO,80919,restaurant,leads:yp_directory
Margaux's Restaurant,(919) 846-9846,,8111 Creedmoor Rd,Raleigh,NC,27613,restaurant,leads:yp_directory
Margie's Original Italian Kitchen,(817) 244-4301,,9805 Camp Bowie West Blvd,Fort Worth,TX,76116,restaurant,leads:yp_directory
Marie Callender's,(661) 872-1051,,2631 Oswell St,Bakersfield,CA,93306,restaurant,leads:yp_directory
Marie Callender's,(702) 655-8200,,3081 N Rainbow Blvd,Las Vegas,NV,89108,restaurant,leads:yp_directory
Marie Callender's,(210) 680-4257,,4788 NW Loop 410,San Antonio,TX,78229,restaurant,leads:yp_directory
Marie Callender's Restaurant & Bakery,(858) 675-9428,,11122 Rancho Carmel Dr,San Diego,CA,92128,restaurant,leads:yp_directory
MARIN BREWING,+15596922739,,"40233 Enterprise Dr, Oakhurst, CA 93644",Oakhurst,CA,93644,customer,vendors:msg661_Pendo_0920.xlsx
Marleys Pizzaria,(918) 551-7744,,6104 E 71st St,Tulsa,OK,74136,restaurant,leads:yp_directory
Marri's Pizza & Pasta,(714) 533-1631,,1194 W Katella Ave,Anaheim,CA,92802,restaurant,leads:yp_directory
Mary's & Tito's Cafe,(505) 344-6266,,2711 4th St NW,Albuquerque,NM,87107,restaurant,leads:yp_directory
Mary's Restaurant,(757) 428-1355,,616 Virginia Beach Blvd Ste 100,Virginia Beach,VA,23451,restaurant,leads:yp_directory
Matiki Island Barbeque,(714) 821-5228,,3070 W Lincoln Ave Ste Q,Anaheim,CA,92801,restaurant,leads:yp_directory
Mauricio's Grill & Cantina,(661) 589-5292,,10700 Rosedale Hwy,Bakersfield,CA,93312,restaurant,leads:yp_directory
Max & Erma's,(614) 840-9466,,1515 Polaris Pkwy,Columbus,OH,43240,restaurant,leads:yp_directory
Max & Erma's,(757) 425-1198,,1900 Pavilion Dr,Virginia Beach,VA,23451,restaurant,leads:yp_directory
Max and Butters,+16105968742,,"612 Hamilton St Ste 100 Allentown, PA 18101",Allentown,PA,18101,restaurant,vendors:yelp_USA
Maxie's,(414) 292-3969,,6732 W Fairview Ave,Milwaukee,WI,53213,restaurant,leads:yp_directory
Maximo,+17138787774,,"6119 Edloe St West University Place, TX 77005",West University Place,TX,77005,restaurant,vendors:yelp_USA
MAYFLOWER INN,+12096148180,,"120 Lander Ave, Turlock, CA 95382",Turlock,CA,95382,customer,vendors:msg657_Pendo_0423 (18).xlsx
McCormick & Schmick's,(704) 442-5522,,4335 Barclay Downs Dr,Charlotte,NC,28209,restaurant,leads:yp_directory
McCormick & Schmick's,(303) 825-1107,,1659 Wazee St,Denver,CO,80202,restaurant,leads:yp_directory
McCormick & Schmick's,(916) 442-8200,,1111 J St,Sacramento,CA,95814,restaurant,leads:yp_directory
McCormick & Schmick's Grille,(714) 535-9000,,321 W Katella Ave,Anaheim,CA,92802,restaurant,leads:yp_directory
McCormick & Schmick's Seafood Restaurant,(614) 476-3663,,3965 New Bond St,Columbus,OH,43219,restaurant,leads:yp_directory
McCormick & Schmick's Seafood Restaurant,(757) 687-8686,,211 Market St,Virginia Beach,VA,23462,restaurant,leads:yp_directory
McDonald's,(317) 784-4492,,2830 Madison Ave,Indianapolis,IN,46225,restaurant,leads:yp_directory
Mcgillacuddy's Sports Bar & Grill,(503) 257-2337,,11133 NE Halsey St,Portland,OR,97220,restaurant,leads:yp_directory
McKenna's On The Bay,(562) 342-9411,,190 N Marina Dr,Long Beach,CA,90803,restaurant,leads:yp_directory
Mel's Diner,(916) 928-1420,,2057 Arena Blvd. Ste. 100,Sacramento,CA,95834,restaurant,leads:yp_directory
Mel's Fish & Chips,(707) 578-1954,,1016 Hopper Ave,Santa Rosa,CA,95403,restaurant,leads:yelp_directory
Mercado and Mesquite,(505) 344-3235,,4401 4th St NW,Albuquerque,NM,87107,restaurant,leads:yp_directory
Meridian Pizza,(405) 688-0800,,2924 S Meridian Ave,Oklahoma City,OK,73108,restaurant,leads:yp_directory
Meriwether's Restaurant,(503) 228-1250,,2601 NW Vaughn St,Portland,OR,97210,restaurant,leads:yp_directory
Mesa Street Bar & Grill,(915) 532-1881,,3800 N Mesa St,El Paso,TX,79902,restaurant,leads:yp_directory
MEXICO - Teriyaki Madness SLP Plaza Lomas,4445359841,,"Pl. Lomas, Lomas del Tecnologico, San Luis, S.L.P., Mexico",San Luis Potosí,San Luis Potosí,,Fast Casual Restaurant,leads:Teriyaki Madness Official
MEXICO - Teriyaki Madness SLP Valle Dorado,4446813684,,"Blvd. Benito Juárez 1282-A, Fracc. Valle Dorado, San Luis Potosí, San Luis Potosí, 78399, MX",San Luis Potosí,San Luis Potosí,78399,Fast Casual Restaurant,leads:Teriyaki Madness Official
Meyer's Restaurant & Bar,(414) 321-4400,,4260 S 76th St,Milwaukee,WI,53220,restaurant,leads:yp_directory
Mezcali Mexican Restaurant,+13363559292,,"2270 Golden Gate Dr Greensboro, NC 27405",Greensboro,NC,27405,restaurant,vendors:yelp_USA
MI - Teriyaki Madness Flint,(810) 339-6476,,"3283 Miller Rd, Flint, MI 48503, USA",Flint,Michigan,48503,,leads:Teriyaki Madness Official
MI - Teriyaki Madness Holland,(616) 796-8077,,"3155 W Shr Dr ste 30, Holland, MI 49424, USA",Holland,Michigan,49424,,leads:Teriyaki Madness Official
MI - Teriyaki Madness Lapeer,810-969-4260,,"509 S Main St, Lapeer, MI 48446, USA",Lapeer,Michigan,48446,,leads:Teriyaki Madness Official
MI - Teriyaki Madness Macomb,586-566-6288,,"15619 Hall Road Macomb, MI, 48044",,MI,,,leads:Teriyaki Madness Official
MI - Teriyaki Madness Wixom,734-892-6850,,"28880 Wixom Rd Wixom, MI, 48393",,MI,,,leads:Teriyaki Madness Official
MI RANCHO MARKET,+15594794999,,"130 E 4th St, Madera, CA 93638",Madera,CA,93638,customer,vendors:msg657_Pendo_1023 (8).xlsx
MI RANCHO MKT,+15594763070,,"3850 N Cedar Ave, Fresno, CA 93726",Fresno,CA,93726,customer,vendors:msg661_Pendo_0920.xlsx
Mia Bella Restaurant,+12167952355,,"12200 Mayfield Rd Cleveland, OH 44106",Cleveland,OH,44106,restaurant,vendors:yelp_USA
Mia Bella Trattoria,(281) 251-8930,,110 Vintage Park Blvd,Houston,TX,77070,restaurant,leads:yp_directory
Mia's Italian Kitchen,+14076017130,,"8717 International Dr Orlando, FL 32819",Orlando,FL,32819,restaurant,vendors:yelp_USA
Michael Jordan's Steak House,(312) 321-8823,,505 N Michigan Ave,Chicago,IL,60611,restaurant,leads:yp_directory
Michigan & Trumbull,+13136374992,,"1331 Holden St Ste 100 Detroit, MI 48202",Detroit,MI,48202,restaurant,vendors:yelp_USA
Midtown Shangri-La,(313) 974-7669,,4710 Cass Ave,Detroit,MI,48201,restaurant,leads:yp_directory
Midwood Smokehouse,+19192672666,,"409 W Johnson St Raleigh, NC 27603",Raleigh,NC,27603,restaurant,vendors:yelp_USA
Mike Anderson's BBQ House,(214) 630-0735,,5410 Harry Hines Blvd,Dallas,TX,75235,restaurant,leads:yp_directory
Milano On Wurzbach,(210) 493-3611,,11802 Wurzbach Rd,San Antonio,TX,78230,restaurant,leads:yp_directory
Milano's Italian Restaurant,(614) 861-1277,,6916 E Broad St,Columbus,OH,43213,restaurant,leads:yp_directory
Millie's Restaurant & Bakery,(714) 535-6892,,1480 S Harbor Blvd,Anaheim,CA,92802,restaurant,leads:yp_directory
Mimmas Cafe,(414) 271-7337,,1307 E Brady St,Milwaukee,WI,53202,restaurant,leads:yp_directory
Mimmo's Italian Village,(619) 239-3710,,1743 India St,San Diego,CA,92101,restaurant,leads:yp_directory
Ming Jiang,(317) 328-0818,,3806 N High School Rd,Indianapolis,IN,46254,restaurant,leads:yp_directory
Mings Dynasty,(303) 757-4923,,4251 E Mississippi Ave,Denver,CO,80246,restaurant,leads:yp_directory
Miss Saigon Bistro Miami,(305) 661-2911,,9503 S Dixie Hwy,Miami,FL,33156,restaurant,leads:yp_directory
Mission BBQ,+19195789742,,"7520 Creedmoor Rd Raleigh, NC 27613",Raleigh,NC,27613,restaurant,vendors:yelp_USA
Mitchell's Steakhouse,(614) 621-2333,,45 N 3rd St,Columbus,OH,43215,restaurant,leads:yp_directory
MN - Teriyaki Madness Oakdale,651-340-9285,,"8366 Third Street North Oakdale, MN, 55218",,MN,,,leads:Teriyaki Madness Official
MO - Teriyaki Madness Liberty,8164766528,,"10408 NE Cookingham Dr, Kansas City, MO 64157, USA",Kansas City,Missouri,64157,,leads:Teriyaki Madness Official
Mo Joes BBQ,(267) 639-2107,,2020 Penrose Ave,Philadelphia,PA,19145,restaurant,leads:yp_directory
Mo's Irish Pub,(414) 774-9782,,10842 W Bluemound Rd,Milwaukee,WI,53226,restaurant,leads:yp_directory
Molina's Cantina,(713) 862-0013,,4720 Washington Ave,Houston,TX,77007,restaurant,leads:yp_directory
Molly Malone's Irish Pub,(502) 473-1222,,933 Baxter Ave,Louisville,KY,40204,restaurant,leads:yp_directory
Molyvos,(212) 582-7500,,402 W 43rd St Between 9th And 10th,New York City,NY,10036,restaurant,leads:yp_directory
Mona Lisa Italian Restaurant,(619) 234-4893,,2061 India St,San Diego,CA,92101,restaurant,leads:yp_directory
Monica's El Portal Restaurant,(505) 247-9625,,321 Rio Grande Blvd NW,Albuquerque,NM,87104,restaurant,leads:yp_directory
Montana Two,(702) 407-0362,,9135 S Durango Dr,Las Vegas,NV,89113,restaurant,leads:yp_directory
Monte Carlo Steakhouse & Liquor,(505) 836-9886,,3916 Central Ave SW,Albuquerque,NM,87105,restaurant,leads:yp_directory
Moon Thai Restaurant,(405) 601-0546,,2218 NW 23rd St,Oklahoma City,OK,73107,restaurant,leads:yp_directory
Moonshine Grill,+15122369599,,"303 Red River St Austin, TX 78701",Austin,TX,78701,restaurant,vendors:yelp_USA
Moonshine Patio Bar & Grill,(512) 236-9599,,303 Red River St,Austin,TX,78701,restaurant,leads:yp_directory
Mordisco Steakhouse,+14072860031,,"11030 International Dr Orlando, FL 32821",Orlando,FL,32821,restaurant,vendors:yelp_USA
Moretti's Ristorante and Pizzeria,(773) 631-1223,,6727 N Olmsted Ave,Chicago,IL,60631,restaurant,leads:yp_directory
Morton's The Steakhouse,(312) 266-4820,,1050 N State St,Chicago,IL,60610,restaurant,leads:yp_directory
Morton's The Steakhouse,(702) 893-0703,,400 E Flamingo Rd,Las Vegas,NV,89169,restaurant,leads:yp_directory
Morton's The Steakhouse,(615) 259-4558,,618 Church St,Nashville,TN,37219,restaurant,leads:yp_directory
Mosa Asian Bistro,(281) 469-7888,,9211 West Rd,Houston,TX,77064,restaurant,leads:yp_directory
Mother's Comfort Food & Cocktails,+19802027434,,"4271 Park Rd Ste B Charlotte, NC 28209",Charlotte,NC,28209,restaurant,vendors:yelp_USA
Motor City Grill,(313) 993-7040,,3641 Grand River Ave,Detroit,MI,48208,restaurant,leads:yp_directory
MOUNTAIN MIKE'S,+15592987000,,"1610 Herndon Ave, Clovis, CA 93611",Clovis,CA,93611,customer,vendors:msg661_Pendo_0920.xlsx
Mountain Shadows Restaurant,(719) 633-2122,,2223 W Colorado Ave,Colorado Springs,CO,80904,restaurant,leads:yp_directory
Moxie,(916) 443-7585,,2028 H St,Sacramento,CA,95811,restaurant,leads:yp_directory
Mr An's Teppan Steak & Seafood Sushi Bar,(520) 797-0888,,6091 N Oracle Rd,Tucson,AZ,85704,restaurant,leads:yp_directory
Mr B's Burger Pub,(817) 860-6727,,2578 W Pioneer Pkwy,Arlington,TX,76013,restaurant,leads:yp_directory
Mr Tacos,(918) 582-6373,,130 N Lewis Ave,Tulsa,OK,74110,restaurant,leads:yp_directory
Mr Wok Chinese Restaurant,(817) 563-7737,,6320 Us 287 Hwy Ste 118,Arlington,TX,76001,restaurant,leads:yp_directory
MT - Teriyaki Madness Billings,(406) 409-3388,,"1008 Shiloh Crossing Blvd, Billings, MT 59102, USA",Billings,Montana,59102,,leads:Teriyaki Madness Official
MT - Teriyaki Madness Great Falls,406-315-3388,,"1710 10th Avenue South Great Falls, MT, 59405",,MT,,,leads:Teriyaki Madness Official
Mukaase Restaurant,(615) 823-5854,,3943 Nolensville Pike,Nashville,TN,37211,restaurant,leads:yp_directory
Murphy's Steakhouse,(317) 545-3707,,5198 Allisonville Rd,Indianapolis,IN,46205,restaurant,leads:yp_directory
Mustang House,+19197588759,,"411 Fayetteville St Ste 109 Raleigh, NC 27601",Raleigh,NC,27601,restaurant,vendors:yelp_USA
My Tap Room,(904) 677-0369,,9550 Baymeadows Rd,Jacksonville,FL,32256,restaurant,leads:yp_directory
Mykonos Family Restaurant,(414) 438-1939,,8501 W Capitol Dr,Milwaukee,WI,53222,restaurant,leads:yp_directory
Mynt,(408) 973-9673,,5210 Prospect Rd,San Jose,CA,95129,restaurant,leads:yp_directory
N.C.C.,+15592666508,,"1107 N Blackstone Ave, Fresno, CA 93701",Fresno,CA,93701,customer,vendors:msg657_Pendo_0423 (18).xlsx
