Business Name,City,County,State,Phone,Address,Type,Source,Priority
CORNERSTONE CAFE & BAR,WEST SACRAMENTO,Yolo,CA,,1617 SACRAMENTO AVE,Bar,ABC License Data,HIGH
COUNTRY WEST LIQUOR,WEST SACRAMENTO,Yolo,CA,,3071 W CAPITOL AVE,Food Service,ABC License Data,HIGH
CURLEW WINES INC,WEST SACRAMENTO,Yolo,CA,,3974 PROSSER ST,Food Service,ABC License Data,HIGH
DIAMOND GAS AND MARKET,WEST SACRAMENTO,Yolo,CA,,1401 W CAPITOL AVE,Food Service,ABC License Data,HIGH
DOLLAR TREE STORE 1215,WEST SACRAMENTO,Yolo,CA,,3015 W CAPITOL AVE,Food Service,ABC License Data,HIGH
EASTSIDE CHEF RESTAURANT,WEST SACRAMENTO,Yolo,CA,,2105 JEFFERSON BLVD,Restaurant,ABC License Data,HIGH
EMILE'S CAFE,WEST SACRAMENTO,Yolo,CA,,1300 LAKE WASHINGTON BLVD,Restaurant,ABC License Data,HIGH
HAARMEYER WINE CELLARS,WEST SACRAMENTO,Yolo,CA,,610 HARBOR BLVD,Food Service,ABC License Data,HIGH
HINGS CHINESE CUISINE,WEST SACRAMENTO,Yolo,CA,,2933 W CAPITOL AVE,Food Service,ABC License Data,HIGH
KICK'N MULE RESTAURANT,WEST SACRAMENTO,Yolo,CA,,2901 W CAPITOL AVE,Restaurant,ABC License Data,HIGH
LA ESTRELLITA MEAT MARKET,WEST SACRAMENTO,Yolo,CA,,1520 SACRAMENTO AVE,Food Service,ABC License Data,HIGH
LENISES CAFE LLC,WEST SACRAMENTO,Yolo,CA,,3150 JEFFERSON BLVD,Restaurant,ABC License Data,HIGH
LIGHT HOUSE MARKET DELI,WEST SACRAMENTO,Yolo,CA,,500 C ST,Food Service,ABC License Data,HIGH
LIGHTHOUSE BAR & GRILL,WEST SACRAMENTO,Yolo,CA,,2125 W CAPITOL AVE,Bar,ABC License Data,HIGH
LOW COST LIQUORS,WEST SACRAMENTO,Yolo,CA,,960 SACRAMENTO AVE,Food Service,ABC License Data,HIGH
MANAAO THAI CUISINE,WEST SACRAMENTO,Yolo,CA,,715 HARBOR POINTE PL,Asian Restaurant,ABC License Data,HIGH
MANCHURIAN INDIAN AND NEPALESE CUISINE,WEST SACRAMENTO,Yolo,CA,,767 IKEA CT,Food Service,ABC License Data,HIGH
MARCOS PIZZA,WEST SACRAMENTO,Yolo,CA,,2230 LAKE WASHINGTON BLVD,Food Service,ABC License Data,HIGH
MAVERIK STORES INC,WEST SACRAMENTO,Yolo,CA,,3975 LAKE RD,Food Service,ABC License Data,HIGH
MECCA CLUB,WEST SACRAMENTO,Yolo,CA,,701 SUNSET AVE,Food Service,ABC License Data,HIGH
MOD PIZZA,WEST SACRAMENTO,Yolo,CA,,771 IKEA CT,Food Service,ABC License Data,HIGH
MOUNTAIN MIKES PIZZA,WEST SACRAMENTO,Yolo,CA,,2919 W CAPITOL AVE,Food Service,ABC License Data,HIGH
MOUNTAIN WEST WINES,WEST SACRAMENTO,Yolo,CA,,1675 OVERLAND CT,Food Service,ABC License Data,HIGH
NICKYS MARKET,WEST SACRAMENTO,Yolo,CA,,3225 W CAPITOL AVE,Food Service,ABC License Data,HIGH
NUGGET MARKET,WEST SACRAMENTO,Yolo,CA,,2000 TOWN CENTER PLZ,Food Service,ABC License Data,HIGH
OSCAR'S VERY MEXICAN FOOD,WEST SACRAMENTO,Yolo,CA,,1350 HARBOR BLVD,Mexican Restaurant,ABC License Data,HIGH
POOJA INDIAN GRILL,WEST SACRAMENTO,Yolo,CA,,1223-25 & 1229-31 MERKLEY AVE,Food Service,ABC License Data,HIGH
POPLAR FOOD & LIQUOR,WEST SACRAMENTO,Yolo,CA,,731 POPLAR AVE,Food Service,ABC License Data,HIGH
RAKU SUSHI,WEST SACRAMENTO,Yolo,CA,,805 HARBOR BLVD,Food Service,ABC License Data,HIGH
REPUBLIC NATIONAL DISTRIBUTING COMPANY OF CALIFORN,WEST SACRAMENTO,Yolo,CA,,3620 INDUSTRIAL BLVD,Food Service,ABC License Data,HIGH
ROCO WINE & SPIRITS,WEST SACRAMENTO,Yolo,CA,,2220 LAKE WASHINGTON BLVD,Food Service,ABC License Data,HIGH
ROUND TABLE PIZZA,WEST SACRAMENTO,Yolo,CA,,2105 TOWN CENTER PLZ,Food Service,ABC License Data,HIGH
ROUND TABLE PIZZA WEST SACRAMENTO,WEST SACRAMENTO,Yolo,CA,,2105 TOWN CENTER PLZ,Food Service,ABC License Data,HIGH
SACRAMENTO YACHT CLUB,WEST SACRAMENTO,Yolo,CA,,3365 CHICORY LP,Food Service,ABC License Data,HIGH
SAHEJ INDIA GRILL,WEST SACRAMENTO,Yolo,CA,,3025 W CAPITOL AVE,Food Service,ABC License Data,HIGH
SAL'S TACOS,WEST SACRAMENTO,Yolo,CA,,400 C ST,Mexican Restaurant,ABC License Data,HIGH
SOUTH PORT LIQUOR MART,WEST SACRAMENTO,Yolo,CA,,3360 JEFFERSON BLVD,Food Service,ABC License Data,HIGH
STATE FOOD SUPERMARKET,WEST SACRAMENTO,Yolo,CA,,940 SACRAMENTO AVE,Food Service,ABC License Data,HIGH
STREETS OF LONDON PUB,WEST SACRAMENTO,Yolo,CA,,2200 LAKE WASHINGTON BLVD,Food Service,ABC License Data,HIGH
TACO TUESDAYS,WEST SACRAMENTO,Yolo,CA,,715 HARBOR POINTE PL,Mexican Restaurant,ABC License Data,HIGH
TREEHOUSE CAFE,WEST SACRAMENTO,Yolo,CA,,630 3RD ST,Restaurant,ABC License Data,HIGH
TSUKI SUSHI,WEST SACRAMENTO,Yolo,CA,,2210 LAKE WASHINGTON BLVD,Food Service,ABC License Data,HIGH
VIENTIANE RESTAURANT,WEST SACRAMENTO,Yolo,CA,,1001 JEFFERSON BLVD,Restaurant,ABC License Data,HIGH
WEST SAC SPORTS BAR & GRILL,WEST SACRAMENTO,Yolo,CA,,3340 JEFFERSON BLVD,Bar,ABC License Data,HIGH
YOUNGS MARKET COMPANY LLC,WEST SACRAMENTO,Yolo,CA,,3620 INDUSTRIAL BLVD,Food Service,ABC License Data,HIGH
BURGER BROS,WINTERS,Yolo,CA,,43 MAIN ST,Food Service,ABC License Data,HIGH
FJORD OAK WINERY,WINTERS,Yolo,CA,,4405 PUTAH CREEK RD,Food Service,ABC License Data,HIGH
LA MEXICANA,WINTERS,Yolo,CA,,106 MAIN ST,Mexican Restaurant,ABC License Data,HIGH
OPHIOLITE CELLARS/ OPHIOLITE WINE CELLARS,WINTERS,Yolo,CA,,29065 COUNTY ROAD 87,Food Service,ABC License Data,HIGH
PEEKABOO HILLS WINERY,WINTERS,Yolo,CA,,304 RAILROAD AVE,Food Service,ABC License Data,HIGH
PIZZA FACTORY,WINTERS,Yolo,CA,,108 MAIN ST,Food Service,ABC License Data,HIGH
PUTAH CREEK CAFE,WINTERS,Yolo,CA,,1 MAIN ST,Restaurant,ABC License Data,HIGH
ROUND TABLE PIZZA WINTERS,WINTERS,Yolo,CA,,196 E GRANT AVE,Food Service,ABC License Data,HIGH
TIENDA LIQUOR,WINTERS,Yolo,CA,,44 MAIN ST,Food Service,ABC License Data,HIGH
TOWN & COUNTRY MARKET,WINTERS,Yolo,CA,,121 E GRANT AVE,Food Service,ABC License Data,HIGH
WINTERS WINE & LIQUOR,WINTERS,Yolo,CA,,192 E GRANT AVE,Food Service,ABC License Data,HIGH
WINTERS WINE CO,WINTERS,Yolo,CA,,22 MAIN ST,Food Service,ABC License Data,HIGH
ALGER VINEYARDS & WINERY,WOODLAND,Yolo,CA,,2070 E MAIN ST,Food Service,ABC License Data,HIGH
APPLEBEES NEIGHBORHOOD GRILL & BAR,WOODLAND,Yolo,CA,,1790 E MAIN ST,Bar,ABC License Data,HIGH
BARAJA'S DELI AND GRILL,WOODLAND,Yolo,CA,,825 E ST,Bar,ABC License Data,HIGH
BOBS LIQUORS WOODLAND,WOODLAND,Yolo,CA,,632 COTTONWOOD ST,Food Service,ABC License Data,HIGH
BROWNS CORNER BAR & GRILL,WOODLAND,Yolo,CA,,392 W MAIN ST,Bar,ABC License Data,HIGH
BURGER SALOON THE,WOODLAND,Yolo,CA,,601 MAIN ST,Food Service,ABC License Data,HIGH
CAFE COURT AT NUGGET MARKET,WOODLAND,Yolo,CA,,157 MAIN ST A,Restaurant,ABC License Data,HIGH
CANTINAS LOS PRIMOS TACOS Y CERVEZA,WOODLAND,Yolo,CA,,392 W MAIN ST,Mexican Restaurant,ABC License Data,HIGH
CHAMOS KITCHEN,WOODLAND,Yolo,CA,,1810 E MAIN ST,Food Service,ABC License Data,HIGH
CHIPOTLE MEXICAN GRILL STORE #4882,WOODLAND,Yolo,CA,,1460 E MAIN ST,Mexican Restaurant,ABC License Data,HIGH
CORKWOOD RESTAURANT,WOODLAND,Yolo,CA,,117 W COURT ST,Restaurant,ABC License Data,HIGH
CRACCHIOLOS MARKET,WOODLAND,Yolo,CA,,1320 E MAIN ST,Food Service,ABC License Data,HIGH
CVS PHARMACY STORE 9180,WOODLAND,Yolo,CA,,SEVEN W MAIN ST,Food Service,ABC License Data,HIGH
EL CHARRO MEXICAN RESTAURANT INC,WOODLAND,Yolo,CA,,415 & 417 MAIN ST,Mexican Restaurant,ABC License Data,HIGH
EL PAISANO TAQUERIA & RESTAURANT,WOODLAND,Yolo,CA,,1490 E MAIN ST,Restaurant,ABC License Data,HIGH
EL TORITO MEAT MARKET,WOODLAND,Yolo,CA,,725 EAST ST,Food Service,ABC License Data,HIGH
FATHER PADDY'S LOCAL IRISH PUBLIC HOUSE,WOODLAND,Yolo,CA,,435 MAIN ST,Food Service,ABC License Data,HIGH
FRENCHYS LIQUOR,WOODLAND,Yolo,CA,,1435 EAST ST UNIT A,Food Service,ABC License Data,HIGH
GOLDEN DRAGON RESTAURANT,WOODLAND,Yolo,CA,,353 W MAIN ST,Restaurant,ABC License Data,HIGH
GOODNIGHT CLUB  THE,WOODLAND,Yolo,CA,,524 MAIN ST,Food Service,ABC License Data,HIGH
HOLLYWOOD MARKET,WOODLAND,Yolo,CA,,1321 COLLEGE ST,Food Service,ABC License Data,HIGH
IGUANAS MEXICAN GRILL,WOODLAND,Yolo,CA,,1849 E GIBSON RD,Mexican Restaurant,ABC License Data,HIGH
JINJU SUSHI,WOODLAND,Yolo,CA,,467 PIONEER AVE,Food Service,ABC License Data,HIGH
JUDYS HAMBURGER & GRINDER,WOODLAND,Yolo,CA,,286 W MAIN ST,Food Service,ABC License Data,HIGH
KENNYS BAR & GRILL,WOODLAND,Yolo,CA,,721 EAST ST,Bar,ABC License Data,HIGH
MAIN STREET MARKET,WOODLAND,Yolo,CA,,2000 E MAIN ST,Food Service,ABC License Data,HIGH
MOD PIZZA,WOODLAND,Yolo,CA,,2051 BRONZE STAR DR,Food Service,ABC License Data,HIGH
MOJOS KITCHEN 428,WOODLAND,Yolo,CA,,428-1/2-430 FIRST ST,Food Service,ABC License Data,HIGH
MOUNTAIN MIKE'S PIZZA,WOODLAND,Yolo,CA,,171 W MAIN ST,Food Service,ABC License Data,HIGH
NEW YORK PIZZA PIE,WOODLAND,Yolo,CA,,1495 EAST ST,Food Service,ABC License Data,HIGH
NUGGET MARKET,WOODLAND,Yolo,CA,,157 MAIN ST,Food Service,ABC License Data,HIGH
OSAKA SUSHI JAPANESE RESTAURANT,WOODLAND,Yolo,CA,,608 MAIN ST,Restaurant,ABC License Data,HIGH
PIZZA FACTORY,WOODLAND,Yolo,CA,,353 W MAIN ST,Food Service,ABC License Data,HIGH
PIZZA TWIST,WOODLAND,Yolo,CA,,2115 BRONZE STAR DR,Food Service,ABC License Data,HIGH
QUIK STOP MARKET 147,WOODLAND,Yolo,CA,,1400 E MAIN ST,Food Service,ABC License Data,HIGH
QUIK STOP MARKET 4143,WOODLAND,Yolo,CA,,10 KENTUCKY AVE,Food Service,ABC License Data,HIGH
RED ROBIN BURGER & SPIRITS EMPORIUMS,WOODLAND,Yolo,CA,,2031 BRONZE STAR DR,Food Service,ABC License Data,HIGH
ROMEY'S LIQUOR,WOODLAND,Yolo,CA,,9 MAIN ST,Food Service,ABC License Data,HIGH
ROUND TABLE PIZZA,WOODLAND,Yolo,CA,,421 PIONEER AVE,Food Service,ABC License Data,HIGH
SAKURA JAPANESE STEAKHOUSE AND SUSHI,WOODLAND,Yolo,CA,,201 W COURT ST,Food Service,ABC License Data,HIGH
SAVORY CAFE,WOODLAND,Yolo,CA,,722 MAIN ST,Restaurant,ABC License Data,HIGH
SOL MEXICAN CUISINE,WOODLAND,Yolo,CA,,375 W MAIN ST,Mexican Restaurant,ABC License Data,HIGH
SPROUTS FARMERS MARKET #453,WOODLAND,Yolo,CA,,1430 E MAIN ST,Food Service,ABC License Data,HIGH
STEVES PIZZA,WOODLAND,Yolo,CA,,714 MAIN ST,Food Service,ABC License Data,HIGH
TACO JOE CAFE,WOODLAND,Yolo,CA,,374 CALIFORNIA ST,Mexican Restaurant,ABC License Data,HIGH
TACOS EL JALISCIENCE INC,WOODLAND,Yolo,CA,,1231 E MAIN ST,Mexican Restaurant,ABC License Data,HIGH
THAI PEPPER,WOODLAND,Yolo,CA,,808 MAIN ST,Asian Restaurant,ABC License Data,HIGH
TREASURE DRAGON RESTAURANT,WOODLAND,Yolo,CA,,1780 E MAIN ST,Restaurant,ABC License Data,HIGH
WAL MART STORE 2190,WOODLAND,Yolo,CA,,1720 E MAIN ST,Food Service,ABC License Data,HIGH
WALMART NEIGHBORHOOD MARKET #4127,WOODLAND,Yolo,CA,,215 CALIFORNIA ST,Food Service,ABC License Data,HIGH
WALMART NEIGHBORHOOD MARKET 5606,WOODLAND,Yolo,CA,,1250 E GIBSON RD,Food Service,ABC License Data,HIGH
YOLO FLIERS CLUB,WOODLAND,Yolo,CA,,MADISON HWY 5 MI W OF,Food Service,ABC License Data,HIGH
ZITIO BAR & GRILL,WOODLAND,Yolo,CA,,11 EAST ST,Bar,ABC License Data,HIGH
Mountain Mikes Pizza - West Sacramento,West Sacramento,Yolo,CA,,,Pizza Restaurant,Mountain Mikes Franchise,HIGH
Mountain Mikes Pizza - Woodland,Woodland,Yolo,CA,,,Pizza Restaurant,Mountain Mikes Franchise,HIGH
YOLO MINI MART,YOLO,Yolo,CA,,14212 1ST ST,Food Service,ABC License Data,HIGH
BARIANI OLIVE OIL,ZAMORA,Yolo,CA,,30400 COUNTY ROAD 16,Bar,ABC License Data,HIGH
CREW WINE COMPANY,ZAMORA,Yolo,CA,,12300 COUNTY RD,Food Service,ABC License Data,HIGH
ZAMORA MINI MARKET  INC,ZAMORA,Yolo,CA,,9920 COUNTY RD 99W,Food Service,ABC License Data,HIGH
Bar,Berkeley,Alameda,CA,(925) 301-7929,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar & Grill Berkeley,Berkeley,Alameda,CA,(510) 296-3076,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar & Grill Berkeley Hills,Berkeley,Alameda,CA,(510) 214-2805,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Co,Berkeley,Alameda,CA,(510) 879-9219,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Beverage Store,Berkeley,Alameda,CA,(510) 399-4992,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Beverage Store 89,Berkeley,Alameda,CA,(925) 725-4346,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Beverage Store LLC,Berkeley,Alameda,CA,(925) 792-3276,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bistro Berkeley LLC,Berkeley,Alameda,CA,(510) 742-4922,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bistro LLC,Berkeley,Alameda,CA,(510) 909-9240,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bottle Shop,Berkeley,Alameda,CA,(925) 828-1909,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bottle Shop Berkeley Hills,Berkeley,Alameda,CA,(510) 602-3174,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Brasserie Berkeley Heights LLC,Berkeley,Alameda,CA,(510) 426-5165,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Brasserie Berkeley Hills Group,Berkeley,Alameda,CA,(510) 828-3689,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Cafe Corp,Berkeley,Alameda,CA,(925) 221-3321,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse Berkeley LLC,Berkeley,Alameda,CA,(925) 639-2755,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse Corp,Berkeley,Alameda,CA,(510) 821-9956,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner Store Alameda,Berkeley,Alameda,CA,(510) 275-4410,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner Store Inc,Berkeley,Alameda,CA,(510) 527-9523,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Diner 31,Berkeley,Alameda,CA,(510) 931-1093,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Dive Bar Berkeley Group 5,Berkeley,Alameda,CA,(925) 579-6797,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Eatery Berkeley Corp 14,Berkeley,Alameda,CA,(510) 258-4054,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Eatery Berkeley Group,Berkeley,Alameda,CA,(925) 799-7067,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Events & Catering,Berkeley,Alameda,CA,(510) 940-4183,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grill Alameda,Berkeley,Alameda,CA,(510) 983-3969,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
House,Berkeley,Alameda,CA,(510) 470-8635,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
House Group,Berkeley,Alameda,CA,(925) 536-4942,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Kitchen Berkeley Hills Corp,Berkeley,Alameda,CA,(925) 386-4557,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Kitchen Company,Berkeley,Alameda,CA,(925) 695-3493,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Liquor Store,Berkeley,Alameda,CA,(510) 204-3080,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Liquor Store Alameda,Berkeley,Alameda,CA,(925) 913-6024,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Liquor Store Berkeley,Berkeley,Alameda,CA,(510) 427-1797,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge,Berkeley,Alameda,CA,(925) 294-5110,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge Berkeley,Berkeley,Alameda,CA,(925) 520-1577,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge Berkeley Hills Co 73,Berkeley,Alameda,CA,(510) 273-9105,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Mountain Mikes Pizza - Berkeley,Berkeley,Alameda,CA,,,Pizza Restaurant,Mountain Mikes Franchise,MEDIUM
NewCafe 71,Berkeley,Alameda,CA,(510) 573-6755,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewGrill Berkeley Heights Inc 30,Berkeley,Alameda,CA,(510) 291-8139,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewGrocery Berkeley Corp 47,Berkeley,Alameda,CA,(510) 411-9030,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewTap Room 44,Berkeley,Alameda,CA,(925) 445-8637,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Nightclub Alameda,Berkeley,Alameda,CA,(925) 828-6894,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldConvenience Store Berkeley Heights Co 74,Berkeley,Alameda,CA,(510) 873-2347,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldDive Bar Corp 16,Berkeley,Alameda,CA,(510) 210-9244,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldHouse LLC 57,Berkeley,Alameda,CA,(925) 855-4803,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldKitchen Berkeley Valley Inc 62,Berkeley,Alameda,CA,(925) 694-2751,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldPackage Store Berkeley Co 2,Berkeley,Alameda,CA,(510) 492-2587,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldPub Group 58,Berkeley,Alameda,CA,(925) 876-8095,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldSports Bar 37,Berkeley,Alameda,CA,(925) 917-4188,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldTavern Alameda Corp 50,Berkeley,Alameda,CA,(925) 375-6032,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldTavern Berkeley 97,Berkeley,Alameda,CA,(510) 428-9822,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldTavern Berkeley LLC 82,Berkeley,Alameda,CA,(510) 919-1093,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Package Store Berkeley Valley Group,Berkeley,Alameda,CA,(925) 599-3147,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Package Store LLC,Berkeley,Alameda,CA,(510) 612-2634,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Place Alameda Co,Berkeley,Alameda,CA,(510) 451-7414,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Place Alameda Corp 11,Berkeley,Alameda,CA,(510) 859-7811,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub Alameda,Berkeley,Alameda,CA,(925) 968-1180,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub Berkeley Group,Berkeley,Alameda,CA,(510) 623-6256,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Restaurant,Berkeley,Alameda,CA,(510) 770-9106,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Restaurant Alameda Group,Berkeley,Alameda,CA,(925) 946-1887,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Saloon Berkeley,Berkeley,Alameda,CA,(510) 686-4677,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Saloon Berkeley Valley Inc,Berkeley,Alameda,CA,(925) 891-8181,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spirits Alameda,Berkeley,Alameda,CA,(510) 591-7749,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spirits Berkeley Heights Company,Berkeley,Alameda,CA,(925) 592-5318,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spot,Berkeley,Alameda,CA,(925) 402-1066,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse,Berkeley,Alameda,CA,(510) 848-4579,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse 16,Berkeley,Alameda,CA,(925) 989-5720,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse Berkeley,Berkeley,Alameda,CA,(510) 888-3712,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tap Room LLC,Berkeley,Alameda,CA,(510) 674-1793,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern,Berkeley,Alameda,CA,(925) 282-5500,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern LLC,Berkeley,Alameda,CA,(510) 522-7729,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheCorner 90,Berkeley,Alameda,CA,(510) 311-1243,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheKitchen 100,Berkeley,Alameda,CA,(510) 647-6769,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheKitchen 60,Berkeley,Alameda,CA,(925) 908-2796,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
ThePub Berkeley Heights 66,Berkeley,Alameda,CA,(510) 300-5043,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheRestaurant 100,Berkeley,Alameda,CA,(510) 817-1550,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheRestaurant 47,Berkeley,Alameda,CA,(925) 529-7888,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Wine & Spirits Corp,Berkeley,Alameda,CA,(925) 452-8690,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Mountain Mikes Pizza - Dublin,Dublin,Alameda,CA,,,Pizza Restaurant,Mountain Mikes Franchise,MEDIUM
Bar,Fremont,Alameda,CA,(510) 896-5728,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar & Grill LLC,Fremont,Alameda,CA,(510) 556-8385,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Alameda Group,Fremont,Alameda,CA,(925) 463-3516,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Fremont,Fremont,Alameda,CA,(510) 743-1511,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Fremont Hills Co,Fremont,Alameda,CA,(925) 943-2296,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Fremont Hills Inc,Fremont,Alameda,CA,(925) 458-2046,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar LLC,Fremont,Alameda,CA,(925) 414-7500,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Brasserie,Fremont,Alameda,CA,(510) 519-2282,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Cafe,Fremont,Alameda,CA,(510) 627-5006,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Cafe Fremont,Fremont,Alameda,CA,(510) 979-6668,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse Alameda Co 96,Fremont,Alameda,CA,(510) 518-2337,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse Corp,Fremont,Alameda,CA,(925) 891-6549,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse Fremont Heights,Fremont,Alameda,CA,(925) 542-5419,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse Fremont Hills,Fremont,Alameda,CA,(925) 645-9444,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Club,Fremont,Alameda,CA,(925) 368-3768,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Convenience Store Fremont Heights,Fremont,Alameda,CA,(925) 717-5056,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner Co,Fremont,Alameda,CA,(510) 938-4657,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner Fremont,Fremont,Alameda,CA,(510) 334-6830,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Diner Company,Fremont,Alameda,CA,(510) 678-2467,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Dive Bar 32,Fremont,Alameda,CA,(510) 230-7230,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Fine Wines Company,Fremont,Alameda,CA,(925) 491-1273,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grill,Fremont,Alameda,CA,(925) 355-4339,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grill Company,Fremont,Alameda,CA,(925) 206-2330,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grill Fremont Co,Fremont,Alameda,CA,(925) 600-9205,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grill LLC,Fremont,Alameda,CA,(510) 368-8428,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grocery,Fremont,Alameda,CA,(510) 620-4423,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
House Fremont Group,Fremont,Alameda,CA,(510) 312-8240,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
House LLC 28,Fremont,Alameda,CA,(510) 501-5711,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Kitchen Alameda Group,Fremont,Alameda,CA,(925) 740-7918,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
