Business Name,City,County,State,Phone,Address,Type,Source
NewKitchen 13,Citrus Heights,Sacramento,CA,(916) 619-4035,,Restaurant,CA_SOS_Scraper_V3
NewKitchen 28,Citrus Heights,Sacramento,CA,(916) 651-1131,6075 Pico Dr,Restaurant,CA_ABC_Raw
NewLiquor Store Corp 11,Citrus Heights,Sacramento,CA,(916) 893-3518,9036 Pico Ct #271,Restaurant,CA_ABC_Raw
NewLounge 5,Citrus Heights,Sacramento,CA,(916) 990-5394,233 Front Blvd,Restaurant,CA_ABC_Raw
NewLounge Sacramento Company 98,Citrus Heights,Sacramento,CA,(916) 626-5970,7353 Maple St,Restaurant,CA_ABC_Raw
NewMarket Citrus Heights 40,Citrus Heights,Sacramento,CA,(279) 680-6945,5462 2nd Ave #224,Restaurant,CA_ABC_Raw
NewPlace Sacramento 57,Citrus Heights,Sacramento,CA,(916) 518-3013,,Restaurant,CA_SOS_Scraper_V3
NewPub 90,Citrus Heights,Sacramento,CA,(279) 351-5810,,Restaurant,CA_SOS_Scraper_V3
NewRestaurant Citrus Heights Group 56,Citrus Heights,Sacramento,CA,(279) 293-2654,9456 1st Pl,Restaurant,CA_ABC_Raw
NewRestaurant Co 88,Citrus Heights,Sacramento,CA,(916) 633-6672,9771 Franklin Ave,Restaurant,CA_ABC_Raw
NewRestaurant Sacramento LLC 84,Citrus Heights,Sacramento,CA,(279) 380-2174,9450 Lincoln Ln,Restaurant,CA_ABC_Raw
NewSaloon Sacramento 90,Citrus Heights,Sacramento,CA,(279) 911-6484,8647 Maple Way,Restaurant,CA_ABC_Raw
NewSpirits Citrus Heights Valley LLC 44,Citrus Heights,Sacramento,CA,(916) 802-9878,9481 Wilshire Pl,Restaurant,CA_ABC_Raw
NewSports Bar Citrus Heights 43,Citrus Heights,Sacramento,CA,(916) 797-4906,7258 Madison Dr #315,Restaurant,CA_ABC_Raw
NewSports Bar LLC 89,Citrus Heights,Sacramento,CA,(279) 407-2121,4132 Wilshire Pl,Restaurant,CA_ABC_Raw
NewSpot Citrus Heights Inc 51,Citrus Heights,Sacramento,CA,(279) 503-4977,961 7th Rd,Restaurant,CA_ABC_Raw
NewSteakhouse Citrus Heights Valley Co 91,Citrus Heights,Sacramento,CA,(279) 829-2465,5955 Hollywood Way,Restaurant,CA_ABC_Raw
NewSteakhouse LLC 74,Citrus Heights,Sacramento,CA,(279) 222-5562,741 Hollywood Ave,Restaurant,CA_ABC_Raw
NewTap Room Sacramento LLC 55,Citrus Heights,Sacramento,CA,(916) 218-8212,6217 4th Rd #175,Restaurant,CA_ABC_Raw
NewTavern Citrus Heights 49,Citrus Heights,Sacramento,CA,(279) 316-2279,6251 Broadway Pl,Restaurant,CA_ABC_Raw
NewTavern Citrus Heights Heights Co 22,Citrus Heights,Sacramento,CA,(916) 907-2867,1849 1st Ct,Restaurant,CA_ABC_Raw
NewTavern Co 60,Citrus Heights,Sacramento,CA,(279) 904-7198,8338 Ocean Rd,Restaurant,CA_ABC_Raw
NewTavern Sacramento 20,Citrus Heights,Sacramento,CA,(279) 988-2434,6567 Maple Dr,Restaurant,CA_ABC_Raw
NewTavern Sacramento Co 45,Citrus Heights,Sacramento,CA,(916) 536-4901,,Restaurant,CA_SOS_Scraper_V3
NewWine & Spirits Citrus Heights 98,Citrus Heights,Sacramento,CA,(916) 276-9247,2428 Washington St,Restaurant,CA_ABC_Raw
Nightclub,Citrus Heights,Sacramento,CA,(279) 571-5182,4706 6th Way,Restaurant,CA_ABC_Raw
Nightclub Citrus Heights,Citrus Heights,Sacramento,CA,(279) 491-6559,2433 2nd Way,Restaurant,CA_ABC_Raw
Nightclub Citrus Heights Corp,Citrus Heights,Sacramento,CA,(279) 352-4664,2304 3rd Pl #339,Restaurant,CA_ABC_Raw
Nightclub Co,Citrus Heights,Sacramento,CA,(916) 373-8195,4022 6th Way,Restaurant,CA_ABC_Raw
OldBar & Grill Co 19,Citrus Heights,Sacramento,CA,(916) 623-4891,2566 1st Ln #357,Restaurant,CA_ABC_Raw
OldBar & Grill Group 28,Citrus Heights,Sacramento,CA,(916) 413-2144,8961 3rd Way #327,Restaurant,CA_ABC_Raw
OldBar 57,Citrus Heights,Sacramento,CA,(279) 463-8858,1232 Hollywood St,Restaurant,CA_ABC_Raw
OldBar Citrus Heights Company 42,Citrus Heights,Sacramento,CA,(279) 452-2570,9878 4th Ave,Restaurant,CA_ABC_Raw
OldBar Co 35,Citrus Heights,Sacramento,CA,(916) 950-5980,295 Hollywood Way,Restaurant,CA_ABC_Raw
OldBar LLC 54,Citrus Heights,Sacramento,CA,(279) 504-5190,4311 Main St,Restaurant,CA_ABC_Raw
OldBar LLC 61,Citrus Heights,Sacramento,CA,(916) 835-7325,1487 Washington St #390,Restaurant,CA_ABC_Raw
OldBar Sacramento Corp 37,Citrus Heights,Sacramento,CA,(916) 651-7829,,Restaurant,CA_SOS_Scraper_V3
OldBottle Shop Citrus Heights Inc 26,Citrus Heights,Sacramento,CA,(279) 905-1844,3047 Main Ln #186,Restaurant,CA_ABC_Raw
OldBottle Shop Sacramento Inc 57,Citrus Heights,Sacramento,CA,(916) 671-2832,2855 Ocean Ave,Restaurant,CA_ABC_Raw
OldBrasserie Inc 53,Citrus Heights,Sacramento,CA,(279) 863-6758,9048 Hollywood Ct #389,Restaurant,CA_ABC_Raw
OldCafe Company 13,Citrus Heights,Sacramento,CA,(916) 558-5316,8402 4th Dr,Restaurant,CA_ABC_Raw
OldClub Citrus Heights Co 70,Citrus Heights,Sacramento,CA,(916) 712-2179,9039 Hollywood Ln #405,Restaurant,CA_ABC_Raw
OldCorner Store Group 44,Citrus Heights,Sacramento,CA,(279) 213-1791,6895 Main St,Restaurant,CA_ABC_Raw
OldDiner Group 46,Citrus Heights,Sacramento,CA,(279) 811-2922,6646 1st Ln #350,Restaurant,CA_ABC_Raw
OldDiscount Liquor 38,Citrus Heights,Sacramento,CA,(916) 206-9511,,Restaurant,CA_SOS_Scraper_V3
OldDive Bar Sacramento 25,Citrus Heights,Sacramento,CA,(916) 358-3162,4149 3rd Ave,Restaurant,CA_ABC_Raw
OldEatery Sacramento 14,Citrus Heights,Sacramento,CA,(916) 731-4242,1007 6th Pl,Restaurant,CA_ABC_Raw
OldEvent Catering Citrus Heights Company 25,Citrus Heights,Sacramento,CA,(279) 739-4992,2674 Main St,Restaurant,CA_ABC_Raw
OldFine Wines Sacramento Co 54,Citrus Heights,Sacramento,CA,(279) 707-6842,4286 Pico Ln #662,Restaurant,CA_ABC_Raw
OldGrill Citrus Heights Heights Company 26,Citrus Heights,Sacramento,CA,(279) 773-7330,9211 Wilshire Rd #155,Restaurant,CA_ABC_Raw
OldGrocery 90,Citrus Heights,Sacramento,CA,(916) 226-7930,8016 Lincoln Ave,Restaurant,CA_ABC_Raw
OldGrocery Citrus Heights Company 61,Citrus Heights,Sacramento,CA,(279) 403-1372,8952 Sunset Ave,Restaurant,CA_ABC_Raw
OldGrocery Citrus Heights Corp 36,Citrus Heights,Sacramento,CA,(279) 906-7911,9339 Franklin Ave,Restaurant,CA_ABC_Raw
OldKitchen 71,Citrus Heights,Sacramento,CA,(916) 634-4763,8381 2nd Blvd #359,Restaurant,CA_ABC_Raw
OldLiquor Store Citrus Heights Co 55,Citrus Heights,Sacramento,CA,(279) 817-7438,9694 7th Ave,Restaurant,CA_ABC_Raw
OldLounge Citrus Heights Corp 32,Citrus Heights,Sacramento,CA,(279) 558-6905,8093 1st St,Restaurant,CA_ABC_Raw
OldLounge Citrus Heights Valley 20,Citrus Heights,Sacramento,CA,(916) 621-7529,535 Wilshire Rd,Restaurant,CA_ABC_Raw
OldMarket Group 14,Citrus Heights,Sacramento,CA,(279) 705-5136,6811 Broadway Way #220,Restaurant,CA_ABC_Raw
OldMini Mart 15,Citrus Heights,Sacramento,CA,(916) 541-6262,5258 Pico St,Restaurant,CA_ABC_Raw
OldNightclub 51,Citrus Heights,Sacramento,CA,(279) 264-9600,6650 State Ln,Restaurant,CA_ABC_Raw
OldRestaurant 22,Citrus Heights,Sacramento,CA,(916) 944-5634,5159 Mission Rd,Restaurant,CA_ABC_Raw
OldRestaurant Company 100,Citrus Heights,Sacramento,CA,(916) 849-1900,,Restaurant,CA_SOS_Scraper_V3
OldSaloon Citrus Heights Heights 33,Citrus Heights,Sacramento,CA,(279) 681-8386,4751 Jefferson Pl,Restaurant,CA_ABC_Raw
OldSports Bar Citrus Heights Group 44,Citrus Heights,Sacramento,CA,(916) 984-1204,,Restaurant,CA_SOS_Scraper_V3
OldSpot Citrus Heights Valley 56,Citrus Heights,Sacramento,CA,(279) 257-6304,9124 Mission Dr,Restaurant,CA_ABC_Raw
OldSpot Sacramento Corp 23,Citrus Heights,Sacramento,CA,(279) 947-7576,3445 Mission Ave #582,Restaurant,CA_ABC_Raw
OldSteakhouse Citrus Heights Valley Company 45,Citrus Heights,Sacramento,CA,(279) 636-6921,7811 Lincoln Dr,Restaurant,CA_ABC_Raw
OldTap Room Citrus Heights Inc 70,Citrus Heights,Sacramento,CA,(916) 683-4866,8032 Jefferson Rd #615,Restaurant,CA_ABC_Raw
OldTap Room LLC 16,Citrus Heights,Sacramento,CA,(916) 292-7143,5597 7th Pl #264,Restaurant,CA_ABC_Raw
OldTavern Citrus Heights 81,Citrus Heights,Sacramento,CA,(279) 411-4230,2686 Franklin Dr,Restaurant,CA_ABC_Raw
OldTavern Citrus Heights 85,Citrus Heights,Sacramento,CA,(916) 582-9732,6884 3rd Way,Restaurant,CA_ABC_Raw
OldTavern Citrus Heights Co 20,Citrus Heights,Sacramento,CA,(916) 341-8116,1160 Oak Pl,Restaurant,CA_ABC_Raw
OldTavern Company 67,Citrus Heights,Sacramento,CA,(916) 363-1709,2679 2nd Ave,Restaurant,CA_ABC_Raw
OldTavern Corp 99,Citrus Heights,Sacramento,CA,(279) 471-7628,,Restaurant,CA_SOS_Scraper_V3
OldTavern Sacramento 35,Citrus Heights,Sacramento,CA,(916) 955-9908,4062 7th Pl,Restaurant,CA_ABC_Raw
OldTavern Sacramento 99,Citrus Heights,Sacramento,CA,(279) 609-5239,,Restaurant,CA_SOS_Scraper_V3
OldVenue Management 27,Citrus Heights,Sacramento,CA,(279) 777-9211,8631 2nd Way,Restaurant,CA_ABC_Raw
Package Store Citrus Heights 81,Citrus Heights,Sacramento,CA,(916) 491-1925,3777 Mission Ln,Restaurant,CA_ABC_Raw
Package Store Citrus Heights Valley Company,Citrus Heights,Sacramento,CA,(916) 216-4533,5672 1st Ln #138,Restaurant,CA_ABC_Raw
Package Store Citrus Heights Valley LLC,Citrus Heights,Sacramento,CA,(279) 582-3492,6823 Ocean Way #367,Restaurant,CA_ABC_Raw
Package Store Corp,Citrus Heights,Sacramento,CA,(279) 862-1743,8725 Front Ln,Restaurant,CA_ABC_Raw
Package Store Group,Citrus Heights,Sacramento,CA,(916) 725-5765,6036 5th Ave,Restaurant,CA_ABC_Raw
Package Store Sacramento,Citrus Heights,Sacramento,CA,(279) 750-1499,,Restaurant,CA_SOS_Scraper_V3
Party Services,Citrus Heights,Sacramento,CA,(279) 949-3542,,Restaurant,CA_SOS_Scraper_V3
Party Services Citrus Heights Co,Citrus Heights,Sacramento,CA,(279) 800-4774,4781 6th Ct,Restaurant,CA_ABC_Raw
Party Services Corp,Citrus Heights,Sacramento,CA,(916) 530-1995,7828 Jefferson Ln,Restaurant,CA_ABC_Raw
Party Services Sacramento,Citrus Heights,Sacramento,CA,(279) 864-2642,5085 5th Rd,Restaurant,CA_ABC_Raw
Place,Citrus Heights,Sacramento,CA,(279) 430-4667,,Restaurant,CA_SOS_Scraper_V3
Place Citrus Heights Hills Group,Citrus Heights,Sacramento,CA,(279) 747-2961,4665 Pico Blvd,Restaurant,CA_ABC_Raw
Place Citrus Heights LLC,Citrus Heights,Sacramento,CA,(279) 668-2796,3852 3rd Way,Restaurant,CA_ABC_Raw
Place Corp,Citrus Heights,Sacramento,CA,(916) 595-9560,4307 Broadway Pl,Restaurant,CA_ABC_Raw
Place Group,Citrus Heights,Sacramento,CA,(279) 492-6619,9045 2nd Ct,Restaurant,CA_ABC_Raw
Place Sacramento,Citrus Heights,Sacramento,CA,(279) 865-4884,3053 Hollywood Ct #603,Restaurant,CA_ABC_Raw
Place Sacramento Company,Citrus Heights,Sacramento,CA,(279) 537-8330,3846 Mission Ct,Restaurant,CA_ABC_Raw
Place Sacramento Inc,Citrus Heights,Sacramento,CA,(916) 781-2573,5892 7th Dr #498,Restaurant,CA_ABC_Raw
Pub,Citrus Heights,Sacramento,CA,(916) 281-4205,,Restaurant,CA_SOS_Scraper_V3
Pub Citrus Heights,Citrus Heights,Sacramento,CA,(916) 572-6453,,Restaurant,CA_SOS_Scraper_V3
Pub Citrus Heights Co,Citrus Heights,Sacramento,CA,(279) 607-7342,509 Lincoln Pl #471,Restaurant,CA_ABC_Raw
Pub Citrus Heights Corp,Citrus Heights,Sacramento,CA,(279) 489-2840,7344 6th Ct,Restaurant,CA_ABC_Raw
Pub Citrus Heights Hills Company,Citrus Heights,Sacramento,CA,(279) 474-4014,6040 Front Pl,Restaurant,CA_ABC_Raw
Pub Citrus Heights Hills Inc,Citrus Heights,Sacramento,CA,(279) 483-8515,7948 1st Ave,Restaurant,CA_ABC_Raw
Pub Citrus Heights LLC,Citrus Heights,Sacramento,CA,(916) 739-3299,5280 6th Rd #379,Restaurant,CA_ABC_Raw
Pub Citrus Heights Valley LLC 81,Citrus Heights,Sacramento,CA,(279) 516-5321,3856 Sunset Rd,Restaurant,CA_ABC_Raw
Pub Company,Citrus Heights,Sacramento,CA,(279) 963-4390,7108 Washington St #726,Restaurant,CA_ABC_Raw
Pub Corp,Citrus Heights,Sacramento,CA,(279) 818-7674,8033 Ocean Ave,Restaurant,CA_ABC_Raw
Pub Inc,Citrus Heights,Sacramento,CA,(916) 629-5503,436 Hollywood Ct,Restaurant,CA_ABC_Raw
Pub Inc 97,Citrus Heights,Sacramento,CA,(916) 948-5032,7786 7th Ave #234,Restaurant,CA_ABC_Raw
Pub Sacramento,Citrus Heights,Sacramento,CA,(279) 997-9359,928 Broadway Way,Restaurant,CA_ABC_Raw
Pub Sacramento Co,Citrus Heights,Sacramento,CA,(279) 444-3590,,Restaurant,CA_SOS_Scraper_V3
Pub Sacramento Company,Citrus Heights,Sacramento,CA,(279) 884-9901,3141 Oak Ln #195,Restaurant,CA_ABC_Raw
Pub Sacramento Corp,Citrus Heights,Sacramento,CA,(916) 938-4307,,Restaurant,CA_SOS_Scraper_V3
Pub Sacramento Group,Citrus Heights,Sacramento,CA,(279) 688-6588,3075 Hollywood Ct,Restaurant,CA_ABC_Raw
Pub Sacramento Inc,Citrus Heights,Sacramento,CA,(916) 724-5880,4475 Wilshire St,Restaurant,CA_ABC_Raw
Pub Sacramento Inc 63,Citrus Heights,Sacramento,CA,(916) 792-9785,4940 Jefferson Dr,Restaurant,CA_ABC_Raw
Restaurant,Citrus Heights,Sacramento,CA,(916) 227-9351,,Restaurant,CA_SOS_Scraper_V3
Restaurant Citrus Heights,Citrus Heights,Sacramento,CA,(279) 713-8399,1914 Franklin Rd #883,Restaurant,CA_ABC_Raw
Restaurant Citrus Heights Group,Citrus Heights,Sacramento,CA,(279) 807-7286,,Restaurant,CA_SOS_Scraper_V3
Restaurant Citrus Heights Heights Co,Citrus Heights,Sacramento,CA,(279) 310-7080,6036 Ocean St,Restaurant,CA_ABC_Raw
Restaurant Citrus Heights Hills Corp,Citrus Heights,Sacramento,CA,(279) 841-4580,,Restaurant,CA_SOS_Scraper_V3
Restaurant Citrus Heights Inc,Citrus Heights,Sacramento,CA,(916) 867-8542,2674 Madison Ct #938,Restaurant,CA_ABC_Raw
Restaurant Co,Citrus Heights,Sacramento,CA,(916) 433-8534,,Restaurant,CA_SOS_Scraper_V3
Restaurant Corp,Citrus Heights,Sacramento,CA,(916) 910-4638,2514 Maple Ct,Restaurant,CA_ABC_Raw
Restaurant Group,Citrus Heights,Sacramento,CA,(916) 713-3171,7018 Washington Ct #965,Restaurant,CA_ABC_Raw
Restaurant Inc,Citrus Heights,Sacramento,CA,(279) 838-3973,,Restaurant,CA_SOS_Scraper_V3
Restaurant LLC,Citrus Heights,Sacramento,CA,(279) 391-4145,1016 Pico Ave,Restaurant,CA_ABC_Raw
Restaurant Sacramento,Citrus Heights,Sacramento,CA,(279) 406-5727,1682 7th Rd #913,Restaurant,CA_ABC_Raw
Restaurant Sacramento Group,Citrus Heights,Sacramento,CA,(279) 434-6519,7681 Jefferson Rd,Restaurant,CA_ABC_Raw
Restaurant Sacramento LLC,Citrus Heights,Sacramento,CA,(279) 390-7824,2407 Mission Dr #177,Restaurant,CA_ABC_Raw
Saloon 47,Citrus Heights,Sacramento,CA,(916) 219-3460,1092 Broadway Dr,Restaurant,CA_ABC_Raw
Saloon Citrus Heights Group,Citrus Heights,Sacramento,CA,(916) 228-2712,4986 2nd Ct,Restaurant,CA_ABC_Raw
Saloon Citrus Heights Heights Company,Citrus Heights,Sacramento,CA,(279) 610-5685,,Restaurant,CA_SOS_Scraper_V3
Saloon Citrus Heights LLC,Citrus Heights,Sacramento,CA,(279) 574-2998,149 Franklin Way,Restaurant,CA_ABC_Raw
Saloon Citrus Heights Valley,Citrus Heights,Sacramento,CA,(279) 486-3955,3296 State Ct,Restaurant,CA_ABC_Raw
Saloon Citrus Heights Valley Co,Citrus Heights,Sacramento,CA,(279) 478-5351,1843 Broadway Blvd,Restaurant,CA_ABC_Raw
Saloon Company,Citrus Heights,Sacramento,CA,(279) 705-2084,5829 Jefferson Rd,Restaurant,CA_ABC_Raw
Saloon Inc,Citrus Heights,Sacramento,CA,(279) 565-2065,1975 Market St,Restaurant,CA_ABC_Raw
Saloon LLC,Citrus Heights,Sacramento,CA,(279) 544-4764,2696 Franklin Blvd,Restaurant,CA_ABC_Raw
Saloon Sacramento,Citrus Heights,Sacramento,CA,(916) 943-5811,2886 Pico Rd #782,Restaurant,CA_ABC_Raw
Saloon Sacramento Inc 46,Citrus Heights,Sacramento,CA,(279) 612-4066,6272 6th Rd,Restaurant,CA_ABC_Raw
Spirits,Citrus Heights,Sacramento,CA,(916) 211-7034,8334 Franklin Way,Restaurant,CA_ABC_Raw
Spirits Citrus Heights,Citrus Heights,Sacramento,CA,(279) 513-4526,380 Jefferson Blvd,Restaurant,CA_ABC_Raw
Spirits Citrus Heights Group,Citrus Heights,Sacramento,CA,(916) 773-2326,1633 Lincoln Ln,Restaurant,CA_ABC_Raw
Spirits Citrus Heights Hills,Citrus Heights,Sacramento,CA,(916) 330-9811,,Restaurant,CA_SOS_Scraper_V3
Spirits Company,Citrus Heights,Sacramento,CA,(916) 431-9631,3169 Ocean Ct,Restaurant,CA_ABC_Raw
Spirits Corp,Citrus Heights,Sacramento,CA,(279) 769-4084,8179 Pico Pl #699,Restaurant,CA_ABC_Raw
Spirits LLC,Citrus Heights,Sacramento,CA,(916) 803-8207,7970 Oak Way,Restaurant,CA_ABC_Raw
Spirits Sacramento 32,Citrus Heights,Sacramento,CA,(916) 719-3307,8214 1st Ct,Restaurant,CA_ABC_Raw
Sports Bar,Citrus Heights,Sacramento,CA,(279) 571-3339,,Restaurant,CA_SOS_Scraper_V3
Sports Bar Citrus Heights Group,Citrus Heights,Sacramento,CA,(916) 847-7639,1724 Oak Pl,Restaurant,CA_ABC_Raw
Sports Bar Co,Citrus Heights,Sacramento,CA,(916) 914-3776,,Restaurant,CA_SOS_Scraper_V3
Sports Bar Group,Citrus Heights,Sacramento,CA,(279) 929-1987,6525 Wilshire Way #442,Restaurant,CA_ABC_Raw
Sports Bar Inc,Citrus Heights,Sacramento,CA,(916) 672-9069,492 Madison St #258,Restaurant,CA_ABC_Raw
Sports Bar Sacramento,Citrus Heights,Sacramento,CA,(916) 337-2541,1408 Broadway Rd,Restaurant,CA_ABC_Raw
Spot,Citrus Heights,Sacramento,CA,(279) 952-1934,3454 Market Way,Restaurant,CA_ABC_Raw
Spot Citrus Heights Company,Citrus Heights,Sacramento,CA,(279) 519-2162,8775 3rd Way,Restaurant,CA_ABC_Raw
Spot Citrus Heights Corp,Citrus Heights,Sacramento,CA,(916) 600-3556,7247 Wilshire Ave,Restaurant,CA_ABC_Raw
Spot Citrus Heights Hills 87,Citrus Heights,Sacramento,CA,(916) 705-2692,4307 State Blvd #210,Restaurant,CA_ABC_Raw
Spot Citrus Heights Hills Corp,Citrus Heights,Sacramento,CA,(279) 965-4661,5453 Market Ln,Restaurant,CA_ABC_Raw
Spot Citrus Heights Hills Inc,Citrus Heights,Sacramento,CA,(916) 667-6517,,Restaurant,CA_SOS_Scraper_V3
Spot Co,Citrus Heights,Sacramento,CA,(916) 808-7722,9534 Market Ave,Restaurant,CA_ABC_Raw
Spot Company,Citrus Heights,Sacramento,CA,(916) 582-1737,6572 7th St #738,Restaurant,CA_ABC_Raw
Spot Group,Citrus Heights,Sacramento,CA,(916) 679-1012,7525 State Blvd,Restaurant,CA_ABC_Raw
Spot Inc,Citrus Heights,Sacramento,CA,(279) 584-4599,8557 Jefferson Dr #489,Restaurant,CA_ABC_Raw
Spot LLC,Citrus Heights,Sacramento,CA,(279) 647-5215,,Restaurant,CA_SOS_Scraper_V3
Spot Sacramento,Citrus Heights,Sacramento,CA,(916) 773-5296,8570 Front Ln,Restaurant,CA_ABC_Raw
Spot Sacramento Co,Citrus Heights,Sacramento,CA,(916) 569-9814,,Restaurant,CA_SOS_Scraper_V3
Steakhouse,Citrus Heights,Sacramento,CA,(916) 393-2616,8787 Broadway Blvd,Restaurant,CA_ABC_Raw
Steakhouse Citrus Heights,Citrus Heights,Sacramento,CA,(916) 696-4648,2402 Ocean Dr,Restaurant,CA_ABC_Raw
Steakhouse Citrus Heights Heights,Citrus Heights,Sacramento,CA,(279) 443-8223,6671 Pico Ct,Restaurant,CA_ABC_Raw
Steakhouse Citrus Heights Hills,Citrus Heights,Sacramento,CA,(279) 519-4214,,Restaurant,CA_SOS_Scraper_V3
Steakhouse Citrus Heights Hills Company,Citrus Heights,Sacramento,CA,(279) 203-3717,6644 Hollywood Rd,Restaurant,CA_ABC_Raw
Steakhouse Co,Citrus Heights,Sacramento,CA,(279) 440-7328,3982 1st Pl,Restaurant,CA_ABC_Raw
Steakhouse Company,Citrus Heights,Sacramento,CA,(916) 429-3576,4560 Sunset Way #827,Restaurant,CA_ABC_Raw
Steakhouse Corp,Citrus Heights,Sacramento,CA,(916) 615-5046,,Restaurant,CA_SOS_Scraper_V3
Steakhouse Group,Citrus Heights,Sacramento,CA,(279) 843-2027,,Restaurant,CA_SOS_Scraper_V3
Steakhouse LLC,Citrus Heights,Sacramento,CA,(916) 951-7775,5977 Maple Dr,Restaurant,CA_ABC_Raw
Tap Room,Citrus Heights,Sacramento,CA,(279) 517-4091,,Restaurant,CA_SOS_Scraper_V3
Tap Room Citrus Heights,Citrus Heights,Sacramento,CA,(916) 243-3656,3640 Washington Dr,Restaurant,CA_ABC_Raw
Tap Room Citrus Heights Group,Citrus Heights,Sacramento,CA,(916) 488-2980,,Restaurant,CA_SOS_Scraper_V3
Tap Room Sacramento,Citrus Heights,Sacramento,CA,(279) 536-7638,2471 Main Blvd,Restaurant,CA_ABC_Raw
Tavern,Citrus Heights,Sacramento,CA,(916) 696-5194,,Restaurant,CA_SOS_Scraper_V3
Tavern 12,Citrus Heights,Sacramento,CA,(916) 782-9670,4092 7th Ave #154,Restaurant,CA_ABC_Raw
Tavern 81,Citrus Heights,Sacramento,CA,(279) 818-4453,265 Mission Ave,Restaurant,CA_ABC_Raw
Tavern Citrus Heights,Citrus Heights,Sacramento,CA,(279) 994-7438,,Restaurant,CA_SOS_Scraper_V3
Tavern Citrus Heights Co,Citrus Heights,Sacramento,CA,(279) 905-5861,,Restaurant,CA_SOS_Scraper_V3
Tavern Citrus Heights Heights,Citrus Heights,Sacramento,CA,(916) 209-3056,3579 Maple Ct #766,Restaurant,CA_ABC_Raw
Tavern Citrus Heights Heights Co,Citrus Heights,Sacramento,CA,(279) 667-3714,6562 Jefferson St #874,Restaurant,CA_ABC_Raw
Tavern Citrus Heights Heights Inc,Citrus Heights,Sacramento,CA,(916) 649-2949,7462 Sunset Dr,Restaurant,CA_ABC_Raw
Tavern Citrus Heights Hills,Citrus Heights,Sacramento,CA,(916) 405-5674,,Restaurant,CA_SOS_Scraper_V3
Tavern Citrus Heights Hills Company 93,Citrus Heights,Sacramento,CA,(279) 598-4742,3491 6th Pl,Restaurant,CA_ABC_Raw
Tavern Citrus Heights Hills LLC,Citrus Heights,Sacramento,CA,(279) 669-4770,4623 Madison Pl #409,Restaurant,CA_ABC_Raw
Tavern Citrus Heights LLC,Citrus Heights,Sacramento,CA,(916) 320-8300,6201 Market Ln,Restaurant,CA_ABC_Raw
Tavern Citrus Heights Valley Co,Citrus Heights,Sacramento,CA,(916) 804-1594,,Restaurant,CA_SOS_Scraper_V3
Tavern Co,Citrus Heights,Sacramento,CA,(916) 693-2856,,Restaurant,CA_SOS_Scraper_V3
Tavern Company,Citrus Heights,Sacramento,CA,(279) 929-3181,6381 7th Blvd #116,Restaurant,CA_ABC_Raw
Tavern Corp,Citrus Heights,Sacramento,CA,(279) 325-8267,,Restaurant,CA_SOS_Scraper_V3
Tavern Corp 90,Citrus Heights,Sacramento,CA,(279) 645-2474,7821 5th St,Restaurant,CA_ABC_Raw
Tavern Group,Citrus Heights,Sacramento,CA,(279) 934-5247,,Restaurant,CA_SOS_Scraper_V3
Tavern Inc,Citrus Heights,Sacramento,CA,(279) 468-2651,,Restaurant,CA_SOS_Scraper_V3
Tavern LLC,Citrus Heights,Sacramento,CA,(279) 374-6491,356 Maple Blvd,Restaurant,CA_ABC_Raw
Tavern Sacramento,Citrus Heights,Sacramento,CA,(916) 911-5114,3885 Pico Ln #376,Restaurant,CA_ABC_Raw
Tavern Sacramento Company,Citrus Heights,Sacramento,CA,(279) 361-3908,6253 Mission St,Restaurant,CA_ABC_Raw
Tavern Sacramento Corp,Citrus Heights,Sacramento,CA,(916) 775-9886,621 Pico Blvd #383,Restaurant,CA_ABC_Raw
TheBanquets Citrus Heights Valley Company 32,Citrus Heights,Sacramento,CA,(279) 473-7776,9184 Front Ln,Restaurant,CA_ABC_Raw
TheBar & Grill Citrus Heights Heights LLC 84,Citrus Heights,Sacramento,CA,(279) 743-5802,169 Franklin Pl #773,Restaurant,CA_ABC_Raw
TheBar Citrus Heights 46,Citrus Heights,Sacramento,CA,(279) 574-9472,7172 Main Rd,Restaurant,CA_ABC_Raw
TheBeverage Store Company 90,Citrus Heights,Sacramento,CA,(916) 277-3646,,Restaurant,CA_SOS_Scraper_V3
TheBistro 13,Citrus Heights,Sacramento,CA,(279) 703-8374,6684 Madison Ln,Restaurant,CA_ABC_Raw
TheBistro 64,Citrus Heights,Sacramento,CA,(916) 269-5589,1641 4th Rd,Restaurant,CA_ABC_Raw
TheBistro Company 56,Citrus Heights,Sacramento,CA,(916) 979-6756,3537 Ocean Ct #583,Restaurant,CA_ABC_Raw
TheBistro Inc 68,Citrus Heights,Sacramento,CA,(916) 347-2541,9689 Franklin Ln #434,Restaurant,CA_ABC_Raw
TheBrasserie Citrus Heights 18,Citrus Heights,Sacramento,CA,(279) 865-9280,387 Sunset Ln #936,Restaurant,CA_ABC_Raw
TheBrasserie Citrus Heights 28,Citrus Heights,Sacramento,CA,(279) 854-6609,8350 Mission Pl,Restaurant,CA_ABC_Raw
TheBrasserie Citrus Heights 42,Citrus Heights,Sacramento,CA,(279) 863-9591,8736 4th St,Restaurant,CA_ABC_Raw
TheCafe Citrus Heights 94,Citrus Heights,Sacramento,CA,(916) 779-8856,5379 Maple St,Restaurant,CA_ABC_Raw
