Business Name,City,County,State,Phone,Address,Business Type,Source,Chain Status
FLAMINGO LOUNGE  THE,RIO VISTA,Sacramento,CA,,110 MAIN ST,Bar,ABC License Data,INDEPENDENT
HONG KONG SEAFOOD RESTAURANT,RIO VISTA,Sacramento,CA,,217 MAIN ST,Restaurant,ABC License Data,INDEPENDENT
LIRAS SUPERMARKET,RIO VISTA,Sacramento,CA,,609 HWY 12,Food Service,ABC License Data,INDEPENDENT
LUCYS CAFE,RIO VISTA,Sacramento,CA,,95 MAIN ST,Restaurant,ABC License Data,INDEPENDENT
PIZZA FACTORY,RIO VISTA,Sacramento,CA,,201 MAIN ST,Food Service,ABC License Data,INDEPENDENT
THE GOLF COURSE AT RIO VISTA,RIO VISTA,Sacramento,CA,,1000 SUMMERSET DR,Food Service,ABC License Data,INDEPENDENT
Mountain Mikes Pizza - Rancho Cordova,Rancho Cordova,Sacramento,CA,,,Pizza Restaurant,Mountain Mikes Franchise,INDEPENDENT
Banquets Inc,Roseville,Sacramento,CA,(916) 320-1665,3674 State Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
Banquets Sacramento Inc 47,Roseville,Sacramento,CA,(916) 304-5182,4537 Wilshire Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar,Roseville,Sacramento,CA,(279) 688-5432,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Bar & Grill LLC 85,Roseville,Sacramento,CA,(279) 242-2306,3650 3rd St,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar & Grill Roseville Company,Roseville,Sacramento,CA,(279) 572-7379,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Bar & Grill Roseville Hills LLC,Roseville,Sacramento,CA,(916) 538-4672,7756 Front Dr #687,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar & Grill Roseville LLC,Roseville,Sacramento,CA,(916) 290-1035,5188 Maple Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar & Grill Sacramento Co,Roseville,Sacramento,CA,(916) 761-3160,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Bar & Grill Sacramento Corp,Roseville,Sacramento,CA,(279) 535-4878,815 Washington Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar & Grill Sacramento Inc,Roseville,Sacramento,CA,(279) 826-2979,7531 7th Ave #921,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar & Grill Sacramento LLC 5,Roseville,Sacramento,CA,(916) 362-2079,677 Front Dr #431,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar 93,Roseville,Sacramento,CA,(916) 701-8390,2795 7th Ln #546,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar Company,Roseville,Sacramento,CA,(916) 763-8380,8546 Wilshire Ln #254,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar Group,Roseville,Sacramento,CA,(279) 311-8309,3777 Pico Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar Inc,Roseville,Sacramento,CA,(279) 986-9942,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Bar Roseville Co,Roseville,Sacramento,CA,(916) 416-8355,1975 4th Ave #711,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar Roseville Corp,Roseville,Sacramento,CA,(916) 252-9042,5156 7th Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar Roseville Group,Roseville,Sacramento,CA,(916) 615-6358,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Bar Roseville Heights Co,Roseville,Sacramento,CA,(916) 759-1781,1290 Franklin Rd #289,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar Roseville Hills LLC,Roseville,Sacramento,CA,(279) 752-4981,8640 Oak Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar Roseville Valley Company,Roseville,Sacramento,CA,(279) 883-1644,5820 Washington Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar Sacramento,Roseville,Sacramento,CA,(279) 839-1322,519 5th Pl #788,Restaurant,CA_ABC_Raw,INDEPENDENT
Bar Sacramento Company,Roseville,Sacramento,CA,(916) 939-3785,6496 Washington Blvd #231,Restaurant,CA_ABC_Raw,INDEPENDENT
Beverage Store,Roseville,Sacramento,CA,(279) 448-3622,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Beverage Store Company,Roseville,Sacramento,CA,(279) 408-8384,3219 Maple Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Beverage Store Group,Roseville,Sacramento,CA,(279) 461-7118,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Beverage Store Inc,Roseville,Sacramento,CA,(916) 570-7250,7007 Broadway Ln #689,Restaurant,CA_ABC_Raw,INDEPENDENT
Beverage Store LLC,Roseville,Sacramento,CA,(916) 688-5799,8756 1st Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Beverage Store Roseville,Roseville,Sacramento,CA,(916) 751-8863,4161 Sunset Way #898,Restaurant,CA_ABC_Raw,INDEPENDENT
Beverage Store Roseville Company,Roseville,Sacramento,CA,(916) 929-9869,8125 Main Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Beverage Store Roseville Heights Co,Roseville,Sacramento,CA,(279) 728-9898,5762 Market Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Beverage Store Roseville Valley,Roseville,Sacramento,CA,(279) 459-2116,2720 2nd Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Beverage Store Sacramento Co,Roseville,Sacramento,CA,(916) 990-2319,1313 Jefferson Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
Bistro,Roseville,Sacramento,CA,(279) 313-6832,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Bistro Company,Roseville,Sacramento,CA,(916) 607-5181,6739 Front Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Bistro Group 51,Roseville,Sacramento,CA,(279) 305-3208,6253 Madison St,Restaurant,CA_ABC_Raw,INDEPENDENT
Bistro Inc,Roseville,Sacramento,CA,(916) 938-9266,4113 Lincoln Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Bistro LLC,Roseville,Sacramento,CA,(279) 339-7741,5737 State Ln #174,Restaurant,CA_ABC_Raw,INDEPENDENT
Bistro Roseville Heights LLC,Roseville,Sacramento,CA,(279) 393-1189,8593 Ocean Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Bistro Roseville LLC,Roseville,Sacramento,CA,(279) 480-2071,1489 4th Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Bistro Sacramento,Roseville,Sacramento,CA,(916) 524-8298,4255 Sunset Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Bistro Sacramento Co 36,Roseville,Sacramento,CA,(916) 882-4428,4937 Front Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Bistro Sacramento Company,Roseville,Sacramento,CA,(916) 721-9639,5020 2nd St,Restaurant,CA_ABC_Raw,INDEPENDENT
Bottle Shop,Roseville,Sacramento,CA,(279) 977-5922,3076 Market Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Bottle Shop Co,Roseville,Sacramento,CA,(916) 804-5880,3556 Broadway Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Bottle Shop Roseville,Roseville,Sacramento,CA,(916) 866-2676,1562 Oak Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Bottle Shop Roseville Company,Roseville,Sacramento,CA,(279) 976-2514,5845 Madison Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Bottle Shop Roseville Group,Roseville,Sacramento,CA,(279) 595-5579,8423 Main Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Bottle Shop Roseville Inc,Roseville,Sacramento,CA,(916) 363-6362,9468 Ocean Blvd #136,Restaurant,CA_ABC_Raw,INDEPENDENT
Bottle Shop Roseville LLC,Roseville,Sacramento,CA,(279) 952-5702,1479 Lincoln Ln #621,Restaurant,CA_ABC_Raw,INDEPENDENT
Bottle Shop Sacramento Group,Roseville,Sacramento,CA,(279) 564-6036,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Brasserie,Roseville,Sacramento,CA,(916) 527-7733,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Brasserie Group 99,Roseville,Sacramento,CA,(916) 678-6926,9574 State St #169,Restaurant,CA_ABC_Raw,INDEPENDENT
Brasserie Inc,Roseville,Sacramento,CA,(279) 203-1456,958 Washington Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Brasserie Inc 73,Roseville,Sacramento,CA,(279) 870-2114,6953 Oak St #153,Restaurant,CA_ABC_Raw,INDEPENDENT
Brasserie Roseville,Roseville,Sacramento,CA,(916) 619-2125,9344 Lincoln Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Brasserie Roseville 23,Roseville,Sacramento,CA,(916) 825-7435,7171 Ocean St,Restaurant,CA_ABC_Raw,INDEPENDENT
Brasserie Roseville Co,Roseville,Sacramento,CA,(279) 844-2711,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Brasserie Roseville Company,Roseville,Sacramento,CA,(279) 949-5057,842 State Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Brasserie Roseville Inc,Roseville,Sacramento,CA,(279) 581-3422,1678 Sunset Ln #915,Restaurant,CA_ABC_Raw,INDEPENDENT
Brasserie Roseville Valley Group,Roseville,Sacramento,CA,(279) 949-6177,2085 Front Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Brasserie Sacramento,Roseville,Sacramento,CA,(916) 772-2129,2055 Main Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Brasserie Sacramento LLC,Roseville,Sacramento,CA,(279) 925-9628,6934 Mission Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Brewery,Roseville,Sacramento,CA,(279) 288-2231,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Brewery Roseville,Roseville,Sacramento,CA,(916) 930-5567,6210 Sunset Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Cafe,Roseville,Sacramento,CA,(279) 482-8562,9390 Madison Pl #792,Restaurant,CA_ABC_Raw,INDEPENDENT
Cafe Inc,Roseville,Sacramento,CA,(279) 553-1396,6905 Hollywood Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Cafe Roseville,Roseville,Sacramento,CA,(916) 822-5300,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Cafe Roseville Hills,Roseville,Sacramento,CA,(916) 722-5175,2141 6th St #658,Restaurant,CA_ABC_Raw,INDEPENDENT
Cafe Sacramento,Roseville,Sacramento,CA,(279) 382-3099,5065 Ocean Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Catering,Roseville,Sacramento,CA,(916) 903-8354,6843 Madison Rd #127,Restaurant,CA_ABC_Raw,INDEPENDENT
Catering Company,Roseville,Sacramento,CA,(279) 421-6906,4345 Main Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Catering Company Inc,Roseville,Sacramento,CA,(279) 809-8013,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Catering Company Roseville Valley Company,Roseville,Sacramento,CA,(279) 975-9527,8603 Mission Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Chophouse,Roseville,Sacramento,CA,(916) 400-9574,5787 5th Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Chophouse Company 51,Roseville,Sacramento,CA,(916) 224-2952,4756 Jefferson Ave #236,Restaurant,CA_ABC_Raw,INDEPENDENT
Chophouse Corp,Roseville,Sacramento,CA,(916) 448-5874,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Chophouse Group,Roseville,Sacramento,CA,(279) 315-2162,9011 Market Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
Chophouse Inc,Roseville,Sacramento,CA,(279) 951-6476,4138 Wilshire St,Restaurant,CA_ABC_Raw,INDEPENDENT
Chophouse LLC,Roseville,Sacramento,CA,(916) 765-3338,9096 Front Blvd #307,Restaurant,CA_ABC_Raw,INDEPENDENT
Chophouse Roseville,Roseville,Sacramento,CA,(279) 478-8722,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Chophouse Roseville Company,Roseville,Sacramento,CA,(279) 980-2763,2268 Lincoln Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Chophouse Roseville Corp,Roseville,Sacramento,CA,(279) 960-4335,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Chophouse Roseville Group,Roseville,Sacramento,CA,(916) 469-6572,3389 Front Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Chophouse Roseville Hills,Roseville,Sacramento,CA,(279) 203-7905,2434 7th Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Chophouse Roseville Hills Co,Roseville,Sacramento,CA,(916) 547-2372,3228 Hollywood Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Chophouse Roseville Hills Corp,Roseville,Sacramento,CA,(916) 963-6438,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Chophouse Roseville LLC,Roseville,Sacramento,CA,(916) 870-4206,8009 State Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Chophouse Roseville Valley,Roseville,Sacramento,CA,(279) 779-2147,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Chophouse Roseville Valley Co,Roseville,Sacramento,CA,(916) 430-8157,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Chophouse Roseville Valley LLC,Roseville,Sacramento,CA,(279) 379-8758,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Chophouse Sacramento,Roseville,Sacramento,CA,(279) 976-3296,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Chophouse Sacramento Co,Roseville,Sacramento,CA,(279) 303-6571,1379 Madison Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Club 77,Roseville,Sacramento,CA,(279) 965-1281,8830 3rd Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Club Inc 88,Roseville,Sacramento,CA,(279) 401-7985,315 Oak Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Club Roseville,Roseville,Sacramento,CA,(916) 321-9070,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Club Roseville Heights,Roseville,Sacramento,CA,(279) 905-4594,3638 Pico Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Club Sacramento Corp,Roseville,Sacramento,CA,(279) 692-3115,6663 2nd Ct #815,Restaurant,CA_ABC_Raw,INDEPENDENT
Club Sacramento Inc 94,Roseville,Sacramento,CA,(916) 483-4017,7834 Sunset Ave #364,Restaurant,CA_ABC_Raw,INDEPENDENT
Club Sacramento LLC,Roseville,Sacramento,CA,(916) 622-6704,1919 Sunset Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Convenience Store 96,Roseville,Sacramento,CA,(279) 708-9143,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Convenience Store Group 73,Roseville,Sacramento,CA,(279) 449-1917,9797 Franklin Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Convenience Store Roseville,Roseville,Sacramento,CA,(916) 977-7615,6519 1st Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
Convenience Store Sacramento,Roseville,Sacramento,CA,(279) 250-9192,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Convenience Store Sacramento Company,Roseville,Sacramento,CA,(279) 251-4360,8028 Main Blvd #421,Restaurant,CA_ABC_Raw,INDEPENDENT
Corner,Roseville,Sacramento,CA,(916) 910-2920,1441 Main Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Corner Corp,Roseville,Sacramento,CA,(916) 674-5865,3039 Market Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Corner LLC,Roseville,Sacramento,CA,(279) 722-9998,4258 Franklin Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Corner Roseville,Roseville,Sacramento,CA,(916) 957-8118,6362 Lincoln Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Corner Roseville Corp,Roseville,Sacramento,CA,(279) 945-1558,8318 Hollywood Dr #729,Restaurant,CA_ABC_Raw,INDEPENDENT
Corner Roseville Hills Co,Roseville,Sacramento,CA,(916) 789-9306,6554 Market Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Corner Roseville Inc,Roseville,Sacramento,CA,(279) 401-1651,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Corner Store Company,Roseville,Sacramento,CA,(916) 739-6501,5206 State Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Corner Store Corp 93,Roseville,Sacramento,CA,(279) 859-1715,9861 Main Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Corner Store LLC,Roseville,Sacramento,CA,(279) 215-3385,3661 4th Ln #197,Restaurant,CA_ABC_Raw,INDEPENDENT
Corner Store Roseville Inc,Roseville,Sacramento,CA,(916) 681-8937,951 Main Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Corner Store Sacramento,Roseville,Sacramento,CA,(916) 742-3127,753 2nd Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Diner,Roseville,Sacramento,CA,(916) 676-6288,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Diner Corp,Roseville,Sacramento,CA,(279) 832-4677,6243 2nd St,Restaurant,CA_ABC_Raw,INDEPENDENT
Diner Group,Roseville,Sacramento,CA,(279) 613-2236,4530 Pico Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Diner Inc,Roseville,Sacramento,CA,(916) 266-7662,5780 Oak St,Restaurant,CA_ABC_Raw,INDEPENDENT
Diner Roseville Heights Inc,Roseville,Sacramento,CA,(279) 970-5590,7544 Maple Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Diner Roseville Heights LLC,Roseville,Sacramento,CA,(916) 549-6998,7415 Main Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Diner Roseville Hills 69,Roseville,Sacramento,CA,(279) 948-9520,5687 Lincoln Ln #822,Restaurant,CA_ABC_Raw,INDEPENDENT
Diner Roseville Hills Corp,Roseville,Sacramento,CA,(916) 230-3033,2203 Jefferson St,Restaurant,CA_ABC_Raw,INDEPENDENT
Discount Liquor Roseville Heights,Roseville,Sacramento,CA,(279) 302-6204,2646 Ocean Way #645,Restaurant,CA_ABC_Raw,INDEPENDENT
Dive Bar,Roseville,Sacramento,CA,(916) 835-2134,3889 2nd Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Dive Bar Corp,Roseville,Sacramento,CA,(916) 459-1840,647 2nd Blvd #585,Restaurant,CA_ABC_Raw,INDEPENDENT
Dive Bar Group 99,Roseville,Sacramento,CA,(279) 880-3644,2769 2nd Dr #310,Restaurant,CA_ABC_Raw,INDEPENDENT
Dive Bar Roseville,Roseville,Sacramento,CA,(916) 986-3570,6380 6th Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Dive Bar Roseville Co,Roseville,Sacramento,CA,(916) 466-1307,4873 Market Way #247,Restaurant,CA_ABC_Raw,INDEPENDENT
Dive Bar Roseville Heights,Roseville,Sacramento,CA,(916) 706-9168,1181 3rd Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Dive Bar Sacramento,Roseville,Sacramento,CA,(279) 902-2451,2097 Front Dr #673,Restaurant,CA_ABC_Raw,INDEPENDENT
Eatery,Roseville,Sacramento,CA,(916) 452-5404,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Eatery Group,Roseville,Sacramento,CA,(279) 747-4428,6428 Oak Pl #767,Restaurant,CA_ABC_Raw,INDEPENDENT
Eatery Inc,Roseville,Sacramento,CA,(916) 842-9143,4733 Hollywood Dr #784,Restaurant,CA_ABC_Raw,INDEPENDENT
Eatery LLC,Roseville,Sacramento,CA,(916) 644-1137,8996 Hollywood Way #615,Restaurant,CA_ABC_Raw,INDEPENDENT
Eatery Roseville Corp,Roseville,Sacramento,CA,(279) 907-7295,4339 Broadway Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Eatery Roseville Heights Inc,Roseville,Sacramento,CA,(279) 766-1512,7364 7th Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Eatery Roseville Hills,Roseville,Sacramento,CA,(279) 918-9975,4919 4th Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Eatery Roseville Valley,Roseville,Sacramento,CA,(279) 471-3915,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Eatery Sacramento,Roseville,Sacramento,CA,(916) 611-8297,2587 3rd Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Eatery Sacramento Company,Roseville,Sacramento,CA,(279) 705-1753,2628 7th St #190,Restaurant,CA_ABC_Raw,INDEPENDENT
Eatery Sacramento Inc,Roseville,Sacramento,CA,(279) 925-1264,4453 4th Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Event Catering Roseville Corp,Roseville,Sacramento,CA,(916) 788-9446,8414 Mission Ct #948,Restaurant,CA_ABC_Raw,INDEPENDENT
Event Catering Roseville Valley Group,Roseville,Sacramento,CA,(916) 291-3406,3168 State Rd #659,Restaurant,CA_ABC_Raw,INDEPENDENT
Event Catering Sacramento Group,Roseville,Sacramento,CA,(916) 503-3513,2328 Jefferson Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Event Planning LLC 86,Roseville,Sacramento,CA,(916) 991-8441,3587 1st Pl #916,Restaurant,CA_ABC_Raw,INDEPENDENT
Event Production Roseville Heights Inc,Roseville,Sacramento,CA,(916) 852-3248,9717 2nd Ave #917,Restaurant,CA_ABC_Raw,INDEPENDENT
Event Production Sacramento Corp,Roseville,Sacramento,CA,(916) 365-7360,2144 Lincoln Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Event Services,Roseville,Sacramento,CA,(279) 915-4076,2808 State Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Event Services Roseville Co,Roseville,Sacramento,CA,(916) 471-5924,1667 Pico Ave #620,Restaurant,CA_ABC_Raw,INDEPENDENT
Events & Catering Corp,Roseville,Sacramento,CA,(279) 331-1286,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Events & Catering Corp 19,Roseville,Sacramento,CA,(916) 864-8502,7511 Sunset Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Events & Catering Roseville,Roseville,Sacramento,CA,(916) 261-3294,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Events & Catering Roseville Heights,Roseville,Sacramento,CA,(916) 902-8913,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Fine Wines Co,Roseville,Sacramento,CA,(916) 311-8857,9020 Sunset Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Fine Wines Inc,Roseville,Sacramento,CA,(916) 908-8933,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Fine Wines LLC,Roseville,Sacramento,CA,(279) 785-9380,4498 Front Ct #374,Restaurant,CA_ABC_Raw,INDEPENDENT
Fine Wines Sacramento,Roseville,Sacramento,CA,(279) 423-4977,7605 Hollywood Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Grill 46,Roseville,Sacramento,CA,(916) 530-6945,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Grill Company,Roseville,Sacramento,CA,(279) 954-7590,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Grill Roseville,Roseville,Sacramento,CA,(279) 768-9247,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Grill Roseville Heights,Roseville,Sacramento,CA,(916) 756-8343,3125 Hollywood Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
Grill Roseville Hills,Roseville,Sacramento,CA,(279) 247-5088,7733 6th Ct #666,Restaurant,CA_ABC_Raw,INDEPENDENT
Grill Roseville Valley,Roseville,Sacramento,CA,(279) 294-8336,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Grill Sacramento,Roseville,Sacramento,CA,(279) 952-9139,7550 Lincoln St,Restaurant,CA_ABC_Raw,INDEPENDENT
Grocery,Roseville,Sacramento,CA,(916) 242-2339,2565 2nd Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Grocery Company,Roseville,Sacramento,CA,(916) 778-2449,8976 7th Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Grocery Corp,Roseville,Sacramento,CA,(916) 510-4751,7003 Hollywood St,Restaurant,CA_ABC_Raw,INDEPENDENT
Grocery Inc,Roseville,Sacramento,CA,(279) 776-3467,4436 State Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Grocery Roseville,Roseville,Sacramento,CA,(916) 916-5584,6902 Wilshire Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Grocery Roseville Group 14,Roseville,Sacramento,CA,(279) 413-4160,2008 Mission St,Restaurant,CA_ABC_Raw,INDEPENDENT
Grocery Sacramento,Roseville,Sacramento,CA,(916) 885-7429,4508 3rd Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
House Company,Roseville,Sacramento,CA,(279) 888-9826,2507 Broadway St,Restaurant,CA_ABC_Raw,INDEPENDENT
House Roseville Corp,Roseville,Sacramento,CA,(916) 761-5798,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
House Roseville Heights,Roseville,Sacramento,CA,(916) 709-7237,309 Sunset Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
House Roseville Hills,Roseville,Sacramento,CA,(279) 435-8076,6772 Pico Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
House Roseville Hills Inc,Roseville,Sacramento,CA,(279) 754-5625,6050 Front Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
House Roseville Inc,Roseville,Sacramento,CA,(916) 961-6337,2083 Lincoln Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
House Roseville Valley,Roseville,Sacramento,CA,(279) 796-8289,5828 2nd Ave #645,Restaurant,CA_ABC_Raw,INDEPENDENT
House Roseville Valley LLC,Roseville,Sacramento,CA,(279) 934-7017,8365 Market Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
House Sacramento,Roseville,Sacramento,CA,(916) 466-5700,2755 Pico Blvd #421,Restaurant,CA_ABC_Raw,INDEPENDENT
Kitchen 50,Roseville,Sacramento,CA,(916) 766-1507,4000 Ocean Ct #455,Restaurant,CA_ABC_Raw,INDEPENDENT
Kitchen 6,Roseville,Sacramento,CA,(916) 886-6340,4755 Oak Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Kitchen Co,Roseville,Sacramento,CA,(916) 985-1912,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Kitchen Company,Roseville,Sacramento,CA,(279) 626-6211,8887 Hollywood St,Restaurant,CA_ABC_Raw,INDEPENDENT
Kitchen Group,Roseville,Sacramento,CA,(916) 449-6578,5777 Sunset Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Kitchen Group 49,Roseville,Sacramento,CA,(916) 496-7827,3947 Oak Blvd #534,Restaurant,CA_ABC_Raw,INDEPENDENT
Kitchen LLC,Roseville,Sacramento,CA,(279) 771-4426,9567 6th Ln #387,Restaurant,CA_ABC_Raw,INDEPENDENT
Kitchen Roseville,Roseville,Sacramento,CA,(916) 345-7864,841 Madison Pl #372,Restaurant,CA_ABC_Raw,INDEPENDENT
Kitchen Roseville 96,Roseville,Sacramento,CA,(916) 297-2274,7714 Broadway St #218,Restaurant,CA_ABC_Raw,INDEPENDENT
Kitchen Roseville Co,Roseville,Sacramento,CA,(916) 483-3153,2928 5th Way #546,Restaurant,CA_ABC_Raw,INDEPENDENT
Kitchen Roseville Group,Roseville,Sacramento,CA,(916) 728-3651,7589 Jefferson Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Kitchen Roseville Hills,Roseville,Sacramento,CA,(279) 279-5199,6542 Wilshire Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
