name,dba,primary,city,county,state,zip,address,license_type,license_num,expiry
ECO LIQUOR & FOOD,ECO LIQUOR & FOOD,SINGH  SUKHJINDER,RANCHO CORDOVA,Sacramento,CA,95670-4708,10599 FOLSOM BLVD,21,00446725,31-OCT-2026
EL PUERTO RESTAURANT,EL PUERTO RESTAURANT,RODRIGUEZ  JUAN MANUEL,RANCHO CORDOVA,Sacramento,CA,95670,10851 FOLSOM BLVD,41,00594403,31-MAR-2027
EXPRESS SUSHI & TERIYAKI,EXPRESS SUSHI & TERIYAKI,EXPRESS SUSHI & TERIYAKI INC,RANCHO CORDOVA,Sacramento,CA,95670-1938,10113 FOLSOM BLVD,41,00655312,31-MAR-2027
FAMOUS BURGERS & BREW,FAMOUS BURGERS & BREW,INTEGRIS MANAGEMENT GROUP  INC.,RANCHO CORDOVA,Sacramento,CA,95670-6397,3101 ZINFANDEL DR,47,00672571,31-JAN-2027
FRANZESE WINE,FRANZESE WINE,FRANZESE WINE LLC,RANCHO CORDOVA,Sacramento,CA,95742-6569,11346 SUNCO DR,18,00660387,30-NOV-2026
FRANZESE WINE,FRANZESE WINE,FRANZESE WINE LLC,RANCHO CORDOVA,Sacramento,CA,95742-6569,11346 SUNCO DR,12,00660387,30-NOV-2026
FULL STOP MARKET,FULL STOP MARKET,SINGH  TAJINDER,RANCHO CORDOVA,Sacramento,CA,95670-1901,10069 FOLSOM BLVD,20,00558940,30-SEP-2026
GO 4 PIZZA,GO 4 PIZZA,GO 4 PIZZA INC,RANCHO CORDOVA,Sacramento,CA,95742,4036 SUNRISE BLVD,41,00651025,31-AUG-2026
H&S ENERGY PRODUSCTS  LLC STORE #3076,H&S ENERGY PRODUSCTS  LLC STORE #3076,H&S ENERGY PRODUCTS  LLC,RANCHO CORDOVA,Sacramento,CA,95827-1701,9680 BUSINESS PARK DR,20,00634878,30-APR-2027
HARRYS LIQUOR & FOOD,HARRYS LIQUOR & FOOD,NAV GAS & FOODS  INC,RANCHO CORDOVA,Sacramento,CA,95670-5003,10847 FOLSOM BLVD,21,00523444,31-JAN-2027
INDIAN SPICE RESTAURANT,INDIAN SPICE RESTAURANT,RAI  AMRIT,RANCHO CORDOVA,Sacramento,CA,95670-4376,2228 SUNRISE BLVD,41,00555870,30-APR-2026
JADE ASIAN RESTAURANT,JADE ASIAN RESTAURANT,MING PALACE LLC,RANCHO CORDOVA,Sacramento,CA,95670,2855 ZINFANDEL DR,41,00670768,31-AUG-2026
JBS LOUNGE AND GRILL,JBS LOUNGE AND GRILL,BROWN  JEROL LANDON JR,RANCHO CORDOVA,Sacramento,CA,95827,9777 LINCOLN VILLAGE DR,48,00539275,31-JAN-2027
JBS LOUNGE AND GRILL,JBS LOUNGE AND GRILL,BROWN  JEROL LANDON JR,RANCHO CORDOVA,Sacramento,CA,95827,9777 LINCOLN VILLAGE DR,58,00539275,31-JAN-2027
JIMBOYS TACOS 15,JIMBOYS TACOS 15,PEREZ  JOEL RAMIREZ,RANCHO CORDOVA,Sacramento,CA,95670,11065 FOLSOM BLVD,41,00371820,28-FEB-2027
JJ FOOD & LIQUOR,JJ FOOD & LIQUOR,KAUR  BHAJAN,RANCHO CORDOVA,Sacramento,CA,95670-4635,10401 FOLSOM BLVD,21,00551028,31-JAN-2027
KINGS LIQUOR AND MARKET,KINGS LIQUOR AND MARKET,ANMOL VIRK  INC,RANCHO CORDOVA,Sacramento,CA,95670-4001,10653 B & 10657 COLOMA RD,21,00558049,30-JUN-2027
KOREANA PLAZA MARKET SACRAMENTO,KOREANA PLAZA MARKET SACRAMENTO,KOREANA PLAZA MARKET SACRAMENTO INC,RANCHO CORDOVA,Sacramento,CA,95670-5658,10971 OLSON DR,21,00551958,31-MAY-2027
KOREANA PLAZA MARKET SACRAMENTO INC,,KOREANA PLAZA MARKET SACRAMENTO INC,RANCHO CORDOVA,Sacramento,CA,95670-5658,10995 OLSON DR,47,00549378,31-DEC-2026
KP BEATS LLC,,KP BEATS LLC,RANCHO CORDOVA,Sacramento,CA,95670-5655,10947 OLSON DR,47,00552224,31-JUL-2027
LOUIE'S COCKTAIL LOUNGE,LOUIE'S COCKTAIL LOUNGE,JAMES AND JAMES INVESTMENTS INC,RANCHO CORDOVA,Sacramento,CA,95670,3030 MATHER FIELD RD,48,00635331,31-MAR-2027
M & B CORDOVA LIQUORS,M & B CORDOVA LIQUORS,SANDHU  BALBIR KAUR,RANCHO CORDOVA,Sacramento,CA,95670,2787 DON JUAN DR,21,00429779,31-MAY-2026
MARTIROSYANS LIQUOR CORP,MARTIROSYANS LIQUOR CORP,MARTIROSYANS LIQUOR CORP,RANCHO CORDOVA,Sacramento,CA,95742,3339 FITZGERALD RD,18,00589974,31-JUL-2026
MARTIROSYANS LIQUOR CORP,MARTIROSYANS LIQUOR CORP,MARTIROSYANS LIQUOR CORP,RANCHO CORDOVA,Sacramento,CA,95742,3339 FITZGERALD RD,12,00589974,31-JUL-2026
MOD PIZZA,MOD PIZZA,EXCEED G3 LLC,RANCHO CORDOVA,Sacramento,CA,95670-5659,10909 OLSON DR,41,00665108,28-FEB-2027
MOUNTAIN MIKES PIZZA,MOUNTAIN MIKES PIZZA,SANDHU PIZZA INC,RANCHO CORDOVA,Sacramento,CA,95670-4611,10419 FOLSOM BLVD,41,00643357,31-MAR-2027
MR. TEQUILA SPORTS BAR AND GRILL,MR. TEQUILA SPORTS BAR AND GRILL,MR. BEERS LLC,RANCHO CORDOVA,Sacramento,CA,95742-6422,12401 FOLSOM BLVD,47,00646904,31-MAY-2027
MR. TEQUILA SPORTS BAR AND GRILL,MR. TEQUILA SPORTS BAR AND GRILL,MR. BEERS LLC,RANCHO CORDOVA,Sacramento,CA,95742-6422,12401 FOLSOM BLVD,77,00646904,31-MAY-2027
MR. TEQUILA SPORTS BAR AND GRILL,MR. TEQUILA SPORTS BAR AND GRILL,MR. BEERS LLC,RANCHO CORDOVA,Sacramento,CA,95742-6422,12401 FOLSOM BLVD,58,00646904,31-MAY-2027
NARUMI SUSHI,NARUMI SUSHI,NARUMI SUSHI INC,RANCHO CORDOVA,Sacramento,CA,95742-6305,12251 FOLSOM BLVD,47,00665492,28-FEB-2027
NEW SEOULZIP KOREAN RESTAURANT,NEW SEOULZIP KOREAN RESTAURANT,HS COMPANY INC,RANCHO CORDOVA,Sacramento,CA,95670-5603,2827-2829 ZINFANDEL DR,41,00639184,31-MAY-2027
OHGANE KOREAN BBQ,OHGANE KOREAN BBQ,OBJJ INC,RANCHO CORDOVA,Sacramento,CA,95670-5603,2839 ZINFANDEL DR,41,00669620,30-SEP-2026
P & A FOOD & LIQUOR,P & A FOOD & LIQUOR,SARTAN  DARSHAN SINGH,RANCHO CORDOVA,Sacramento,CA,95670-4670,10152 COLOMA RD,21,00512720,31-AUG-2026
PHO FRESH,PHO FRESH,PHO FRESH LLC,RANCHO CORDOVA,Sacramento,CA,95670-4001,10673 COLOMA RD,41,00607429,31-AUG-2026
PHO TASTY,PHO TASTY,PHO TASTY NO. 4 LLC,RANCHO CORDOVA,Sacramento,CA,95742-6214,2738 SUNRISE BLVD,41,00677335,30-APR-2027
PRIYA INDIAN CUISINE,PRIYA INDIAN CUISINE,KRISHNA INC,RANCHO CORDOVA,Sacramento,CA,95670-6397,3101 ZINFANDEL DR,41,00597450,30-SEP-2026
ROSIE'S COUNTRY KITCHEN,ROSIE'S COUNTRY KITCHEN,BALDEEP ENTERPRISES CORP,RANCHO CORDOVA,Sacramento,CA,95670-3516,10273 FOLSOM BLVD,41,00650451,31-JAN-2027
ROUND TABLE PIZZA #1317,ROUND TABLE PIZZA #1317,KPA VENTURES INC.,RANCHO CORDOVA,Sacramento,CA,95742,4011 SUNRISE BLVD,41,00666196,30-JUN-2026
SAKE SUSHI BUFFET,SAKE SUSHI BUFFET,SAKE SUSHI BUFFET LLC,RANCHO CORDOVA,Sacramento,CA,95670-5671,10831 OLSON DR,41,00668788,31-JUL-2026
SALA THAI,SALA THAI,SINPRASONG  KITTIKOM,RANCHO CORDOVA,Sacramento,CA,95670-6397,3101 ZINFANDEL DR,41,00478596,30-JUN-2026
SALVADOREAN RESTAURANT,SALVADOREAN RESTAURANT,CUELLARALVARADO  ROBERTO C,RANCHO CORDOVA,Sacramento,CA,95742-6502,3021 SUNRISE BLVD,41,00563428,31-DEC-2026
SF SUPERMARKET,SF SUPERMARKET,SF SUPERMARKET SUNRISE  INC,RANCHO CORDOVA,Sacramento,CA,95742-6214,2738 SUNRISE BLVD,21,00620152,30-SEP-2026
SOHO SUSHI BAR & GRILL,SOHO SUSHI BAR & GRILL,SOHO SUSHI INC,RANCHO CORDOVA,Sacramento,CA,95670-6396,3101 ZINFANDEL DR,41,00519824,31-MAY-2027
SONNY'S MARKET,SONNY'S MARKET,SONNY MARKET INC.,RANCHO CORDOVA,Sacramento,CA,95670-5858,3291 MATHER FIELD RD,21,00595093,31-JAN-2027
SORA SUSHI,SORA SUSHI,DDMOON  INC,RANCHO CORDOVA,Sacramento,CA,95670,3187 ZINFANDEL DR,41,00602083,28-FEB-2027
SPROUTS FARMERS MARKET,SPROUTS FARMERS MARKET,SF MARKETS LLC,RANCHO CORDOVA,Sacramento,CA,95670,10846 BEAR HOLLOW DR,20,00629683,31-AUG-2026
STEVE'S PIZZA,STEVE'S PIZZA,JASTEJ CORPORATION,RANCHO CORDOVA,Sacramento,CA,95670-6375,3191 ZINFANDEL DR,41,00654033,28-FEB-2027
STRAW HAT PIZZA,STRAW HAT PIZZA,SHP MOMA  LLC,RANCHO CORDOVA,Sacramento,CA,95670-5417,2929 MATHER FIELD RD,41,00570238,30-JUN-2027
VIVA SUPERMARKET,VIVA SUPERMARKET,NARI TRADING  INC.,RANCHO CORDOVA,Sacramento,CA,95670-3518,10385 FOLSOM BLVD,21,00570766,31-AUG-2026
WABUNE SUSHI JAPANESE RESTAURANT LLC,WABUNE SUSHI JAPANESE RESTAURANT LLC,WABUNE SUSHI JAPANESE RESTAURANT LLC,RANCHO CORDOVA,Sacramento,CA,95742-6922,4040 SUNRISE BLVD,41,00664413,31-MAR-2027
WAL MART STORE #2457,WAL MART STORE #2457,WALMART INC.,RANCHO CORDOVA,Sacramento,CA,95670-4828,10655 FOLSOM BLVD,21,00504116,30-JUN-2027
EL GALLO RESTAURANT,EL GALLO RESTAURANT,LOPEZDAVALOS  MARIANO,RANCHO MURIETA,Sacramento,CA,95683-9715,7277 LONE PINE DR,47,00441038,30-SEP-2026
EL GALLO RESTAURANT,EL GALLO RESTAURANT,LOPEZDAVALOS  MARIANO,RANCHO MURIETA,Sacramento,CA,95683-9715,7277 LONE PINE DR,58,00441038,30-SEP-2026
GO 4 PIZZA,GO 4 PIZZA,GO 4 PIZZA INC,RANCHO MURIETA,Sacramento,CA,95683,7195 MURIETA DR,41,00651061,30-SEP-2026
GRANLEES BAR & GRILL  THE GATE,GRANLEES BAR & GRILL  THE GATE,GRANLEES STATION  LLC,RANCHO MURIETA,Sacramento,CA,95683,7337 MURIETA DR,47,00537291,30-NOV-2026
GRANLEES BAR & GRILL  THE GATE,GRANLEES BAR & GRILL  THE GATE,GRANLEES STATION  LLC,RANCHO MURIETA,Sacramento,CA,95683,7337 MURIETA DR,77,00537291,30-NOV-2026
GRANLEES BAR & GRILL  THE GATE,GRANLEES BAR & GRILL  THE GATE,GRANLEES STATION  LLC,RANCHO MURIETA,Sacramento,CA,95683,7337 MURIETA DR,58,00537291,30-NOV-2026
GRANLEES BAR & GRILL  THE GATE,GRANLEES BAR & GRILL  THE GATE,GRANLEES STATION  LLC,RANCHO MURIETA,Sacramento,CA,95683,7337 MURIETA DR,47,00537291,30-NOV-2026
GRANLEES BAR & GRILL  THE GATE,GRANLEES BAR & GRILL  THE GATE,GRANLEES STATION  LLC,RANCHO MURIETA,Sacramento,CA,95683,7337 MURIETA DR,68,00537291,30-NOV-2026
MURIETA CAFE,MURIETA CAFE,GRANLEES STATION  LLC,RANCHO MURIETA,Sacramento,CA,95683-9715,7200 LONE PINE DR,47,00642620,31-OCT-2026
PLAZA FOODS SUPERMARKET,PLAZA FOODS SUPERMARKET,MURIETA PLAZA FOODS INC,RANCHO MURIETA,Sacramento,CA,95683,7248 MURIETA DR B1,21,00323998,
PLAZA FOODS SUPERMARKET,PLAZA FOODS SUPERMARKET,MURIETA PLAZA FOODS INC,RANCHO MURIETA,Sacramento,CA,95683,7248 MURIETA DR B1,86,00323998,
RANCHO MURIETA COUNTRY CLUB,RANCHO MURIETA COUNTRY CLUB,RANCHO MURIETA COUNTRY CLUB,RANCHO MURIETA,Sacramento,CA,95683-9148,7000 ALAMEDA DR,47,00051270,31-OCT-2026
RANCHO MURIETA COUNTRY CLUB,RANCHO MURIETA COUNTRY CLUB,RANCHO MURIETA COUNTRY CLUB,RANCHO MURIETA,Sacramento,CA,95683-9148,7000 ALAMEDA DR,58,00051270,31-OCT-2026
RANCHO MURIETA COUNTRY STORE,RANCHO MURIETA COUNTRY STORE,UPPAL  BHUPINDER SINGH,RANCHO MURIETA,Sacramento,CA,95683,7175 MURIETA DR,21,00338560,30-SEP-2026
ARCHWAY MARKET,ARCHWAY MARKET,RIO LINDA MARKET INC,RIO LINDA,Sacramento,CA,95673,416 M ST,21,00625140,30-JUN-2027
BILLS MARKET,BILLS MARKET,KAUR  TEJWANT,RIO LINDA,Sacramento,CA,95673-4616,2349 I ST,21,00673217,30-APR-2027
GINZA SUSHI & GRILLE,GINZA SUSHI & GRILLE,MK GINZA LLC,RIO LINDA,Sacramento,CA,95673,440 ELKHORN BLVD,41,00666418,28-FEB-2027
NU WAY MARKET,NU WAY MARKET,NU WAY MARKET INC,RIO LINDA,Sacramento,CA,95673,6800 FRONT ST,20,00426366,31-MAY-2027
RIO FOOD & LIQUOR,RIO FOOD & LIQUOR,RIO FOOD & LIQUOR LLC,RIO LINDA,Sacramento,CA,95673,6401 RIO LINDA BLVD,21,00360207,
RIO FOOD & LIQUOR,RIO FOOD & LIQUOR,BHANGU PETROLEUM INC,RIO LINDA,Sacramento,CA,95673,6401 RIO LINDA BLVD,21,00673971,31-DEC-2026
RIO LINDA LIQUOR,RIO LINDA LIQUOR,RIO LIQUOR & WINE INC,RIO LINDA,Sacramento,CA,95673-2239,428 M ST,21,00647451,31-OCT-2026
RIO PUB,RIO PUB,JACKSON CHARLES  LLC,RIO LINDA,Sacramento,CA,95673-2334,6750 FRONT ST,47,00650686,30-SEP-2026
RIO PUB,RIO PUB,JACKSON CHARLES  LLC,RIO LINDA,Sacramento,CA,95673-2334,6750 FRONT ST,58,00650686,30-SEP-2026
STOP AND SHOP MARKET,STOP AND SHOP MARKET,BAGGA GRANDSONS INC,RIO LINDA,Sacramento,CA,95673-4408,6007 DRY CREEK RD,21,00622921,31-MAY-2027
21ST AMENDMENT LIQUORS,21ST AMENDMENT LIQUORS,DOAL ENTERPRISE INC,SACRAMENTO,Sacramento,CA,95825-5110,1555 FULTON AVE,21,00568907,30-JUN-2026
5 TACOS AND BEERS,5 TACOS AND BEERS,RODRIGUEZ  LOURDES,SACRAMENTO,Sacramento,CA,95814-6006,1627 16TH ST,47,00651924,31-OCT-2026
500F PIZZA X TAPHOUSE,500F PIZZA X TAPHOUSE,SAINI  SANDEEP,SACRAMENTO,Sacramento,CA,95864-3102,4341 ARDEN WAY,47,00611324,31-MAR-2027
524 RESTAURANT INC,524 RESTAURANT INC,FONSECA  LUISA GUADALUPE,SACRAMENTO,Sacramento,CA,95834-1667,3830 NORTHGATE BLVD,47,00641528,31-JUL-2026
5TH STREET MARKET,5TH STREET MARKET,SAHOTA  CHAMKAUR SINGH,SACRAMENTO,Sacramento,CA,95818-2829,2644 5TH ST,21,00642616,28-FEB-2027
7 ELEVEN STORE #2365-35491A,7 ELEVEN STORE #2365-35491A,7 ELEVEN INC,SACRAMENTO,Sacramento,CA,95821-5504,2160 EL CAMINO AVE,20,00537971,30-JUN-2027
7 ELEVEN STORE #2365-36868A,7 ELEVEN STORE #2365-36868A,7 ELEVEN INC,SACRAMENTO,Sacramento,CA,95819-4614,6500 FOLSOM BLVD,20,00547978,30-JUN-2027
7 ELEVEN STORE 2235 14119F,7 ELEVEN STORE 2235 14119F,7 ELEVEN INC,SACRAMENTO,Sacramento,CA,95823,6591 WYNDHAM DR,20,00434866,30-JUN-2027
7 ELEVEN STORE 2235 16350D,7 ELEVEN STORE 2235 16350D,7 ELEVEN INC,SACRAMENTO,Sacramento,CA,95826,7700 LA RIVIERA DR,20,00426404,30-JUN-2027
7 ELEVEN STORE 2235 23040E,7 ELEVEN STORE 2235 23040E,7 ELEVEN INC,SACRAMENTO,Sacramento,CA,95825,2544 ARDEN WY,20,00528024,30-JUN-2027
7 ELEVEN STORE 2235 23226 B,7 ELEVEN STORE 2235 23226 B,7 ELEVEN INC,SACRAMENTO,Sacramento,CA,95827,3405 BRADSHAW RD,20,00401802,30-JUN-2027
7 ELEVEN STORE 2235 23265D,7 ELEVEN STORE 2235 23265D,7 ELEVEN INC,SACRAMENTO,Sacramento,CA,95833,2450 NORTHGATE BLVD,20,00438936,30-JUN-2027
7 ELEVEN STORE 2365-14107G,7 ELEVEN STORE 2365-14107G,7 ELEVEN INC,SACRAMENTO,Sacramento,CA,95822-3319,1199 43RD AVE,20,00521225,30-JUN-2027
7 ELEVEN STORE 2365-24147D,7 ELEVEN STORE 2365-24147D,7 ELEVEN INC,SACRAMENTO,Sacramento,CA,95841-2649,5080 AUBURN BLVD,20,00528046,30-JUN-2027
7 ELEVEN STORE 37217A,7 ELEVEN STORE 37217A,7 ELEVEN INC,SACRAMENTO,Sacramento,CA,95825-3201,1301 HOWE AVE,20,00583461,30-JUN-2027
7-ELEVEN STORE #2365-23233D,7-ELEVEN STORE #2365-23233D,7 ELEVEN INC,SACRAMENTO,Sacramento,CA,95828-3711,8499 GERBER RD,20,00552486,30-JUN-2027
8-TRACK CLUB,8-TRACK CLUB,8-TRACK CLUB LLC,SACRAMENTO,Sacramento,CA,95811,2030 P ST,48,00637603,31-DEC-2026
99 CENTS ONLY STORE,99 CENTS ONLY STORE,99¢ ONLY STORES,SACRAMENTO,Sacramento,CA,95842-4676,4319 ELKHORN BLVD,20,00396648,
99 CENTS ONLY STORE #352,99 CENTS ONLY STORE #352,99 CENTS ONLY STORES LLC,SACRAMENTO,Sacramento,CA,95823-2512,4440 FLORIN RD,20,00576360,30-JUN-2026
99 RANCH MARKET,99 RANCH MARKET,WELCOME MARKET INC,SACRAMENTO,Sacramento,CA,95823-2508,4220 FLORIN RD,21,00502122,
99 RANCH MARKET,99 RANCH MARKET,WELCOME MARKET INC,SACRAMENTO,Sacramento,CA,95823-2508,4220 FLORIN RD,21,00502122,30-SEP-2026
A & A SUPERMARKET,A & A SUPERMARKET,LUUS BROTHER CORPORATION,SACRAMENTO,Sacramento,CA,95823-1606,6545 STOCKTON BLVD,20,00330225,30-APR-2027
A&P LIQUOR,A&P LIQUOR,DCL FAMILY CORP,SACRAMENTO,Sacramento,CA,95811-4207,1101 21ST ST,21,00678304,31-MAY-2027
A1 MARKET,A1 MARKET,KAUR  RAJVIR,SACRAMENTO,Sacramento,CA,95828-2804,6636 SUNNYSLOPE DR,21,00560471,31-JAN-2027
A1 MARKETPLACE,A1 MARKETPLACE,5ABI 2 INC,SACRAMENTO,Sacramento,CA,95823-2703,7261 STOCKTON BLVD,21,00667533,31-OCT-2026
AA TASTY RESTAURANT,AA TASTY RESTAURANT,BAI JIA LOU 88  LLC.,SACRAMENTO,Sacramento,CA,95828-2808,6601 FLORIN RD,47,00530947,30-APR-2027
AB INDIAN CUISINE,AB INDIAN CUISINE,A.B INDIAN SALES & CATERING LLC,SACRAMENTO,Sacramento,CA,95828,7400 ELSIE AVE,47,00631265,30-JUN-2026
ACE LIQUOR,ACE LIQUOR,CHAND  RADHIKA NALINI,SACRAMENTO,Sacramento,CA,95833,2222 NORTHGATE BLVD,21,00656324,30-APR-2027
ACHESON WINE COMPANY,ACHESON WINE COMPANY,ACHESON WINE COMPANY  LLC,SACRAMENTO,Sacramento,CA,95811,1629 19TH ST,02,00627226,30-JUN-2027
ACHESON WINE COMPANY@ MIDTOWN FARMERS MARKET CFM,ACHESON WINE COMPANY@ MIDTOWN FARMERS MARKET CFM,ACHESON WINE COMPANY  LLC,SACRAMENTO,Sacramento,CA,95811,20TH ST BETWEEN J&K ST,79,00635925,30-JUN-2027
AERY'S MARKET,AERY'S MARKET,AERY VENTURES INC,SACRAMENTO,Sacramento,CA,95841-3802,4710 AUBURN BLVD,21,00616426,31-AUG-2026
AGAVE RESTAURANT,AGAVE RESTAURANT,GONZALEZROMERO  CLEMENTINA,SACRAMENTO,Sacramento,CA,95826-3836,3311 POWER INN RD,41,00589475,31-JAN-2027
AJI SUSHI,AJI SUSHI,AJI SUSHI LLC,SACRAMENTO,Sacramento,CA,95842-2506,5239 ELKHORN BLVD,41,00558954,31-AUG-2026
ALAMAR RESTAURANT & MARINA,ALAMAR RESTAURANT & MARINA,TURNER  HUGH S,SACRAMENTO,Sacramento,CA,95837,5999 GARDEN HWY,47,00143404,30-APR-2027
ALHAMBRA RESTAURANT PARTNERS  LLC,,ALHAMBRA RESTAURANT PARTNERS  LLC,SACRAMENTO,Sacramento,CA,95816,1525 ALHAMBRA BLVD,47,00537233,31-JUL-2027
ALIBI BAR  THE,ALIBI BAR  THE,KZS GROUP  LLC,SACRAMENTO,Sacramento,CA,95825,615  617 & 619 MUNROE ST,48,00608696,30-SEP-2026
ALMA WINE BAR & SHOP,ALMA WINE BAR & SHOP,CATA LLC,SACRAMENTO,Sacramento,CA,95811,1200 S ST,42,00656195,31-OCT-2026
AMERICAN WAY MARKET,AMERICAN WAY MARKET,GOW  GORDON,SACRAMENTO,Sacramento,CA,95833,401 W EL CAMINO AVE,20,00067758,31-AUG-2026
ANTIQUITE MIDTOWN WINERY,ANTIQUITE MIDTOWN WINERY,THE CHATTERTON GROUP LLC,SACRAMENTO,Sacramento,CA,95816-6111,2116 P ST,02,00509910,30-JUN-2026
APPLEBEES NEIGHBORHOOD GRILL & BAR,APPLEBEES NEIGHBORHOOD GRILL & BAR,APPLE NORCAL LLC,SACRAMENTO,Sacramento,CA,95834-3604,3601 TRUXEL RD,47,00483584,30-NOV-2026
APPLEBEES NEIGHBORHOOD GRILL & BAR,APPLEBEES NEIGHBORHOOD GRILL & BAR,APPLE NORCAL LLC,SACRAMENTO,Sacramento,CA,95825-2202,2024 ARDEN WAY,47,00483550,30-NOV-2026
ARIA GAS AND MARKET 2,ARIA GAS AND MARKET 2,ARIA GAS AND MARKET 2,SACRAMENTO,Sacramento,CA,95821,3500 WATT AVE,20,00664605,30-NOV-2026
ARIGATO SUSHI,ARIGATO SUSHI,CO & MK INC,SACRAMENTO,Sacramento,CA,95825-3398,1608 HOWE AVE,41,00507642,
ARIGATO SUSHI,ARIGATO SUSHI,CO & MK INC,SACRAMENTO,Sacramento,CA,95825-3398,1608 HOWE AVE,41,00507642,30-NOV-2026
ARTEAGAS MARKET,ARTEAGAS MARKET,ARTEAGA  JOSE CARMEN,SACRAMENTO,Sacramento,CA,95833,2690 NORTHGATE BLVD,41,00605586,31-JUL-2026
ARTS LIQUOR,ARTS LIQUOR,SANGHA BHANDAL INC.,SACRAMENTO,Sacramento,CA,95841-4816,5800 MADISON AVE,21,00628744,30-SEP-2026
ASIAN FOOD CENTER,ASIAN FOOD CENTER,HING LUNG MARKET INC,SACRAMENTO,Sacramento,CA,95818,1301 BROADWAY,20,00332994,31-JAN-2027
ASIAN N' CAJUN,ASIAN N' CAJUN,DANG  VINCENT NGUYEN,SACRAMENTO,Sacramento,CA,95834-3763,4271 TRUXEL RD,41,00670127,31-OCT-2026
ASIAN PEARL RESTAURANT,ASIAN PEARL RESTAURANT,NEW ASIAN PEARL LLC,SACRAMENTO,Sacramento,CA,95823-2326,6821 STOCKTON BLVD,41,00628162,31-OCT-2026
AVIATORS RESTAURANT,AVIATORS RESTAURANT,CHIK  CHEUNG SANG,SACRAMENTO,Sacramento,CA,95822,6151 FREEPORT BLVD,41,00365396,31-MAY-2027
AZAYAKA JAPANESE FUSION,AZAYAKA JAPANESE FUSION,SANWA GROUP  INC.,SACRAMENTO,Sacramento,CA,95826-1872,8760 LA RIVIERA DR,41,00639341,30-SEP-2026
AZUKAR SUSHI,AZUKAR SUSHI,SHEN  GUO  YING,SACRAMENTO,Sacramento,CA,95833-1921,1516 W EL CAMINO AVE,41,00597644,28-FEB-2027
AZUL MEXICAN FOOD & TEQUILA BAR,AZUL MEXICAN FOOD & TEQUILA BAR,ULLOA BROTHERS INC,SACRAMENTO,Sacramento,CA,95814-3153,1050 20TH ST,47,00458113,31-DEC-2026
AZUL MEXICAN FOOD & TEQUILA BAR,AZUL MEXICAN FOOD & TEQUILA BAR,ULLOA BROTHERS INC,SACRAMENTO,Sacramento,CA,95814-3153,1050 20TH ST,77,00458113,31-DEC-2026
AZUL MEXICAN FOOD & TEQUILA BAR,AZUL MEXICAN FOOD & TEQUILA BAR,ULLOA BROTHERS INC,SACRAMENTO,Sacramento,CA,95814-3153,1050 20TH ST,58,00458113,31-DEC-2026
B & E MARKET,B & E MARKET,BASSI  JARNAIL SINGH,SACRAMENTO,Sacramento,CA,95829,7596 BRADSHAW RD,21,00398169,30-APR-2027
B & W LIQUOR,B & W LIQUOR,MALIK  QAISARA,SACRAMENTO,Sacramento,CA,95815,1810 DEL PASO BLVD,21,00372383,31-OCT-2026
B BROTHERS MINI MART,B BROTHERS MINI MART,KAUR  AJINDER,SACRAMENTO,Sacramento,CA,95841-4603,4847 AMBER LN,21,00621077,31-JAN-2027
B.O.S.S. 5 STAR LOUNGE,B.O.S.S. 5 STAR LOUNGE,B.O.S.S. 5 STAR LOUNGE  LLC,SACRAMENTO,Sacramento,CA,95814-3239,1017 FRONT ST LOWR LEVEL,47,00651889,30-APR-2027
BAMBINAS PIZZA AND PASTA,BAMBINAS PIZZA AND PASTA,PIZZA EMPORIO  LLC,SACRAMENTO,Sacramento,CA,95811-6680,1610 R ST,47,00673237,31-JAN-2027
BAMBINAS PIZZA AND PASTA,BAMBINAS PIZZA AND PASTA,PIZZA EMPORIO  LLC,SACRAMENTO,Sacramento,CA,95811-6680,1610 R ST,58,00673237,31-JAN-2027
BANGKOK @ 12 THAI RESTAURANT,BANGKOK @ 12 THAI RESTAURANT,INTARAKUL  PARNTHIP,SACRAMENTO,Sacramento,CA,95814-2903,900 12TH ST,41,00488536,31-JUL-2026
BANGKOK GARDEN THAI CUISINE,BANGKOK GARDEN THAI CUISINE,DSW CORPORATION,SACRAMENTO,Sacramento,CA,95834-2321,2069 ARENA BLVD,41,00550416,30-NOV-2026
BANZAI SUSHI,BANZAI SUSHI,KAIZEN GROUP 1 INC.,SACRAMENTO,Sacramento,CA,95831-1103,6409 RIVERSIDE BLVD,47,00663053,28-FEB-2027
BAR WEST,BAR WEST,SHULZAN LLC,SACRAMENTO,Sacramento,CA,95816-4314,2724 J ST,47,00510718,31-JUL-2027
BAR WEST,BAR WEST,SHULZAN LLC,SACRAMENTO,Sacramento,CA,95816-4314,2724 J ST,77,00510718,31-JUL-2027
BAR WEST,BAR WEST,SHULZAN LLC,SACRAMENTO,Sacramento,CA,95816-4314,2724 J ST,58,00510718,31-JUL-2027
BARTLEY CAVANAUGH GOLF COMPLEX,BARTLEY CAVANAUGH GOLF COMPLEX,MORTON GOLF LLC,SACRAMENTO,Sacramento,CA,95832,8301 FREEPORT BLVD,47,00411391,30-APR-2027
BBQ & BURGERS SMOKEHOUSE,BBQ & BURGERS SMOKEHOUSE,ANTOJITOS INC,SACRAMENTO,Sacramento,CA,95822-1307,2114 SUTTERVILLE RD,47,00631414,30-APR-2027
